DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
06M467,2023-24,96.0,96.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
06M468,2023-24,86.0,86.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
06M528,2023-24,87.0,87.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
06M540,2023-24,95.0,95.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
06M552,2023-24,93.0,93.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
07X005,2023-24,84.0,84.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X029,2023-24,85.0,85.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
07X031,2023-24,85.0,85.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
07X221,2023-24,87.0,87.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
07X223,2023-24,86.0,86.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X224,2023-24,79.0,79.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
07X259,2023-24,80.0,80.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
07X296,2023-24,79.0,79.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
07X298,2023-24,97.0,97.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
07X334,2023-24,92.0,92.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
07X343,2023-24,82.0,82.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
07X379,2023-24,70.0,70.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
07X381,2023-24,97.0,97.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
07X427,2023-24,93.0,93.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
07X473,2023-24,84.0,84.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
07X495,2023-24,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
07X500,2023-24,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X522,2023-24,84.0,84.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
07X527,2023-24,92.0,92.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X548,2023-24,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
07X551,2023-24,74.0,74.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
07X557,2023-24,91.0,91.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
07X584,2023-24,92.0,92.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
07X600,2023-24,73.0,73.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
07X625,2023-24,82.0,82.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
07X670,2023-24,91.0,91.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
08X071,2023-24,65.0,65.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
08X101,2023-24,79.0,79.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
08X123,2023-24,81.0,81.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
08X131,2023-24,84.0,84.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
08X269,2023-24,75.0,75.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
08X282,2023-24,78.0,78.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
08X293,2023-24,89.0,89.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
08X301,2023-24,71.0,71.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
08X302,2023-24,97.0,97.0% of students know where to get mental health support,90.0,90.0% of students felt happy at school
08X312,2023-24,80.0,80.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
08X320,2023-24,82.0,82.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
08X337,2023-24,75.0,75.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
08X348,2023-24,82.0,82.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
08X349,2023-24,82.0,82.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
08X367,2023-24,83.0,83.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
08X371,2023-24,79.0,79.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
08X375,2023-24,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
08X376,2023-24,80.0,80.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
08X377,2023-24,96.0,96.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
08X405,2023-24,83.0,83.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
08X424,2023-24,85.0,85.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
08X432,2023-24,86.0,86.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
08X448,2023-24,71.0,71.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
08X452,2023-24,88.0,88.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
08X467,2023-24,72.0,72.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
08X530,2023-24,90.0,90.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
08X537,2023-24,96.0,96.0% of students know where to get mental health support,95.0,95.0% of students felt happy at school
08X558,2023-24,82.0,82.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
08X561,2023-24,91.0,91.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
08X562,2023-24,68.0,68.0% of students know where to get mental health support,58.0,58.0% of students felt happy at school
08X636,2023-24,93.0,93.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
09X004,2023-24,100.0,100.0% of students know where to get mental health support,97.0,97.0% of students felt happy at school
09X022,2023-24,73.0,73.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
09X117,2023-24,82.0,82.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
09X128,2023-24,78.0,78.0% of students know where to get mental health support,52.0,52.0% of students felt happy at school
09X215,2023-24,82.0,82.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X218,2023-24,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
09X219,2023-24,79.0,79.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
09X227,2023-24,87.0,87.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
09X229,2023-24,87.0,87.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
09X231,2023-24,88.0,88.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
09X232,2023-24,88.0,88.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X241,2023-24,80.0,80.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
09X250,2023-24,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
09X252,2023-24,87.0,87.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
09X260,2023-24,89.0,89.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
09X263,2023-24,86.0,86.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
09X297,2023-24,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
09X303,2023-24,85.0,85.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X313,2023-24,85.0,85.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
09X323,2023-24,76.0,76.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X324,2023-24,84.0,84.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
09X327,2023-24,82.0,82.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
09X328,2023-24,84.0,84.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
09X329,2023-24,,Data not available,,Data not available
09X339,2023-24,85.0,85.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
09X350,2023-24,91.0,91.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
09X361,2023-24,85.0,85.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
09X365,2023-24,100.0,100.0% of students know where to get mental health support,99.0,99.0% of students felt happy at school
09X403,2023-24,92.0,92.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
09X404,2023-24,86.0,86.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X412,2023-24,88.0,88.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
09X413,2023-24,77.0,77.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
09X454,2023-24,82.0,82.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
09X505,2023-24,82.0,82.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
09X517,2023-24,90.0,90.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
09X525,2023-24,80.0,80.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
09X543,2023-24,79.0,79.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
09X564,2023-24,89.0,89.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
09X568,2023-24,79.0,79.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
09X593,2023-24,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
09X594,2023-24,86.0,86.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
10X003,2023-24,84.0,84.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X015,2023-24,68.0,68.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
10X020,2023-24,79.0,79.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X037,2023-24,,Data not available,,Data not available
10X045,2023-24,81.0,81.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
10X080,2023-24,92.0,92.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X086,2023-24,89.0,89.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
10X095,2023-24,99.0,99.0% of students know where to get mental health support,98.0,98.0% of students felt happy at school
10X118,2023-24,76.0,76.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
10X141,2023-24,78.0,78.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
10X206,2023-24,88.0,88.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X213,2023-24,91.0,91.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
10X225,2023-24,88.0,88.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X228,2023-24,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X237,2023-24,83.0,83.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
10X243,2023-24,68.0,68.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
10X244,2023-24,83.0,83.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
10X254,2023-24,74.0,74.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
10X264,2023-24,88.0,88.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X268,2023-24,84.0,84.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X279,2023-24,89.0,89.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X280,2023-24,76.0,76.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X284,2023-24,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
10X308,2023-24,87.0,87.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
10X315,2023-24,88.0,88.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
10X319,2023-24,100.0,100.0% of students know where to get mental health support,100.0,100.0% of students felt happy at school
10X331,2023-24,77.0,77.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
10X342,2023-24,87.0,87.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
10X351,2023-24,73.0,73.0% of students know where to get mental health support,57.0,57.0% of students felt happy at school
10X353,2023-24,86.0,86.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
10X363,2023-24,87.0,87.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X368,2023-24,86.0,86.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
10X374,2023-24,89.0,89.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
10X390,2023-24,76.0,76.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
10X391,2023-24,81.0,81.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
10X397,2023-24,95.0,95.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
10X433,2023-24,89.0,89.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
10X434,2023-24,84.0,84.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
10X437,2023-24,92.0,92.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X438,2023-24,89.0,89.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X439,2023-24,90.0,90.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X440,2023-24,88.0,88.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
10X442,2023-24,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
10X445,2023-24,86.0,86.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
10X447,2023-24,77.0,77.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
10X477,2023-24,84.0,84.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
10X524,2023-24,89.0,89.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
10X546,2023-24,87.0,87.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
10X549,2023-24,87.0,87.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
10X565,2023-24,75.0,75.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
10X696,2023-24,83.0,83.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
11X019,2023-24,71.0,71.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
11X083,2023-24,70.0,70.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X089,2023-24,77.0,77.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
11X127,2023-24,73.0,73.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X144,2023-24,81.0,81.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X175,2023-24,82.0,82.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X180,2023-24,78.0,78.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
11X181,2023-24,84.0,84.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X194,2023-24,80.0,80.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
11X249,2023-24,86.0,86.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
11X253,2023-24,86.0,86.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
11X265,2023-24,93.0,93.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
11X270,2023-24,86.0,86.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
11X275,2023-24,88.0,88.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X287,2023-24,80.0,80.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
11X288,2023-24,82.0,82.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
11X290,2023-24,89.0,89.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X299,2023-24,89.0,89.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
11X326,2023-24,85.0,85.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
11X355,2023-24,80.0,80.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
11X370,2023-24,85.0,85.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
11X418,2023-24,85.0,85.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
11X455,2023-24,84.0,84.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X462,2023-24,79.0,79.0% of students know where to get mental health support,61.0,61.0% of students felt happy at school
11X468,2023-24,80.0,80.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
11X498,2023-24,75.0,75.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
11X508,2023-24,93.0,93.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
11X509,2023-24,86.0,86.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
11X513,2023-24,93.0,93.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
11X514,2023-24,83.0,83.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
11X529,2023-24,80.0,80.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
11X532,2023-24,90.0,90.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
11X542,2023-24,85.0,85.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
11X544,2023-24,77.0,77.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
11X545,2023-24,91.0,91.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
11X556,2023-24,77.0,77.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
11X566,2023-24,81.0,81.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X098,2023-24,100.0,100.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
12X129,2023-24,80.0,80.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
12X190,2023-24,87.0,87.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X214,2023-24,73.0,73.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
12X217,2023-24,72.0,72.0% of students know where to get mental health support,59.0,59.0% of students felt happy at school
12X242,2023-24,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
12X248,2023-24,84.0,84.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
12X251,2023-24,90.0,90.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
12X267,2023-24,88.0,88.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
12X271,2023-24,83.0,83.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
12X273,2023-24,78.0,78.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
12X286,2023-24,86.0,86.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
12X316,2023-24,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
12X318,2023-24,79.0,79.0% of students know where to get mental health support,59.0,59.0% of students felt happy at school
12X341,2023-24,89.0,89.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
12X383,2023-24,78.0,78.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
12X388,2023-24,93.0,93.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
12X446,2023-24,95.0,95.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
12X478,2023-24,88.0,88.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
12X479,2023-24,88.0,88.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
12X480,2023-24,92.0,92.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
12X511,2023-24,82.0,82.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
12X521,2023-24,80.0,80.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
12X550,2023-24,90.0,90.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
12X641,2023-24,73.0,73.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
12X682,2023-24,92.0,92.0% of students know where to get mental health support,82.0,82.0% of students felt happy at school
12X684,2023-24,81.0,81.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
13K113,2023-24,78.0,78.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
13K265,2023-24,88.0,88.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
13K266,2023-24,84.0,84.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
13K301,2023-24,,Data not available,,Data not available
13K313,2023-24,65.0,65.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
13K350,2023-24,91.0,91.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
13K351,2023-24,83.0,83.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
13K412,2023-24,87.0,87.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
13K419,2023-24,72.0,72.0% of students know where to get mental health support,56.0,56.0% of students felt happy at school
13K430,2023-24,90.0,90.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
13K439,2023-24,93.0,93.0% of students know where to get mental health support,89.0,89.0% of students felt happy at school
13K483,2023-24,86.0,86.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
13K492,2023-24,81.0,81.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
13K527,2023-24,84.0,84.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
13K553,2023-24,100.0,100.0% of students know where to get mental health support,95.0,95.0% of students felt happy at school
13K594,2023-24,94.0,94.0% of students know where to get mental health support,56.0,56.0% of students felt happy at school
13K595,2023-24,87.0,87.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
13K605,2023-24,83.0,83.0% of students know where to get mental health support,65.0,65.0% of students felt happy at school
13K616,2023-24,94.0,94.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
13K670,2023-24,79.0,79.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
13K674,2023-24,82.0,82.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
13K691,2023-24,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
13K915,2023-24,82.0,82.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
13K963,2023-24,91.0,91.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
14K050,2023-24,92.0,92.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K071,2023-24,88.0,88.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
14K084,2023-24,88.0,88.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K126,2023-24,86.0,86.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
14K157,2023-24,99.0,99.0% of students know where to get mental health support,94.0,94.0% of students felt happy at school
14K318,2023-24,85.0,85.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K449,2023-24,89.0,89.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
14K454,2023-24,87.0,87.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
14K474,2023-24,83.0,83.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K477,2023-24,91.0,91.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
14K478,2023-24,81.0,81.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
14K488,2023-24,95.0,95.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K558,2023-24,85.0,85.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
14K561,2023-24,87.0,87.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
14K577,2023-24,89.0,89.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
14K582,2023-24,86.0,86.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
14K586,2023-24,90.0,90.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
14K610,2023-24,86.0,86.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
14K614,2023-24,86.0,86.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
14K685,2023-24,91.0,91.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
15K051,2023-24,72.0,72.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
15K088,2023-24,75.0,75.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
15K136,2023-24,79.0,79.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
15K423,2023-24,100.0,100.0% of students know where to get mental health support,88.0,88.0% of students felt happy at school
15K429,2023-24,88.0,88.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
15K442,2023-24,71.0,71.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
15K443,2023-24,72.0,72.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
15K447,2023-24,76.0,76.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
15K448,2023-24,82.0,82.0% of students know where to get mental health support,67.0,67.0% of students felt happy at school
15K462,2023-24,78.0,78.0% of students know where to get mental health support,64.0,64.0% of students felt happy at school
15K463,2023-24,83.0,83.0% of students know where to get mental health support,81.0,81.0% of students felt happy at school
15K464,2023-24,84.0,84.0% of students know where to get mental health support,74.0,74.0% of students felt happy at school
15K497,2023-24,74.0,74.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
15K519,2023-24,86.0,86.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
15K529,2023-24,100.0,100.0% of students know where to get mental health support,93.0,93.0% of students felt happy at school
15K592,2023-24,87.0,87.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
15K656,2023-24,78.0,78.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
15K667,2023-24,88.0,88.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
15K676,2023-24,89.0,89.0% of students know where to get mental health support,83.0,83.0% of students felt happy at school
15K684,2023-24,92.0,92.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
15K698,2023-24,93.0,93.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
15K821,2023-24,70.0,70.0% of students know where to get mental health support,69.0,69.0% of students felt happy at school
15K839,2023-24,81.0,81.0% of students know where to get mental health support,77.0,77.0% of students felt happy at school
16K035,2023-24,98.0,98.0% of students know where to get mental health support,87.0,87.0% of students felt happy at school
16K057,2023-24,93.0,93.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
16K267,2023-24,95.0,95.0% of students know where to get mental health support,85.0,85.0% of students felt happy at school
16K308,2023-24,,Data not available,,Data not available
16K455,2023-24,83.0,83.0% of students know where to get mental health support,71.0,71.0% of students felt happy at school
16K498,2023-24,74.0,74.0% of students know where to get mental health support,70.0,70.0% of students felt happy at school
16K669,2023-24,,Data not available,,Data not available
16K681,2023-24,69.0,69.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
16K688,2023-24,86.0,86.0% of students know where to get mental health support,78.0,78.0% of students felt happy at school
16K765,2023-24,72.0,72.0% of students know where to get mental health support,58.0,58.0% of students felt happy at school
16K898,2023-24,97.0,97.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
17K002,2023-24,83.0,83.0% of students know where to get mental health support,63.0,63.0% of students felt happy at school
17K061,2023-24,89.0,89.0% of students know where to get mental health support,72.0,72.0% of students felt happy at school
17K122,2023-24,72.0,72.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
17K138,2023-24,,Data not available,,Data not available
17K181,2023-24,79.0,79.0% of students know where to get mental health support,62.0,62.0% of students felt happy at school
17K189,2023-24,80.0,80.0% of students know where to get mental health support,60.0,60.0% of students felt happy at school
17K246,2023-24,90.0,90.0% of students know where to get mental health support,68.0,68.0% of students felt happy at school
17K340,2023-24,95.0,95.0% of students know where to get mental health support,84.0,84.0% of students felt happy at school
17K352,2023-24,93.0,93.0% of students know where to get mental health support,79.0,79.0% of students felt happy at school
17K353,2023-24,83.0,83.0% of students know where to get mental health support,73.0,73.0% of students felt happy at school
17K354,2023-24,89.0,89.0% of students know where to get mental health support,75.0,75.0% of students felt happy at school
17K382,2023-24,83.0,83.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
17K394,2023-24,88.0,88.0% of students know where to get mental health support,66.0,66.0% of students felt happy at school
17K408,2023-24,91.0,91.0% of students know where to get mental health support,76.0,76.0% of students felt happy at school
17K484,2023-24,95.0,95.0% of students know where to get mental health support,92.0,92.0% of students felt happy at school
17K524,2023-24,90.0,90.0% of students know where to get mental health support,86.0,86.0% of students felt happy at school
17K528,2023-24,90.0,90.0% of students know where to get mental health support,80.0,80.0% of students felt happy at school
