DBN,school_year,student_q20_mental_health,student_q20_mental_health_label,student_q22_felt_happy,student_q22_felt_happy_label
02M394,2020-21,,Data not available,81.0,81.0% of students felt happy at school
02M397,2020-21,,Data not available,82.0,82.0% of students felt happy at school
02M399,2020-21,,Data not available,72.0,72.0% of students felt happy at school
02M400,2020-21,,Data not available,73.0,73.0% of students felt happy at school
02M407,2020-21,,Data not available,57.0,57.0% of students felt happy at school
02M408,2020-21,,Data not available,59.0,59.0% of students felt happy at school
02M411,2020-21,,Data not available,73.0,73.0% of students felt happy at school
02M412,2020-21,,Data not available,72.0,72.0% of students felt happy at school
02M413,2020-21,,Data not available,79.0,79.0% of students felt happy at school
02M414,2020-21,,Data not available,57.0,57.0% of students felt happy at school
02M416,2020-21,,Data not available,67.0,67.0% of students felt happy at school
02M418,2020-21,,Data not available,65.0,65.0% of students felt happy at school
02M419,2020-21,,Data not available,76.0,76.0% of students felt happy at school
02M420,2020-21,,Data not available,68.0,68.0% of students felt happy at school
02M422,2020-21,,Data not available,74.0,74.0% of students felt happy at school
02M425,2020-21,,Data not available,70.0,70.0% of students felt happy at school
02M427,2020-21,,Data not available,90.0,90.0% of students felt happy at school
02M432,2020-21,,Data not available,73.0,73.0% of students felt happy at school
02M437,2020-21,,Data not available,70.0,70.0% of students felt happy at school
02M438,2020-21,,Data not available,86.0,86.0% of students felt happy at school
02M439,2020-21,,Data not available,79.0,79.0% of students felt happy at school
02M442,2020-21,,Data not available,85.0,85.0% of students felt happy at school
02M449,2020-21,,Data not available,70.0,70.0% of students felt happy at school
02M459,2020-21,,Data not available,88.0,88.0% of students felt happy at school
02M475,2020-21,,Data not available,65.0,65.0% of students felt happy at school
02M489,2020-21,,Data not available,77.0,77.0% of students felt happy at school
02M500,2020-21,,Data not available,99.0,99.0% of students felt happy at school
02M507,2020-21,,Data not available,79.0,79.0% of students felt happy at school
02M519,2020-21,,Data not available,59.0,59.0% of students felt happy at school
02M520,2020-21,,Data not available,79.0,79.0% of students felt happy at school
02M529,2020-21,,Data not available,65.0,65.0% of students felt happy at school
02M531,2020-21,,Data not available,64.0,64.0% of students felt happy at school
02M533,2020-21,,Data not available,71.0,71.0% of students felt happy at school
02M534,2020-21,,Data not available,65.0,65.0% of students felt happy at school
02M542,2020-21,,Data not available,82.0,82.0% of students felt happy at school
02M543,2020-21,,Data not available,81.0,81.0% of students felt happy at school
02M544,2020-21,,Data not available,,Data not available
02M545,2020-21,,Data not available,86.0,86.0% of students felt happy at school
02M546,2020-21,,Data not available,71.0,71.0% of students felt happy at school
02M550,2020-21,,Data not available,92.0,92.0% of students felt happy at school
02M551,2020-21,,Data not available,62.0,62.0% of students felt happy at school
02M560,2020-21,,Data not available,98.0,98.0% of students felt happy at school
02M565,2020-21,,Data not available,94.0,94.0% of students felt happy at school
02M570,2020-21,,Data not available,76.0,76.0% of students felt happy at school
02M575,2020-21,,Data not available,94.0,94.0% of students felt happy at school
02M580,2020-21,,Data not available,83.0,83.0% of students felt happy at school
02M586,2020-21,,Data not available,,Data not available
02M600,2020-21,,Data not available,69.0,69.0% of students felt happy at school
02M605,2020-21,,Data not available,78.0,78.0% of students felt happy at school
02M615,2020-21,,Data not available,74.0,74.0% of students felt happy at school
02M630,2020-21,,Data not available,60.0,60.0% of students felt happy at school
02M655,2020-21,,Data not available,81.0,81.0% of students felt happy at school
02M896,2020-21,,Data not available,81.0,81.0% of students felt happy at school
02M933,2020-21,,Data not available,75.0,75.0% of students felt happy at school
03M054,2020-21,,Data not available,70.0,70.0% of students felt happy at school
03M076,2020-21,,Data not available,77.0,77.0% of students felt happy at school
03M149,2020-21,,Data not available,83.0,83.0% of students felt happy at school
03M180,2020-21,,Data not available,78.0,78.0% of students felt happy at school
03M191,2020-21,,Data not available,79.0,79.0% of students felt happy at school
03M243,2020-21,,Data not available,80.0,80.0% of students felt happy at school
03M245,2020-21,,Data not available,82.0,82.0% of students felt happy at school
03M247,2020-21,,Data not available,88.0,88.0% of students felt happy at school
03M250,2020-21,,Data not available,77.0,77.0% of students felt happy at school
03M256,2020-21,,Data not available,85.0,85.0% of students felt happy at school
03M258,2020-21,,Data not available,76.0,76.0% of students felt happy at school
03M291,2020-21,,Data not available,75.0,75.0% of students felt happy at school
03M299,2020-21,,Data not available,72.0,72.0% of students felt happy at school
03M307,2020-21,,Data not available,83.0,83.0% of students felt happy at school
03M333,2020-21,,Data not available,74.0,74.0% of students felt happy at school
03M334,2020-21,,Data not available,81.0,81.0% of students felt happy at school
03M402,2020-21,,Data not available,77.0,77.0% of students felt happy at school
03M403,2020-21,,Data not available,72.0,72.0% of students felt happy at school
03M404,2020-21,,Data not available,94.0,94.0% of students felt happy at school
03M415,2020-21,,Data not available,65.0,65.0% of students felt happy at school
03M417,2020-21,,Data not available,77.0,77.0% of students felt happy at school
03M421,2020-21,,Data not available,100.0,100.0% of students felt happy at school
03M479,2020-21,,Data not available,65.0,65.0% of students felt happy at school
03M485,2020-21,,Data not available,66.0,66.0% of students felt happy at school
03M492,2020-21,,Data not available,,Data not available
03M494,2020-21,,Data not available,71.0,71.0% of students felt happy at school
03M505,2020-21,,Data not available,92.0,92.0% of students felt happy at school
03M541,2020-21,,Data not available,71.0,71.0% of students felt happy at school
03M859,2020-21,,Data not available,88.0,88.0% of students felt happy at school
03M860,2020-21,,Data not available,78.0,78.0% of students felt happy at school
03M862,2020-21,,Data not available,75.0,75.0% of students felt happy at school
04M007,2020-21,,Data not available,85.0,85.0% of students felt happy at school
04M012,2020-21,,Data not available,72.0,72.0% of students felt happy at school
04M057,2020-21,,Data not available,75.0,75.0% of students felt happy at school
04M072,2020-21,,Data not available,,Data not available
04M096,2020-21,,Data not available,88.0,88.0% of students felt happy at school
04M108,2020-21,,Data not available,84.0,84.0% of students felt happy at school
04M171,2020-21,,Data not available,88.0,88.0% of students felt happy at school
04M206,2020-21,,Data not available,79.0,79.0% of students felt happy at school
04M224,2020-21,,Data not available,74.0,74.0% of students felt happy at school
04M310,2020-21,,Data not available,,Data not available
04M372,2020-21,,Data not available,76.0,76.0% of students felt happy at school
04M377,2020-21,,Data not available,77.0,77.0% of students felt happy at school
04M435,2020-21,,Data not available,74.0,74.0% of students felt happy at school
04M495,2020-21,,Data not available,82.0,82.0% of students felt happy at school
04M555,2020-21,,Data not available,73.0,73.0% of students felt happy at school
04M610,2020-21,,Data not available,76.0,76.0% of students felt happy at school
04M680,2020-21,,Data not available,72.0,72.0% of students felt happy at school
04M825,2020-21,,Data not available,77.0,77.0% of students felt happy at school
04M964,2020-21,,Data not available,82.0,82.0% of students felt happy at school
05M046,2020-21,,Data not available,82.0,82.0% of students felt happy at school
05M123,2020-21,,Data not available,81.0,81.0% of students felt happy at school
05M129,2020-21,,Data not available,82.0,82.0% of students felt happy at school
05M148,2020-21,,Data not available,72.0,72.0% of students felt happy at school
05M157,2020-21,,Data not available,71.0,71.0% of students felt happy at school
05M161,2020-21,,Data not available,81.0,81.0% of students felt happy at school
05M285,2020-21,,Data not available,83.0,83.0% of students felt happy at school
05M286,2020-21,,Data not available,83.0,83.0% of students felt happy at school
05M304,2020-21,,Data not available,67.0,67.0% of students felt happy at school
05M362,2020-21,,Data not available,59.0,59.0% of students felt happy at school
05M369,2020-21,,Data not available,73.0,73.0% of students felt happy at school
05M371,2020-21,,Data not available,94.0,94.0% of students felt happy at school
05M499,2020-21,,Data not available,67.0,67.0% of students felt happy at school
05M514,2020-21,,Data not available,65.0,65.0% of students felt happy at school
05M517,2020-21,,Data not available,,Data not available
05M670,2020-21,,Data not available,,Data not available
05M692,2020-21,,Data not available,73.0,73.0% of students felt happy at school
06M018,2020-21,,Data not available,86.0,86.0% of students felt happy at school
06M052,2020-21,,Data not available,82.0,82.0% of students felt happy at school
06M143,2020-21,,Data not available,89.0,89.0% of students felt happy at school
06M187,2020-21,,Data not available,78.0,78.0% of students felt happy at school
06M209,2020-21,,Data not available,85.0,85.0% of students felt happy at school
06M210,2020-21,,Data not available,84.0,84.0% of students felt happy at school
06M211,2020-21,,Data not available,72.0,72.0% of students felt happy at school
06M223,2020-21,,Data not available,80.0,80.0% of students felt happy at school
06M278,2020-21,,Data not available,81.0,81.0% of students felt happy at school
06M293,2020-21,,Data not available,80.0,80.0% of students felt happy at school
06M311,2020-21,,Data not available,79.0,79.0% of students felt happy at school
06M319,2020-21,,Data not available,82.0,82.0% of students felt happy at school
06M322,2020-21,,Data not available,77.0,77.0% of students felt happy at school
06M324,2020-21,,Data not available,100.0,100.0% of students felt happy at school
06M328,2020-21,,Data not available,87.0,87.0% of students felt happy at school
06M346,2020-21,,Data not available,85.0,85.0% of students felt happy at school
06M348,2020-21,,Data not available,87.0,87.0% of students felt happy at school
06M349,2020-21,,Data not available,87.0,87.0% of students felt happy at school
06M366,2020-21,,Data not available,81.0,81.0% of students felt happy at school
06M423,2020-21,,Data not available,100.0,100.0% of students felt happy at school
06M462,2020-21,,Data not available,89.0,89.0% of students felt happy at school
06M463,2020-21,,Data not available,88.0,88.0% of students felt happy at school
06M467,2020-21,,Data not available,80.0,80.0% of students felt happy at school
06M468,2020-21,,Data not available,85.0,85.0% of students felt happy at school
06M528,2020-21,,Data not available,82.0,82.0% of students felt happy at school
06M540,2020-21,,Data not available,66.0,66.0% of students felt happy at school
06M552,2020-21,,Data not available,86.0,86.0% of students felt happy at school
07X005,2020-21,,Data not available,78.0,78.0% of students felt happy at school
07X029,2020-21,,Data not available,86.0,86.0% of students felt happy at school
07X031,2020-21,,Data not available,65.0,65.0% of students felt happy at school
07X151,2020-21,,Data not available,76.0,76.0% of students felt happy at school
07X221,2020-21,,Data not available,75.0,75.0% of students felt happy at school
07X223,2020-21,,Data not available,77.0,77.0% of students felt happy at school
07X224,2020-21,,Data not available,79.0,79.0% of students felt happy at school
07X259,2020-21,,Data not available,82.0,82.0% of students felt happy at school
07X296,2020-21,,Data not available,82.0,82.0% of students felt happy at school
07X298,2020-21,,Data not available,81.0,81.0% of students felt happy at school
07X334,2020-21,,Data not available,88.0,88.0% of students felt happy at school
07X343,2020-21,,Data not available,76.0,76.0% of students felt happy at school
07X379,2020-21,,Data not available,79.0,79.0% of students felt happy at school
07X381,2020-21,,Data not available,92.0,92.0% of students felt happy at school
07X427,2020-21,,Data not available,91.0,91.0% of students felt happy at school
07X473,2020-21,,Data not available,77.0,77.0% of students felt happy at school
07X495,2020-21,,Data not available,75.0,75.0% of students felt happy at school
07X500,2020-21,,Data not available,70.0,70.0% of students felt happy at school
07X522,2020-21,,Data not available,77.0,77.0% of students felt happy at school
07X527,2020-21,,Data not available,75.0,75.0% of students felt happy at school
07X548,2020-21,,Data not available,83.0,83.0% of students felt happy at school
07X551,2020-21,,Data not available,70.0,70.0% of students felt happy at school
07X557,2020-21,,Data not available,100.0,100.0% of students felt happy at school
07X584,2020-21,,Data not available,82.0,82.0% of students felt happy at school
07X600,2020-21,,Data not available,76.0,76.0% of students felt happy at school
07X625,2020-21,,Data not available,91.0,91.0% of students felt happy at school
07X670,2020-21,,Data not available,76.0,76.0% of students felt happy at school
08X071,2020-21,,Data not available,79.0,79.0% of students felt happy at school
08X101,2020-21,,Data not available,78.0,78.0% of students felt happy at school
08X123,2020-21,,Data not available,79.0,79.0% of students felt happy at school
08X131,2020-21,,Data not available,76.0,76.0% of students felt happy at school
08X269,2020-21,,Data not available,64.0,64.0% of students felt happy at school
08X282,2020-21,,Data not available,76.0,76.0% of students felt happy at school
08X293,2020-21,,Data not available,77.0,77.0% of students felt happy at school
08X301,2020-21,,Data not available,93.0,93.0% of students felt happy at school
08X302,2020-21,,Data not available,78.0,78.0% of students felt happy at school
08X312,2020-21,,Data not available,76.0,76.0% of students felt happy at school
08X320,2020-21,,Data not available,72.0,72.0% of students felt happy at school
08X337,2020-21,,Data not available,80.0,80.0% of students felt happy at school
08X348,2020-21,,Data not available,73.0,73.0% of students felt happy at school
08X349,2020-21,,Data not available,78.0,78.0% of students felt happy at school
08X367,2020-21,,Data not available,75.0,75.0% of students felt happy at school
08X371,2020-21,,Data not available,82.0,82.0% of students felt happy at school
08X375,2020-21,,Data not available,78.0,78.0% of students felt happy at school
08X376,2020-21,,Data not available,72.0,72.0% of students felt happy at school
08X377,2020-21,,Data not available,92.0,92.0% of students felt happy at school
08X405,2020-21,,Data not available,73.0,73.0% of students felt happy at school
08X424,2020-21,,Data not available,88.0,88.0% of students felt happy at school
08X432,2020-21,,Data not available,90.0,90.0% of students felt happy at school
08X448,2020-21,,Data not available,72.0,72.0% of students felt happy at school
08X452,2020-21,,Data not available,72.0,72.0% of students felt happy at school
08X467,2020-21,,Data not available,86.0,86.0% of students felt happy at school
08X530,2020-21,,Data not available,75.0,75.0% of students felt happy at school
08X537,2020-21,,Data not available,91.0,91.0% of students felt happy at school
08X558,2020-21,,Data not available,80.0,80.0% of students felt happy at school
08X559,2020-21,,Data not available,81.0,81.0% of students felt happy at school
08X561,2020-21,,Data not available,80.0,80.0% of students felt happy at school
08X562,2020-21,,Data not available,81.0,81.0% of students felt happy at school
09X004,2020-21,,Data not available,89.0,89.0% of students felt happy at school
09X022,2020-21,,Data not available,83.0,83.0% of students felt happy at school
09X117,2020-21,,Data not available,80.0,80.0% of students felt happy at school
09X128,2020-21,,Data not available,77.0,77.0% of students felt happy at school
09X215,2020-21,,Data not available,78.0,78.0% of students felt happy at school
09X218,2020-21,,Data not available,74.0,74.0% of students felt happy at school
09X219,2020-21,,Data not available,88.0,88.0% of students felt happy at school
09X227,2020-21,,Data not available,87.0,87.0% of students felt happy at school
09X229,2020-21,,Data not available,86.0,86.0% of students felt happy at school
09X231,2020-21,,Data not available,76.0,76.0% of students felt happy at school
09X232,2020-21,,Data not available,77.0,77.0% of students felt happy at school
09X241,2020-21,,Data not available,82.0,82.0% of students felt happy at school
09X250,2020-21,,Data not available,64.0,64.0% of students felt happy at school
09X252,2020-21,,Data not available,69.0,69.0% of students felt happy at school
09X260,2020-21,,Data not available,64.0,64.0% of students felt happy at school
09X263,2020-21,,Data not available,78.0,78.0% of students felt happy at school
09X297,2020-21,,Data not available,69.0,69.0% of students felt happy at school
09X303,2020-21,,Data not available,84.0,84.0% of students felt happy at school
09X313,2020-21,,Data not available,78.0,78.0% of students felt happy at school
09X323,2020-21,,Data not available,84.0,84.0% of students felt happy at school
09X324,2020-21,,Data not available,82.0,82.0% of students felt happy at school
09X327,2020-21,,Data not available,80.0,80.0% of students felt happy at school
09X328,2020-21,,Data not available,80.0,80.0% of students felt happy at school
09X329,2020-21,,Data not available,76.0,76.0% of students felt happy at school
09X339,2020-21,,Data not available,76.0,76.0% of students felt happy at school
09X350,2020-21,,Data not available,89.0,89.0% of students felt happy at school
09X361,2020-21,,Data not available,85.0,85.0% of students felt happy at school
09X365,2020-21,,Data not available,99.0,99.0% of students felt happy at school
09X404,2020-21,,Data not available,100.0,100.0% of students felt happy at school
09X412,2020-21,,Data not available,81.0,81.0% of students felt happy at school
09X413,2020-21,,Data not available,74.0,74.0% of students felt happy at school
09X454,2020-21,,Data not available,79.0,79.0% of students felt happy at school
09X505,2020-21,,Data not available,70.0,70.0% of students felt happy at school
09X517,2020-21,,Data not available,79.0,79.0% of students felt happy at school
09X525,2020-21,,Data not available,75.0,75.0% of students felt happy at school
09X543,2020-21,,Data not available,75.0,75.0% of students felt happy at school
09X564,2020-21,,Data not available,89.0,89.0% of students felt happy at school
09X568,2020-21,,Data not available,67.0,67.0% of students felt happy at school
09X593,2020-21,,Data not available,85.0,85.0% of students felt happy at school
09X594,2020-21,,Data not available,87.0,87.0% of students felt happy at school
10X003,2020-21,,Data not available,70.0,70.0% of students felt happy at school
10X015,2020-21,,Data not available,68.0,68.0% of students felt happy at school
10X020,2020-21,,Data not available,75.0,75.0% of students felt happy at school
10X037,2020-21,,Data not available,,Data not available
10X045,2020-21,,Data not available,81.0,81.0% of students felt happy at school
10X080,2020-21,,Data not available,,Data not available
10X086,2020-21,,Data not available,95.0,95.0% of students felt happy at school
10X095,2020-21,,Data not available,78.0,78.0% of students felt happy at school
10X118,2020-21,,Data not available,79.0,79.0% of students felt happy at school
10X141,2020-21,,Data not available,66.0,66.0% of students felt happy at school
10X206,2020-21,,Data not available,84.0,84.0% of students felt happy at school
10X213,2020-21,,Data not available,79.0,79.0% of students felt happy at school
10X225,2020-21,,Data not available,70.0,70.0% of students felt happy at school
10X228,2020-21,,Data not available,87.0,87.0% of students felt happy at school
10X237,2020-21,,Data not available,72.0,72.0% of students felt happy at school
10X243,2020-21,,Data not available,71.0,71.0% of students felt happy at school
10X244,2020-21,,Data not available,82.0,82.0% of students felt happy at school
10X254,2020-21,,Data not available,77.0,77.0% of students felt happy at school
10X264,2020-21,,Data not available,75.0,75.0% of students felt happy at school
10X268,2020-21,,Data not available,84.0,84.0% of students felt happy at school
10X279,2020-21,,Data not available,82.0,82.0% of students felt happy at school
10X280,2020-21,,Data not available,,Data not available
10X284,2020-21,,Data not available,75.0,75.0% of students felt happy at school
10X308,2020-21,,Data not available,82.0,82.0% of students felt happy at school
10X315,2020-21,,Data not available,83.0,83.0% of students felt happy at school
10X319,2020-21,,Data not available,93.0,93.0% of students felt happy at school
10X331,2020-21,,Data not available,84.0,84.0% of students felt happy at school
10X342,2020-21,,Data not available,91.0,91.0% of students felt happy at school
10X351,2020-21,,Data not available,56.0,56.0% of students felt happy at school
10X353,2020-21,,Data not available,67.0,67.0% of students felt happy at school
10X363,2020-21,,Data not available,83.0,83.0% of students felt happy at school
10X368,2020-21,,Data not available,61.0,61.0% of students felt happy at school
10X374,2020-21,,Data not available,72.0,72.0% of students felt happy at school
10X390,2020-21,,Data not available,83.0,83.0% of students felt happy at school
10X391,2020-21,,Data not available,76.0,76.0% of students felt happy at school
10X397,2020-21,,Data not available,93.0,93.0% of students felt happy at school
10X433,2020-21,,Data not available,77.0,77.0% of students felt happy at school
10X437,2020-21,,Data not available,69.0,69.0% of students felt happy at school
10X438,2020-21,,Data not available,77.0,77.0% of students felt happy at school
10X440,2020-21,,Data not available,67.0,67.0% of students felt happy at school
10X442,2020-21,,Data not available,66.0,66.0% of students felt happy at school
10X445,2020-21,,Data not available,64.0,64.0% of students felt happy at school
10X447,2020-21,,Data not available,84.0,84.0% of students felt happy at school
10X477,2020-21,,Data not available,92.0,92.0% of students felt happy at school
10X524,2020-21,,Data not available,92.0,92.0% of students felt happy at school
10X546,2020-21,,Data not available,71.0,71.0% of students felt happy at school
10X549,2020-21,,Data not available,73.0,73.0% of students felt happy at school
10X565,2020-21,,Data not available,73.0,73.0% of students felt happy at school
10X696,2020-21,,Data not available,59.0,59.0% of students felt happy at school
11X019,2020-21,,Data not available,79.0,79.0% of students felt happy at school
11X083,2020-21,,Data not available,84.0,84.0% of students felt happy at school
11X089,2020-21,,Data not available,81.0,81.0% of students felt happy at school
11X127,2020-21,,Data not available,79.0,79.0% of students felt happy at school
11X144,2020-21,,Data not available,83.0,83.0% of students felt happy at school
11X175,2020-21,,Data not available,76.0,76.0% of students felt happy at school
11X180,2020-21,,Data not available,75.0,75.0% of students felt happy at school
11X181,2020-21,,Data not available,79.0,79.0% of students felt happy at school
11X194,2020-21,,Data not available,83.0,83.0% of students felt happy at school
11X249,2020-21,,Data not available,76.0,76.0% of students felt happy at school
11X253,2020-21,,Data not available,77.0,77.0% of students felt happy at school
11X265,2020-21,,Data not available,87.0,87.0% of students felt happy at school
11X270,2020-21,,Data not available,74.0,74.0% of students felt happy at school
11X275,2020-21,,Data not available,68.0,68.0% of students felt happy at school
11X287,2020-21,,Data not available,78.0,78.0% of students felt happy at school
11X288,2020-21,,Data not available,71.0,71.0% of students felt happy at school
11X290,2020-21,,Data not available,76.0,76.0% of students felt happy at school
11X299,2020-21,,Data not available,70.0,70.0% of students felt happy at school
11X326,2020-21,,Data not available,71.0,71.0% of students felt happy at school
11X355,2020-21,,Data not available,81.0,81.0% of students felt happy at school
11X370,2020-21,,Data not available,85.0,85.0% of students felt happy at school
11X418,2020-21,,Data not available,74.0,74.0% of students felt happy at school
11X455,2020-21,,Data not available,68.0,68.0% of students felt happy at school
11X462,2020-21,,Data not available,80.0,80.0% of students felt happy at school
11X468,2020-21,,Data not available,83.0,83.0% of students felt happy at school
11X498,2020-21,,Data not available,84.0,84.0% of students felt happy at school
11X508,2020-21,,Data not available,77.0,77.0% of students felt happy at school
11X509,2020-21,,Data not available,89.0,89.0% of students felt happy at school
11X513,2020-21,,Data not available,85.0,85.0% of students felt happy at school
11X514,2020-21,,Data not available,76.0,76.0% of students felt happy at school
11X529,2020-21,,Data not available,81.0,81.0% of students felt happy at school
11X532,2020-21,,Data not available,83.0,83.0% of students felt happy at school
11X542,2020-21,,Data not available,78.0,78.0% of students felt happy at school
11X544,2020-21,,Data not available,66.0,66.0% of students felt happy at school
11X545,2020-21,,Data not available,71.0,71.0% of students felt happy at school
11X556,2020-21,,Data not available,81.0,81.0% of students felt happy at school
11X566,2020-21,,Data not available,79.0,79.0% of students felt happy at school
12X098,2020-21,,Data not available,71.0,71.0% of students felt happy at school
12X129,2020-21,,Data not available,72.0,72.0% of students felt happy at school
12X190,2020-21,,Data not available,76.0,76.0% of students felt happy at school
12X211,2020-21,,Data not available,80.0,80.0% of students felt happy at school
12X214,2020-21,,Data not available,70.0,70.0% of students felt happy at school
12X217,2020-21,,Data not available,78.0,78.0% of students felt happy at school
12X242,2020-21,,Data not available,83.0,83.0% of students felt happy at school
12X248,2020-21,,Data not available,74.0,74.0% of students felt happy at school
12X251,2020-21,,Data not available,78.0,78.0% of students felt happy at school
12X267,2020-21,,Data not available,76.0,76.0% of students felt happy at school
12X271,2020-21,,Data not available,70.0,70.0% of students felt happy at school
12X273,2020-21,,Data not available,86.0,86.0% of students felt happy at school
12X286,2020-21,,Data not available,81.0,81.0% of students felt happy at school
12X316,2020-21,,Data not available,81.0,81.0% of students felt happy at school
12X318,2020-21,,Data not available,77.0,77.0% of students felt happy at school
12X341,2020-21,,Data not available,79.0,79.0% of students felt happy at school
12X383,2020-21,,Data not available,76.0,76.0% of students felt happy at school
12X388,2020-21,,Data not available,90.0,90.0% of students felt happy at school
12X446,2020-21,,Data not available,92.0,92.0% of students felt happy at school
12X478,2020-21,,Data not available,62.0,62.0% of students felt happy at school
12X479,2020-21,,Data not available,78.0,78.0% of students felt happy at school
12X480,2020-21,,Data not available,66.0,66.0% of students felt happy at school
12X511,2020-21,,Data not available,68.0,68.0% of students felt happy at school
12X521,2020-21,,Data not available,77.0,77.0% of students felt happy at school
12X550,2020-21,,Data not available,85.0,85.0% of students felt happy at school
12X682,2020-21,,Data not available,87.0,87.0% of students felt happy at school
12X684,2020-21,,Data not available,84.0,84.0% of students felt happy at school
13K113,2020-21,,Data not available,78.0,78.0% of students felt happy at school
13K265,2020-21,,Data not available,61.0,61.0% of students felt happy at school
13K266,2020-21,,Data not available,77.0,77.0% of students felt happy at school
13K301,2020-21,,Data not available,73.0,73.0% of students felt happy at school
13K313,2020-21,,Data not available,,Data not available
13K350,2020-21,,Data not available,76.0,76.0% of students felt happy at school
13K351,2020-21,,Data not available,75.0,75.0% of students felt happy at school
13K412,2020-21,,Data not available,75.0,75.0% of students felt happy at school
13K419,2020-21,,Data not available,64.0,64.0% of students felt happy at school
13K430,2020-21,,Data not available,65.0,65.0% of students felt happy at school
13K439,2020-21,,Data not available,91.0,91.0% of students felt happy at school
13K483,2020-21,,Data not available,70.0,70.0% of students felt happy at school
13K492,2020-21,,Data not available,78.0,78.0% of students felt happy at school
13K527,2020-21,,Data not available,74.0,74.0% of students felt happy at school
13K553,2020-21,,Data not available,76.0,76.0% of students felt happy at school
13K595,2020-21,,Data not available,63.0,63.0% of students felt happy at school
13K605,2020-21,,Data not available,75.0,75.0% of students felt happy at school
13K616,2020-21,,Data not available,100.0,100.0% of students felt happy at school
13K670,2020-21,,Data not available,65.0,65.0% of students felt happy at school
13K674,2020-21,,Data not available,74.0,74.0% of students felt happy at school
13K691,2020-21,,Data not available,78.0,78.0% of students felt happy at school
13K915,2020-21,,Data not available,73.0,73.0% of students felt happy at school
14K050,2020-21,,Data not available,84.0,84.0% of students felt happy at school
14K071,2020-21,,Data not available,87.0,87.0% of students felt happy at school
14K084,2020-21,,Data not available,77.0,77.0% of students felt happy at school
14K126,2020-21,,Data not available,81.0,81.0% of students felt happy at school
14K157,2020-21,,Data not available,94.0,94.0% of students felt happy at school
14K318,2020-21,,Data not available,78.0,78.0% of students felt happy at school
14K449,2020-21,,Data not available,67.0,67.0% of students felt happy at school
14K454,2020-21,,Data not available,75.0,75.0% of students felt happy at school
14K474,2020-21,,Data not available,36.0,36.0% of students felt happy at school
14K477,2020-21,,Data not available,64.0,64.0% of students felt happy at school
14K478,2020-21,,Data not available,63.0,63.0% of students felt happy at school
14K488,2020-21,,Data not available,71.0,71.0% of students felt happy at school
14K558,2020-21,,Data not available,80.0,80.0% of students felt happy at school
14K561,2020-21,,Data not available,68.0,68.0% of students felt happy at school
14K577,2020-21,,Data not available,80.0,80.0% of students felt happy at school
14K582,2020-21,,Data not available,84.0,84.0% of students felt happy at school
14K586,2020-21,,Data not available,80.0,80.0% of students felt happy at school
14K610,2020-21,,Data not available,80.0,80.0% of students felt happy at school
14K614,2020-21,,Data not available,63.0,63.0% of students felt happy at school
14K685,2020-21,,Data not available,76.0,76.0% of students felt happy at school
15K051,2020-21,,Data not available,79.0,79.0% of students felt happy at school
15K088,2020-21,,Data not available,80.0,80.0% of students felt happy at school
15K136,2020-21,,Data not available,93.0,93.0% of students felt happy at school
15K423,2020-21,,Data not available,80.0,80.0% of students felt happy at school
15K429,2020-21,,Data not available,71.0,71.0% of students felt happy at school
15K442,2020-21,,Data not available,83.0,83.0% of students felt happy at school
15K443,2020-21,,Data not available,85.0,85.0% of students felt happy at school
15K447,2020-21,,Data not available,84.0,84.0% of students felt happy at school
15K448,2020-21,,Data not available,72.0,72.0% of students felt happy at school
15K462,2020-21,,Data not available,73.0,73.0% of students felt happy at school
15K463,2020-21,,Data not available,62.0,62.0% of students felt happy at school
15K464,2020-21,,Data not available,77.0,77.0% of students felt happy at school
15K497,2020-21,,Data not available,66.0,66.0% of students felt happy at school
15K519,2020-21,,Data not available,72.0,72.0% of students felt happy at school
15K529,2020-21,,Data not available,94.0,94.0% of students felt happy at school
15K592,2020-21,,Data not available,85.0,85.0% of students felt happy at school
15K656,2020-21,,Data not available,63.0,63.0% of students felt happy at school
15K667,2020-21,,Data not available,76.0,76.0% of students felt happy at school
15K684,2020-21,,Data not available,75.0,75.0% of students felt happy at school
15K698,2020-21,,Data not available,83.0,83.0% of students felt happy at school
15K821,2020-21,,Data not available,100.0,100.0% of students felt happy at school
15K839,2020-21,,Data not available,,Data not available
16K035,2020-21,,Data not available,86.0,86.0% of students felt happy at school
16K057,2020-21,,Data not available,81.0,81.0% of students felt happy at school
16K267,2020-21,,Data not available,91.0,91.0% of students felt happy at school
16K308,2020-21,,Data not available,87.0,87.0% of students felt happy at school
16K455,2020-21,,Data not available,75.0,75.0% of students felt happy at school
16K498,2020-21,,Data not available,70.0,70.0% of students felt happy at school
16K669,2020-21,,Data not available,,Data not available
16K681,2020-21,,Data not available,83.0,83.0% of students felt happy at school
16K688,2020-21,,Data not available,84.0,84.0% of students felt happy at school
16K765,2020-21,,Data not available,74.0,74.0% of students felt happy at school
16K898,2020-21,,Data not available,86.0,86.0% of students felt happy at school
17K002,2020-21,,Data not available,73.0,73.0% of students felt happy at school
17K061,2020-21,,Data not available,74.0,74.0% of students felt happy at school
17K122,2020-21,,Data not available,72.0,72.0% of students felt happy at school
17K138,2020-21,,Data not available,82.0,82.0% of students felt happy at school
17K181,2020-21,,Data not available,80.0,80.0% of students felt happy at school
17K189,2020-21,,Data not available,77.0,77.0% of students felt happy at school
