DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
23K668,2023-24,42.0,32.56,32.6% of students chronically absent
23K671,2023-24,82.0,58.16,58.2% of students chronically absent
23K697,2023-24,147.0,67.12,67.1% of students chronically absent
24Q005,2023-24,323.0,23.63,23.6% of students chronically absent
24Q007,2023-24,412.0,31.79,31.8% of students chronically absent
24Q012,2023-24,213.0,23.28,23.3% of students chronically absent
24Q013,2023-24,298.0,29.16,29.2% of students chronically absent
24Q014,2023-24,385.0,33.89,33.9% of students chronically absent
24Q016,2023-24,241.0,21.81,21.8% of students chronically absent
24Q019,2023-24,356.0,20.82,20.8% of students chronically absent
24Q028,2023-24,104.0,33.23,33.2% of students chronically absent
24Q049,2023-24,230.0,18.2,18.2% of students chronically absent
24Q058,2023-24,230.0,27.61,27.6% of students chronically absent
24Q061,2023-24,795.0,33.69,33.7% of students chronically absent
24Q068,2023-24,180.0,34.68,34.7% of students chronically absent
24Q071,2023-24,242.0,42.46,42.5% of students chronically absent
24Q073,2023-24,456.0,26.0,26.0% of students chronically absent
24Q077,2023-24,221.0,33.64,33.6% of students chronically absent
24Q081,2023-24,287.0,38.16,38.2% of students chronically absent
24Q087,2023-24,210.0,37.23,37.2% of students chronically absent
24Q088,2023-24,242.0,32.66,32.7% of students chronically absent
24Q089,2023-24,372.0,30.85,30.9% of students chronically absent
24Q091,2023-24,312.0,36.62,36.6% of students chronically absent
24Q093,2023-24,351.0,30.98,31.0% of students chronically absent
24Q102,2023-24,300.0,23.92,23.9% of students chronically absent
24Q110,2023-24,227.0,24.67,24.7% of students chronically absent
24Q113,2023-24,157.0,18.98,19.0% of students chronically absent
24Q119,2023-24,289.0,23.33,23.3% of students chronically absent
24Q125,2023-24,472.0,29.3,29.3% of students chronically absent
24Q128,2023-24,152.0,23.07,23.1% of students chronically absent
24Q143,2023-24,450.0,27.85,27.9% of students chronically absent
24Q153,2023-24,295.0,33.83,33.8% of students chronically absent
24Q199,2023-24,248.0,39.49,39.5% of students chronically absent
24Q211,2023-24,277.0,29.66,29.7% of students chronically absent
24Q229,2023-24,320.0,27.37,27.4% of students chronically absent
24Q236,2023-24,69.0,24.64,24.6% of students chronically absent
24Q239,2023-24,138.0,29.87,29.9% of students chronically absent
24Q264,2023-24,328.0,39.05,39.0% of students chronically absent
24Q267,2023-24,162.0,38.76,38.8% of students chronically absent
24Q290,2023-24,121.0,20.83,20.8% of students chronically absent
24Q293,2023-24,240.0,40.61,40.6% of students chronically absent
24Q296,2023-24,92.0,16.7,16.7% of students chronically absent
24Q299,2023-24,84.0,12.5,12.5% of students chronically absent
24Q305,2023-24,172.0,36.13,36.1% of students chronically absent
24Q307,2023-24,156.0,20.03,20.0% of students chronically absent
24Q311,2023-24,144.0,18.6,18.6% of students chronically absent
24Q330,2023-24,214.0,38.15,38.1% of students chronically absent
24Q331,2023-24,820.0,65.86,65.9% of students chronically absent
24Q343,2023-24,128.0,25.6,25.6% of students chronically absent
24Q419,2023-24,93.0,22.36,22.4% of students chronically absent
24Q455,2023-24,1005.0,44.61,44.6% of students chronically absent
24Q485,2023-24,819.0,48.98,49.0% of students chronically absent
24Q520,2023-24,99.0,20.45,20.4% of students chronically absent
24Q530,2023-24,157.0,29.24,29.2% of students chronically absent
24Q550,2023-24,269.0,35.07,35.1% of students chronically absent
24Q560,2023-24,203.0,32.22,32.2% of students chronically absent
24Q585,2023-24,356.0,34.6,34.6% of students chronically absent
24Q600,2023-24,382.0,28.81,28.8% of students chronically absent
24Q610,2023-24,265.0,13.22,13.2% of students chronically absent
25Q020,2023-24,320.0,27.07,27.1% of students chronically absent
25Q021,2023-24,251.0,21.96,22.0% of students chronically absent
25Q022,2023-24,118.0,14.44,14.4% of students chronically absent
25Q024,2023-24,195.0,15.05,15.1% of students chronically absent
25Q025,2023-24,150.0,13.76,13.8% of students chronically absent
25Q029,2023-24,232.0,29.63,29.6% of students chronically absent
25Q032,2023-24,122.0,13.83,13.8% of students chronically absent
25Q079,2023-24,182.0,16.19,16.2% of students chronically absent
25Q107,2023-24,189.0,21.16,21.2% of students chronically absent
25Q120,2023-24,202.0,23.65,23.6% of students chronically absent
25Q129,2023-24,420.0,33.87,33.9% of students chronically absent
25Q130,2023-24,63.0,16.24,16.2% of students chronically absent
25Q154,2023-24,211.0,32.97,33.0% of students chronically absent
25Q163,2023-24,118.0,14.34,14.3% of students chronically absent
25Q164,2023-24,133.0,22.47,22.5% of students chronically absent
25Q165,2023-24,176.0,25.84,25.8% of students chronically absent
25Q169,2023-24,73.0,18.02,18.0% of students chronically absent
25Q184,2023-24,70.0,13.89,13.9% of students chronically absent
25Q185,2023-24,228.0,14.94,14.9% of students chronically absent
25Q189,2023-24,125.0,18.3,18.3% of students chronically absent
25Q193,2023-24,73.0,12.67,12.7% of students chronically absent
25Q194,2023-24,208.0,19.75,19.8% of students chronically absent
25Q200,2023-24,206.0,37.18,37.2% of students chronically absent
25Q201,2023-24,163.0,40.35,40.4% of students chronically absent
25Q209,2023-24,58.0,12.21,12.2% of students chronically absent
25Q214,2023-24,118.0,29.14,29.1% of students chronically absent
25Q219,2023-24,186.0,28.18,28.2% of students chronically absent
25Q237,2023-24,238.0,17.05,17.1% of students chronically absent
25Q240,2023-24,277.0,42.16,42.2% of students chronically absent
25Q241,2023-24,103.0,22.29,22.3% of students chronically absent
25Q242,2023-24,85.0,28.24,28.2% of students chronically absent
25Q244,2023-24,74.0,15.51,15.5% of students chronically absent
25Q250,2023-24,109.0,36.33,36.3% of students chronically absent
25Q252,2023-24,163.0,27.03,27.0% of students chronically absent
25Q263,2023-24,205.0,48.12,48.1% of students chronically absent
25Q281,2023-24,106.0,14.3,14.3% of students chronically absent
25Q285,2023-24,203.0,30.62,30.6% of students chronically absent
25Q294,2023-24,47.0,12.4,12.4% of students chronically absent
25Q379,2023-24,155.0,31.0,31.0% of students chronically absent
25Q409,2023-24,193.0,57.78,57.8% of students chronically absent
25Q425,2023-24,1200.0,41.7,41.7% of students chronically absent
25Q460,2023-24,957.0,52.81,52.8% of students chronically absent
25Q499,2023-24,65.0,11.5,11.5% of students chronically absent
25Q525,2023-24,192.0,14.35,14.3% of students chronically absent
25Q670,2023-24,217.0,36.11,36.1% of students chronically absent
26Q018,2023-24,104.0,23.01,23.0% of students chronically absent
26Q026,2023-24,156.0,25.79,25.8% of students chronically absent
26Q031,2023-24,118.0,28.85,28.9% of students chronically absent
26Q041,2023-24,71.0,16.99,17.0% of students chronically absent
26Q046,2023-24,98.0,18.74,18.7% of students chronically absent
26Q067,2023-24,90.0,9.33,9.3% of students chronically absent
26Q074,2023-24,125.0,11.0,11.0% of students chronically absent
26Q094,2023-24,26.0,7.3,7.3% of students chronically absent
26Q098,2023-24,39.0,14.66,14.7% of students chronically absent
26Q115,2023-24,126.0,18.48,18.5% of students chronically absent
26Q133,2023-24,181.0,27.98,28.0% of students chronically absent
26Q158,2023-24,138.0,16.63,16.6% of students chronically absent
26Q159,2023-24,78.0,13.31,13.3% of students chronically absent
26Q162,2023-24,79.0,15.46,15.5% of students chronically absent
26Q172,2023-24,168.0,19.44,19.4% of students chronically absent
26Q173,2023-24,168.0,17.14,17.1% of students chronically absent
26Q178,2023-24,172.0,29.76,29.8% of students chronically absent
26Q186,2023-24,80.0,22.28,22.3% of students chronically absent
26Q188,2023-24,50.0,7.43,7.4% of students chronically absent
26Q191,2023-24,101.0,26.3,26.3% of students chronically absent
26Q203,2023-24,98.0,11.76,11.8% of students chronically absent
26Q205,2023-24,45.0,18.29,18.3% of students chronically absent
26Q213,2023-24,97.0,25.8,25.8% of students chronically absent
26Q216,2023-24,229.0,14.79,14.8% of students chronically absent
26Q221,2023-24,72.0,13.93,13.9% of students chronically absent
26Q266,2023-24,131.0,26.04,26.0% of students chronically absent
26Q315,2023-24,222.0,39.93,39.9% of students chronically absent
26Q376,2023-24,90.0,16.39,16.4% of students chronically absent
26Q390,2023-24,30.0,21.13,21.1% of students chronically absent
26Q415,2023-24,1091.0,35.78,35.8% of students chronically absent
26Q430,2023-24,1027.0,22.52,22.5% of students chronically absent
26Q435,2023-24,350.0,28.83,28.8% of students chronically absent
26Q495,2023-24,591.0,19.18,19.2% of students chronically absent
26Q566,2023-24,393.0,45.59,45.6% of students chronically absent
27Q042,2023-24,432.0,60.0,60.0% of students chronically absent
27Q043,2023-24,482.0,68.18,68.2% of students chronically absent
27Q045,2023-24,468.0,71.67,71.7% of students chronically absent
27Q047,2023-24,108.0,37.76,37.8% of students chronically absent
27Q051,2023-24,119.0,50.42,50.4% of students chronically absent
27Q053,2023-24,182.0,58.33,58.3% of students chronically absent
27Q056,2023-24,112.0,32.0,32.0% of students chronically absent
27Q060,2023-24,409.0,38.92,38.9% of students chronically absent
27Q062,2023-24,302.0,34.16,34.2% of students chronically absent
27Q063,2023-24,455.0,41.82,41.8% of students chronically absent
27Q064,2023-24,212.0,41.98,42.0% of students chronically absent
27Q065,2023-24,182.0,44.94,44.9% of students chronically absent
27Q066,2023-24,149.0,27.59,27.6% of students chronically absent
27Q090,2023-24,226.0,33.83,33.8% of students chronically absent
27Q096,2023-24,121.0,34.18,34.2% of students chronically absent
27Q097,2023-24,256.0,40.0,40.0% of students chronically absent
27Q100,2023-24,322.0,42.31,42.3% of students chronically absent
27Q104,2023-24,271.0,48.65,48.6% of students chronically absent
27Q105,2023-24,410.0,59.77,59.8% of students chronically absent
27Q106,2023-24,131.0,65.5,65.5% of students chronically absent
27Q108,2023-24,386.0,32.44,32.4% of students chronically absent
27Q114,2023-24,161.0,26.09,26.1% of students chronically absent
27Q123,2023-24,236.0,36.7,36.7% of students chronically absent
27Q124,2023-24,399.0,35.98,36.0% of students chronically absent
27Q137,2023-24,621.0,34.89,34.9% of students chronically absent
27Q146,2023-24,189.0,33.93,33.9% of students chronically absent
27Q155,2023-24,198.0,34.2,34.2% of students chronically absent
27Q183,2023-24,318.0,65.98,66.0% of students chronically absent
27Q197,2023-24,206.0,45.98,46.0% of students chronically absent
27Q202,2023-24,380.0,40.13,40.1% of students chronically absent
27Q207,2023-24,184.0,27.1,27.1% of students chronically absent
27Q210,2023-24,619.0,38.5,38.5% of students chronically absent
27Q223,2023-24,427.0,61.26,61.3% of students chronically absent
27Q226,2023-24,384.0,44.5,44.5% of students chronically absent
27Q232,2023-24,316.0,36.07,36.1% of students chronically absent
27Q253,2023-24,316.0,50.89,50.9% of students chronically absent
27Q254,2023-24,220.0,38.94,38.9% of students chronically absent
27Q260,2023-24,143.0,45.54,45.5% of students chronically absent
27Q262,2023-24,567.0,46.17,46.2% of students chronically absent
27Q273,2023-24,142.0,41.64,41.6% of students chronically absent
27Q282,2023-24,51.0,18.89,18.9% of students chronically absent
27Q297,2023-24,115.0,28.26,28.3% of students chronically absent
27Q302,2023-24,147.0,29.22,29.2% of students chronically absent
27Q306,2023-24,169.0,43.11,43.1% of students chronically absent
27Q308,2023-24,187.0,30.26,30.3% of students chronically absent
27Q309,2023-24,380.0,55.39,55.4% of students chronically absent
27Q314,2023-24,219.0,47.3,47.3% of students chronically absent
27Q316,2023-24,130.0,32.5,32.5% of students chronically absent
27Q317,2023-24,172.0,38.14,38.1% of students chronically absent
27Q318,2023-24,68.0,37.36,37.4% of students chronically absent
27Q319,2023-24,149.0,46.86,46.9% of students chronically absent
27Q323,2023-24,215.0,17.98,18.0% of students chronically absent
27Q324,2023-24,195.0,67.24,67.2% of students chronically absent
27Q333,2023-24,176.0,51.76,51.8% of students chronically absent
27Q334,2023-24,213.0,51.08,51.1% of students chronically absent
27Q336,2023-24,595.0,69.35,69.3% of students chronically absent
27Q351,2023-24,185.0,62.71,62.7% of students chronically absent
27Q362,2023-24,221.0,40.7,40.7% of students chronically absent
27Q377,2023-24,194.0,36.33,36.3% of students chronically absent
27Q400,2023-24,374.0,54.92,54.9% of students chronically absent
27Q475,2023-24,523.0,28.56,28.6% of students chronically absent
27Q480,2023-24,1052.0,40.06,40.1% of students chronically absent
27Q650,2023-24,155.0,14.3,14.3% of students chronically absent
28Q008,2023-24,189.0,46.9,46.9% of students chronically absent
28Q040,2023-24,246.0,54.3,54.3% of students chronically absent
28Q048,2023-24,223.0,44.96,45.0% of students chronically absent
28Q050,2023-24,452.0,44.23,44.2% of students chronically absent
28Q054,2023-24,180.0,34.88,34.9% of students chronically absent
28Q055,2023-24,212.0,37.92,37.9% of students chronically absent
28Q072,2023-24,163.0,44.78,44.8% of students chronically absent
28Q080,2023-24,176.0,41.81,41.8% of students chronically absent
28Q082,2023-24,371.0,49.4,49.4% of students chronically absent
28Q086,2023-24,303.0,40.51,40.5% of students chronically absent
28Q099,2023-24,213.0,27.2,27.2% of students chronically absent
28Q101,2023-24,88.0,14.06,14.1% of students chronically absent
28Q117,2023-24,367.0,43.33,43.3% of students chronically absent
28Q121,2023-24,312.0,38.38,38.4% of students chronically absent
28Q139,2023-24,173.0,27.33,27.3% of students chronically absent
28Q140,2023-24,149.0,43.95,44.0% of students chronically absent
28Q144,2023-24,172.0,20.62,20.6% of students chronically absent
28Q157,2023-24,469.0,27.54,27.5% of students chronically absent
28Q160,2023-24,386.0,51.95,52.0% of students chronically absent
28Q161,2023-24,245.0,40.03,40.0% of students chronically absent
28Q167,2023-24,260.0,30.52,30.5% of students chronically absent
28Q174,2023-24,94.0,16.76,16.8% of students chronically absent
28Q175,2023-24,221.0,30.23,30.2% of students chronically absent
28Q182,2023-24,324.0,37.63,37.6% of students chronically absent
28Q190,2023-24,316.0,30.5,30.5% of students chronically absent
28Q196,2023-24,97.0,11.87,11.9% of students chronically absent
