DBN,school_year,chronic_absent_count,chronic_absent_rate,chronic_absent_rate_label
09X229,2022-23,90.0,46.39,46.4% of students chronically absent
09X231,2022-23,107.0,22.91,22.9% of students chronically absent
09X232,2022-23,98.0,28.08,28.1% of students chronically absent
09X236,2022-23,92.0,32.86,32.9% of students chronically absent
09X241,2022-23,380.0,63.76,63.8% of students chronically absent
09X250,2022-23,146.0,37.92,37.9% of students chronically absent
09X252,2022-23,197.0,57.6,57.6% of students chronically absent
09X260,2022-23,177.0,44.14,44.1% of students chronically absent
09X263,2022-23,161.0,56.89,56.9% of students chronically absent
09X274,2022-23,213.0,48.97,49.0% of students chronically absent
09X294,2022-23,189.0,44.16,44.2% of students chronically absent
09X297,2022-23,244.0,56.48,56.5% of students chronically absent
09X303,2022-23,114.0,33.53,33.5% of students chronically absent
09X311,2022-23,140.0,45.31,45.3% of students chronically absent
09X313,2022-23,89.0,40.09,40.1% of students chronically absent
09X323,2022-23,87.0,31.64,31.6% of students chronically absent
09X324,2022-23,185.0,41.11,41.1% of students chronically absent
09X327,2022-23,298.0,43.13,43.1% of students chronically absent
09X328,2022-23,67.0,36.81,36.8% of students chronically absent
09X329,2022-23,164.0,45.94,45.9% of students chronically absent
09X339,2022-23,69.0,33.17,33.2% of students chronically absent
09X361,2022-23,115.0,28.4,28.4% of students chronically absent
09X365,2022-23,154.0,40.31,40.3% of students chronically absent
09X403,2022-23,221.0,57.11,57.1% of students chronically absent
09X404,2022-23,64.0,52.89,52.9% of students chronically absent
09X412,2022-23,183.0,52.89,52.9% of students chronically absent
09X413,2022-23,147.0,32.24,32.2% of students chronically absent
09X443,2022-23,183.0,39.27,39.3% of students chronically absent
09X449,2022-23,180.0,45.23,45.2% of students chronically absent
09X454,2022-23,138.0,34.59,34.6% of students chronically absent
09X457,2022-23,199.0,43.83,43.8% of students chronically absent
09X505,2022-23,276.0,36.8,36.8% of students chronically absent
09X517,2022-23,141.0,59.24,59.2% of students chronically absent
09X525,2022-23,192.0,53.33,53.3% of students chronically absent
09X543,2022-23,42.0,29.79,29.8% of students chronically absent
09X555,2022-23,134.0,30.88,30.9% of students chronically absent
09X564,2022-23,175.0,44.64,44.6% of students chronically absent
09X568,2022-23,204.0,38.06,38.1% of students chronically absent
09X582,2022-23,101.0,77.1,77.1% of students chronically absent
09X593,2022-23,27.0,14.52,14.5% of students chronically absent
09X594,2022-23,86.0,40.0,40.0% of students chronically absent
10X003,2022-23,131.0,39.7,39.7% of students chronically absent
10X007,2022-23,98.0,23.17,23.2% of students chronically absent
10X008,2022-23,304.0,41.82,41.8% of students chronically absent
10X009,2022-23,280.0,43.34,43.3% of students chronically absent
10X015,2022-23,121.0,28.54,28.5% of students chronically absent
10X020,2022-23,407.0,48.8,48.8% of students chronically absent
10X023,2022-23,215.0,48.1,48.1% of students chronically absent
10X024,2022-23,144.0,19.12,19.1% of students chronically absent
10X032,2022-23,296.0,48.52,48.5% of students chronically absent
10X033,2022-23,344.0,40.9,40.9% of students chronically absent
10X037,2022-23,226.0,46.6,46.6% of students chronically absent
10X045,2022-23,233.0,46.14,46.1% of students chronically absent
10X046,2022-23,243.0,34.42,34.4% of students chronically absent
10X051,2022-23,85.0,50.6,50.6% of students chronically absent
10X054,2022-23,149.0,37.82,37.8% of students chronically absent
10X056,2022-23,256.0,39.88,39.9% of students chronically absent
10X059,2022-23,282.0,55.08,55.1% of students chronically absent
10X077,2022-23,242.0,46.54,46.5% of students chronically absent
10X080,2022-23,306.0,45.6,45.6% of students chronically absent
10X081,2022-23,154.0,21.84,21.8% of students chronically absent
10X085,2022-23,276.0,37.0,37.0% of students chronically absent
10X086,2022-23,521.0,38.88,38.9% of students chronically absent
10X091,2022-23,194.0,44.91,44.9% of students chronically absent
10X094,2022-23,455.0,48.72,48.7% of students chronically absent
10X095,2022-23,365.0,36.91,36.9% of students chronically absent
10X118,2022-23,275.0,40.26,40.3% of students chronically absent
10X141,2022-23,266.0,18.51,18.5% of students chronically absent
10X159,2022-23,45.0,27.78,27.8% of students chronically absent
10X205,2022-23,271.0,41.69,41.7% of students chronically absent
10X206,2022-23,80.0,39.02,39.0% of students chronically absent
10X207,2022-23,148.0,39.36,39.4% of students chronically absent
10X209,2022-23,58.0,29.74,29.7% of students chronically absent
10X213,2022-23,219.0,58.4,58.4% of students chronically absent
10X225,2022-23,312.0,61.3,61.3% of students chronically absent
10X226,2022-23,109.0,29.38,29.4% of students chronically absent
10X228,2022-23,48.0,17.71,17.7% of students chronically absent
10X237,2022-23,187.0,61.11,61.1% of students chronically absent
10X243,2022-23,182.0,27.58,27.6% of students chronically absent
10X244,2022-23,228.0,35.62,35.6% of students chronically absent
10X246,2022-23,192.0,35.23,35.2% of students chronically absent
10X254,2022-23,190.0,36.26,36.3% of students chronically absent
10X264,2022-23,235.0,59.95,60.0% of students chronically absent
10X268,2022-23,125.0,48.26,48.3% of students chronically absent
10X279,2022-23,222.0,28.39,28.4% of students chronically absent
10X280,2022-23,328.0,43.33,43.3% of students chronically absent
10X284,2022-23,176.0,47.83,47.8% of students chronically absent
10X291,2022-23,169.0,38.32,38.3% of students chronically absent
10X306,2022-23,172.0,35.61,35.6% of students chronically absent
10X307,2022-23,105.0,42.17,42.2% of students chronically absent
10X308,2022-23,98.0,37.69,37.7% of students chronically absent
10X310,2022-23,205.0,41.0,41.0% of students chronically absent
10X315,2022-23,77.0,37.38,37.4% of students chronically absent
10X331,2022-23,141.0,35.16,35.2% of students chronically absent
10X340,2022-23,209.0,42.48,42.5% of students chronically absent
10X342,2022-23,219.0,41.32,41.3% of students chronically absent
10X344,2022-23,89.0,27.81,27.8% of students chronically absent
10X351,2022-23,402.0,89.53,89.5% of students chronically absent
10X353,2022-23,268.0,41.1,41.1% of students chronically absent
10X360,2022-23,159.0,46.63,46.6% of students chronically absent
10X363,2022-23,320.0,41.88,41.9% of students chronically absent
10X368,2022-23,276.0,28.25,28.2% of students chronically absent
10X374,2022-23,231.0,56.9,56.9% of students chronically absent
10X382,2022-23,82.0,31.3,31.3% of students chronically absent
10X386,2022-23,135.0,29.28,29.3% of students chronically absent
10X390,2022-23,131.0,31.19,31.2% of students chronically absent
10X391,2022-23,156.0,38.81,38.8% of students chronically absent
10X396,2022-23,72.0,30.51,30.5% of students chronically absent
10X433,2022-23,102.0,25.69,25.7% of students chronically absent
10X434,2022-23,113.0,30.29,30.3% of students chronically absent
10X437,2022-23,119.0,29.68,29.7% of students chronically absent
10X438,2022-23,154.0,36.15,36.1% of students chronically absent
10X439,2022-23,185.0,46.72,46.7% of students chronically absent
10X440,2022-23,361.0,33.15,33.1% of students chronically absent
10X442,2022-23,82.0,19.48,19.5% of students chronically absent
10X445,2022-23,316.0,10.69,10.7% of students chronically absent
10X447,2022-23,157.0,34.2,34.2% of students chronically absent
10X477,2022-23,151.0,34.95,35.0% of students chronically absent
10X524,2022-23,169.0,42.78,42.8% of students chronically absent
10X535,2022-23,304.0,75.43,75.4% of students chronically absent
10X546,2022-23,152.0,52.6,52.6% of students chronically absent
10X549,2022-23,123.0,27.09,27.1% of students chronically absent
10X565,2022-23,263.0,60.46,60.5% of students chronically absent
10X696,2022-23,40.0,9.98,10.0% of students chronically absent
11X016,2022-23,177.0,50.28,50.3% of students chronically absent
11X019,2022-23,146.0,21.92,21.9% of students chronically absent
11X021,2022-23,276.0,50.09,50.1% of students chronically absent
11X041,2022-23,334.0,48.83,48.8% of students chronically absent
11X068,2022-23,214.0,41.23,41.2% of students chronically absent
11X076,2022-23,314.0,42.61,42.6% of students chronically absent
11X078,2022-23,348.0,50.51,50.5% of students chronically absent
11X083,2022-23,429.0,25.6,25.6% of students chronically absent
11X087,2022-23,143.0,40.28,40.3% of students chronically absent
11X089,2022-23,537.0,42.12,42.1% of students chronically absent
11X096,2022-23,271.0,30.11,30.1% of students chronically absent
11X097,2022-23,221.0,37.21,37.2% of students chronically absent
11X103,2022-23,357.0,43.54,43.5% of students chronically absent
11X105,2022-23,377.0,47.78,47.8% of students chronically absent
11X106,2022-23,364.0,37.8,37.8% of students chronically absent
11X108,2022-23,99.0,19.41,19.4% of students chronically absent
11X111,2022-23,278.0,57.32,57.3% of students chronically absent
11X112,2022-23,196.0,45.16,45.2% of students chronically absent
11X121,2022-23,260.0,42.83,42.8% of students chronically absent
11X127,2022-23,271.0,31.29,31.3% of students chronically absent
11X144,2022-23,168.0,37.5,37.5% of students chronically absent
11X153,2022-23,125.0,25.56,25.6% of students chronically absent
11X160,2022-23,104.0,29.63,29.6% of students chronically absent
11X169,2022-23,117.0,34.62,34.6% of students chronically absent
11X175,2022-23,78.0,31.58,31.6% of students chronically absent
11X178,2022-23,127.0,35.28,35.3% of students chronically absent
11X180,2022-23,271.0,33.83,33.8% of students chronically absent
11X181,2022-23,189.0,28.34,28.3% of students chronically absent
11X189,2022-23,168.0,51.69,51.7% of students chronically absent
11X194,2022-23,428.0,35.55,35.5% of students chronically absent
11X249,2022-23,202.0,50.5,50.5% of students chronically absent
11X253,2022-23,129.0,58.11,58.1% of students chronically absent
11X265,2022-23,152.0,61.04,61.0% of students chronically absent
11X270,2022-23,131.0,31.41,31.4% of students chronically absent
11X275,2022-23,173.0,35.38,35.4% of students chronically absent
11X287,2022-23,200.0,47.17,47.2% of students chronically absent
11X288,2022-23,138.0,24.08,24.1% of students chronically absent
11X290,2022-23,152.0,39.79,39.8% of students chronically absent
11X299,2022-23,162.0,36.32,36.3% of students chronically absent
11X326,2022-23,168.0,44.33,44.3% of students chronically absent
11X355,2022-23,99.0,41.42,41.4% of students chronically absent
11X357,2022-23,138.0,34.94,34.9% of students chronically absent
11X370,2022-23,194.0,43.6,43.6% of students chronically absent
11X418,2022-23,217.0,50.12,50.1% of students chronically absent
11X455,2022-23,632.0,31.38,31.4% of students chronically absent
11X462,2022-23,79.0,42.02,42.0% of students chronically absent
11X468,2022-23,110.0,38.06,38.1% of students chronically absent
11X481,2022-23,104.0,35.02,35.0% of students chronically absent
11X483,2022-23,112.0,40.73,40.7% of students chronically absent
11X498,2022-23,170.0,27.29,27.3% of students chronically absent
11X508,2022-23,155.0,39.54,39.5% of students chronically absent
11X509,2022-23,123.0,32.37,32.4% of students chronically absent
11X513,2022-23,87.0,24.79,24.8% of students chronically absent
11X514,2022-23,135.0,33.75,33.8% of students chronically absent
11X529,2022-23,84.0,24.85,24.9% of students chronically absent
11X532,2022-23,107.0,35.67,35.7% of students chronically absent
11X542,2022-23,145.0,31.18,31.2% of students chronically absent
11X544,2022-23,154.0,48.58,48.6% of students chronically absent
11X545,2022-23,48.0,28.4,28.4% of students chronically absent
11X556,2022-23,180.0,45.8,45.8% of students chronically absent
11X566,2022-23,114.0,33.63,33.6% of students chronically absent
11X567,2022-23,153.0,42.74,42.7% of students chronically absent
12X006,2022-23,265.0,54.53,54.5% of students chronically absent
12X044,2022-23,141.0,56.4,56.4% of students chronically absent
12X047,2022-23,330.0,37.37,37.4% of students chronically absent
12X057,2022-23,250.0,56.31,56.3% of students chronically absent
12X061,2022-23,102.0,40.16,40.2% of students chronically absent
12X066,2022-23,305.0,55.45,55.5% of students chronically absent
12X067,2022-23,180.0,52.79,52.8% of students chronically absent
12X098,2022-23,52.0,37.14,37.1% of students chronically absent
12X129,2022-23,148.0,46.25,46.2% of students chronically absent
12X134,2022-23,220.0,45.08,45.1% of students chronically absent
12X150,2022-23,305.0,52.68,52.7% of students chronically absent
12X190,2022-23,96.0,40.0,40.0% of students chronically absent
12X195,2022-23,246.0,30.41,30.4% of students chronically absent
12X196,2022-23,264.0,34.83,34.8% of students chronically absent
12X211,2022-23,81.0,38.39,38.4% of students chronically absent
12X214,2022-23,505.0,55.01,55.0% of students chronically absent
12X217,2022-23,127.0,57.47,57.5% of students chronically absent
12X242,2022-23,238.0,35.42,35.4% of students chronically absent
12X248,2022-23,96.0,51.89,51.9% of students chronically absent
12X251,2022-23,90.0,28.66,28.7% of students chronically absent
12X267,2022-23,250.0,49.12,49.1% of students chronically absent
12X271,2022-23,322.0,49.46,49.5% of students chronically absent
12X273,2022-23,107.0,41.96,42.0% of students chronically absent
12X286,2022-23,128.0,45.55,45.5% of students chronically absent
12X300,2022-23,254.0,50.6,50.6% of students chronically absent
12X314,2022-23,116.0,46.22,46.2% of students chronically absent
12X316,2022-23,115.0,38.72,38.7% of students chronically absent
12X318,2022-23,141.0,42.22,42.2% of students chronically absent
12X341,2022-23,116.0,42.96,43.0% of students chronically absent
12X383,2022-23,163.0,41.16,41.2% of students chronically absent
12X388,2022-23,165.0,44.12,44.1% of students chronically absent
12X458,2022-23,80.0,25.97,26.0% of students chronically absent
12X463,2022-23,147.0,39.73,39.7% of students chronically absent
12X478,2022-23,142.0,38.48,38.5% of students chronically absent
12X479,2022-23,119.0,56.13,56.1% of students chronically absent
12X511,2022-23,173.0,51.49,51.5% of students chronically absent
12X521,2022-23,142.0,33.41,33.4% of students chronically absent
12X531,2022-23,153.0,44.48,44.5% of students chronically absent
12X536,2022-23,87.0,28.43,28.4% of students chronically absent
12X550,2022-23,132.0,31.28,31.3% of students chronically absent
12X595,2022-23,147.0,51.4,51.4% of students chronically absent
12X626,2022-23,103.0,79.23,79.2% of students chronically absent
12X682,2022-23,355.0,72.3,72.3% of students chronically absent
12X684,2022-23,177.0,61.25,61.2% of students chronically absent
12X691,2022-23,101.0,29.11,29.1% of students chronically absent
13K003,2022-23,148.0,60.41,60.4% of students chronically absent
13K008,2022-23,92.0,15.83,15.8% of students chronically absent
13K009,2022-23,22.0,2.77,2.8% of students chronically absent
13K011,2022-23,229.0,26.72,26.7% of students chronically absent
13K020,2022-23,261.0,40.65,40.6% of students chronically absent
13K044,2022-23,98.0,64.47,64.5% of students chronically absent
13K046,2022-23,174.0,69.05,69.0% of students chronically absent
13K054,2022-23,80.0,46.51,46.5% of students chronically absent
13K056,2022-23,103.0,37.87,37.9% of students chronically absent
13K067,2022-23,111.0,54.95,55.0% of students chronically absent
13K093,2022-23,136.0,65.07,65.1% of students chronically absent
13K113,2022-23,123.0,48.62,48.6% of students chronically absent
13K133,2022-23,195.0,31.1,31.1% of students chronically absent
13K256,2022-23,156.0,67.83,67.8% of students chronically absent
13K265,2022-23,164.0,64.31,64.3% of students chronically absent
13K266,2022-23,38.0,53.52,53.5% of students chronically absent
13K270,2022-23,74.0,71.84,71.8% of students chronically absent
13K282,2022-23,179.0,34.23,34.2% of students chronically absent
13K287,2022-23,86.0,58.9,58.9% of students chronically absent
13K301,2022-23,69.0,66.35,66.3% of students chronically absent
13K307,2022-23,185.0,54.73,54.7% of students chronically absent
13K313,2022-23,106.0,37.46,37.5% of students chronically absent
13K350,2022-23,67.0,60.36,60.4% of students chronically absent
13K351,2022-23,69.0,38.98,39.0% of students chronically absent
13K412,2022-23,279.0,52.15,52.1% of students chronically absent
13K419,2022-23,109.0,20.68,20.7% of students chronically absent
13K430,2022-23,887.0,14.91,14.9% of students chronically absent
13K439,2022-23,135.0,40.42,40.4% of students chronically absent
13K483,2022-23,288.0,62.75,62.8% of students chronically absent
13K492,2022-23,244.0,32.49,32.5% of students chronically absent
13K527,2022-23,253.0,55.73,55.7% of students chronically absent
13K594,2022-23,167.0,72.29,72.3% of students chronically absent
13K595,2022-23,96.0,24.49,24.5% of students chronically absent
13K605,2022-23,242.0,40.13,40.1% of students chronically absent
13K670,2022-23,386.0,50.0,50.0% of students chronically absent
13K674,2022-23,173.0,39.32,39.3% of students chronically absent
13K691,2022-23,88.0,46.56,46.6% of students chronically absent
13K869,2022-23,20.0,38.46,38.5% of students chronically absent
13K915,2022-23,105.0,38.18,38.2% of students chronically absent
14K016,2022-23,82.0,45.81,45.8% of students chronically absent
14K017,2022-23,109.0,49.55,49.5% of students chronically absent
14K018,2022-23,98.0,50.78,50.8% of students chronically absent
14K023,2022-23,147.0,57.42,57.4% of students chronically absent
14K031,2022-23,92.0,17.01,17.0% of students chronically absent
14K034,2022-23,109.0,26.78,26.8% of students chronically absent
14K050,2022-23,145.0,37.47,37.5% of students chronically absent
14K059,2022-23,186.0,54.87,54.9% of students chronically absent
14K071,2022-23,233.0,46.98,47.0% of students chronically absent
14K084,2022-23,252.0,38.47,38.5% of students chronically absent
14K110,2022-23,138.0,27.11,27.1% of students chronically absent
14K120,2022-23,157.0,47.58,47.6% of students chronically absent
14K126,2022-23,90.0,47.37,47.4% of students chronically absent
14K132,2022-23,190.0,32.09,32.1% of students chronically absent
14K147,2022-23,96.0,46.6,46.6% of students chronically absent
14K157,2022-23,145.0,50.17,50.2% of students chronically absent
14K196,2022-23,177.0,55.66,55.7% of students chronically absent
14K250,2022-23,173.0,55.81,55.8% of students chronically absent
14K257,2022-23,290.0,55.77,55.8% of students chronically absent
14K297,2022-23,116.0,50.88,50.9% of students chronically absent
14K318,2022-23,370.0,33.48,33.5% of students chronically absent
14K319,2022-23,49.0,43.75,43.8% of students chronically absent
14K380,2022-23,213.0,50.35,50.4% of students chronically absent
14K414,2022-23,132.0,23.49,23.5% of students chronically absent
14K449,2022-23,189.0,23.62,23.6% of students chronically absent
14K454,2022-23,205.0,48.24,48.2% of students chronically absent
14K474,2022-23,169.0,37.89,37.9% of students chronically absent
14K477,2022-23,225.0,41.98,42.0% of students chronically absent
14K478,2022-23,305.0,51.09,51.1% of students chronically absent
14K488,2022-23,107.0,18.61,18.6% of students chronically absent
14K558,2022-23,175.0,28.83,28.8% of students chronically absent
14K561,2022-23,318.0,44.73,44.7% of students chronically absent
14K577,2022-23,102.0,23.13,23.1% of students chronically absent
14K582,2022-23,144.0,43.11,43.1% of students chronically absent
14K586,2022-23,293.0,71.12,71.1% of students chronically absent
14K610,2022-23,131.0,33.59,33.6% of students chronically absent
14K614,2022-23,171.0,60.42,60.4% of students chronically absent
14K685,2022-23,127.0,70.17,70.2% of students chronically absent
15K001,2022-23,292.0,35.92,35.9% of students chronically absent
15K010,2022-23,177.0,21.0,21.0% of students chronically absent
15K015,2022-23,212.0,51.58,51.6% of students chronically absent
15K024,2022-23,206.0,34.22,34.2% of students chronically absent
15K029,2022-23,80.0,10.97,11.0% of students chronically absent
15K032,2022-23,163.0,35.36,35.4% of students chronically absent
15K038,2022-23,206.0,36.72,36.7% of students chronically absent
15K039,2022-23,54.0,15.17,15.2% of students chronically absent
15K051,2022-23,218.0,20.92,20.9% of students chronically absent
15K058,2022-23,131.0,17.26,17.3% of students chronically absent
15K088,2022-23,322.0,29.81,29.8% of students chronically absent
15K094,2022-23,122.0,11.78,11.8% of students chronically absent
15K107,2022-23,92.0,18.18,18.2% of students chronically absent
15K118,2022-23,29.0,13.55,13.6% of students chronically absent
15K124,2022-23,207.0,53.08,53.1% of students chronically absent
15K130,2022-23,234.0,27.56,27.6% of students chronically absent
15K131,2022-23,139.0,22.64,22.6% of students chronically absent
15K136,2022-23,161.0,28.6,28.6% of students chronically absent
15K146,2022-23,252.0,37.67,37.7% of students chronically absent
15K154,2022-23,86.0,20.57,20.6% of students chronically absent
15K169,2022-23,198.0,19.47,19.5% of students chronically absent
15K172,2022-23,155.0,32.43,32.4% of students chronically absent
15K230,2022-23,360.0,35.43,35.4% of students chronically absent
15K261,2022-23,192.0,30.97,31.0% of students chronically absent
15K295,2022-23,75.0,29.64,29.6% of students chronically absent
15K321,2022-23,179.0,14.49,14.5% of students chronically absent
15K418,2022-23,67.0,23.34,23.3% of students chronically absent
15K429,2022-23,133.0,40.3,40.3% of students chronically absent
15K442,2022-23,60.0,17.44,17.4% of students chronically absent
15K443,2022-23,131.0,24.3,24.3% of students chronically absent
15K447,2022-23,36.0,6.68,6.7% of students chronically absent
15K448,2022-23,379.0,55.09,55.1% of students chronically absent
15K462,2022-23,275.0,57.05,57.0% of students chronically absent
15K463,2022-23,219.0,64.41,64.4% of students chronically absent
15K464,2022-23,272.0,45.26,45.3% of students chronically absent
15K497,2022-23,308.0,37.06,37.1% of students chronically absent
15K516,2022-23,132.0,35.48,35.5% of students chronically absent
15K519,2022-23,167.0,46.13,46.1% of students chronically absent
15K592,2022-23,69.0,45.39,45.4% of students chronically absent
15K656,2022-23,376.0,39.96,40.0% of students chronically absent
15K667,2022-23,834.0,57.8,57.8% of students chronically absent
15K676,2022-23,42.0,44.68,44.7% of students chronically absent
15K684,2022-23,187.0,25.83,25.8% of students chronically absent
15K767,2022-23,112.0,60.87,60.9% of students chronically absent
15K821,2022-23,151.0,31.2,31.2% of students chronically absent
15K839,2022-23,86.0,25.29,25.3% of students chronically absent
15K863,2022-23,253.0,55.73,55.7% of students chronically absent
15K896,2022-23,44.0,20.56,20.6% of students chronically absent
15K958,2022-23,26.0,43.33,43.3% of students chronically absent
16K005,2022-23,124.0,50.0,50.0% of students chronically absent
16K021,2022-23,263.0,53.78,53.8% of students chronically absent
16K025,2022-23,37.0,50.0,50.0% of students chronically absent
16K026,2022-23,96.0,45.07,45.1% of students chronically absent
16K035,2022-23,82.0,41.0,41.0% of students chronically absent
16K040,2022-23,166.0,35.32,35.3% of students chronically absent
16K057,2022-23,64.0,55.17,55.2% of students chronically absent
16K081,2022-23,146.0,60.83,60.8% of students chronically absent
16K243,2022-23,121.0,59.31,59.3% of students chronically absent
16K262,2022-23,75.0,42.61,42.6% of students chronically absent
16K267,2022-23,70.0,41.42,41.4% of students chronically absent
16K308,2022-23,119.0,48.37,48.4% of students chronically absent
16K309,2022-23,108.0,58.38,58.4% of students chronically absent
16K335,2022-23,115.0,62.84,62.8% of students chronically absent
16K455,2022-23,219.0,50.34,50.3% of students chronically absent
16K498,2022-23,301.0,51.63,51.6% of students chronically absent
16K627,2022-23,119.0,36.84,36.8% of students chronically absent
16K628,2022-23,98.0,30.62,30.6% of students chronically absent
16K681,2022-23,96.0,41.38,41.4% of students chronically absent
16K688,2022-23,115.0,55.29,55.3% of students chronically absent
16K765,2022-23,105.0,64.02,64.0% of students chronically absent
16K898,2022-23,71.0,35.68,35.7% of students chronically absent
17K002,2022-23,134.0,40.12,40.1% of students chronically absent
17K006,2022-23,356.0,54.27,54.3% of students chronically absent
17K012,2022-23,113.0,53.81,53.8% of students chronically absent
17K061,2022-23,186.0,48.95,49.0% of students chronically absent
17K091,2022-23,82.0,45.81,45.8% of students chronically absent
17K092,2022-23,188.0,55.13,55.1% of students chronically absent
17K122,2022-23,232.0,42.11,42.1% of students chronically absent
17K138,2022-23,231.0,52.5,52.5% of students chronically absent
17K161,2022-23,165.0,47.97,48.0% of students chronically absent
17K181,2022-23,274.0,44.84,44.8% of students chronically absent
17K189,2022-23,359.0,36.12,36.1% of students chronically absent
17K191,2022-23,116.0,61.38,61.4% of students chronically absent
17K221,2022-23,84.0,47.46,47.5% of students chronically absent
17K241,2022-23,172.0,42.26,42.3% of students chronically absent
17K246,2022-23,145.0,38.67,38.7% of students chronically absent
17K249,2022-23,175.0,23.71,23.7% of students chronically absent
17K289,2022-23,163.0,50.31,50.3% of students chronically absent
17K316,2022-23,202.0,35.88,35.9% of students chronically absent
17K340,2022-23,51.0,33.33,33.3% of students chronically absent
17K352,2022-23,53.0,38.69,38.7% of students chronically absent
17K353,2022-23,55.0,40.74,40.7% of students chronically absent
17K354,2022-23,90.0,41.86,41.9% of students chronically absent
17K375,2022-23,168.0,55.45,55.5% of students chronically absent
17K382,2022-23,95.0,22.25,22.2% of students chronically absent
17K394,2022-23,144.0,54.14,54.1% of students chronically absent
17K397,2022-23,76.0,42.94,42.9% of students chronically absent
17K398,2022-23,152.0,54.87,54.9% of students chronically absent
17K399,2022-23,77.0,47.24,47.2% of students chronically absent
17K408,2022-23,162.0,42.3,42.3% of students chronically absent
17K484,2022-23,55.0,37.16,37.2% of students chronically absent
17K524,2022-23,162.0,55.29,55.3% of students chronically absent
17K528,2022-23,74.0,29.72,29.7% of students chronically absent
17K531,2022-23,110.0,55.0,55.0% of students chronically absent
17K532,2022-23,141.0,30.72,30.7% of students chronically absent
17K537,2022-23,79.0,15.28,15.3% of students chronically absent
17K539,2022-23,124.0,47.51,47.5% of students chronically absent
17K543,2022-23,71.0,11.54,11.5% of students chronically absent
17K546,2022-23,195.0,42.48,42.5% of students chronically absent
17K547,2022-23,130.0,44.98,45.0% of students chronically absent
17K548,2022-23,99.0,43.42,43.4% of students chronically absent
17K590,2022-23,180.0,13.19,13.2% of students chronically absent
17K600,2022-23,337.0,26.98,27.0% of students chronically absent
17K705,2022-23,117.0,39.26,39.3% of students chronically absent
17K722,2022-23,87.0,32.22,32.2% of students chronically absent
17K745,2022-23,196.0,40.5,40.5% of students chronically absent
17K751,2022-23,172.0,69.08,69.1% of students chronically absent
17K770,2022-23,115.0,36.39,36.4% of students chronically absent
18K066,2022-23,251.0,40.81,40.8% of students chronically absent
18K068,2022-23,118.0,45.74,45.7% of students chronically absent
18K114,2022-23,211.0,51.46,51.5% of students chronically absent
18K115,2022-23,331.0,41.02,41.0% of students chronically absent
18K135,2022-23,118.0,34.6,34.6% of students chronically absent
18K208,2022-23,131.0,43.09,43.1% of students chronically absent
18K211,2022-23,78.0,36.62,36.6% of students chronically absent
18K219,2022-23,182.0,52.0,52.0% of students chronically absent
18K233,2022-23,134.0,39.53,39.5% of students chronically absent
18K235,2022-23,296.0,30.36,30.4% of students chronically absent
18K244,2022-23,159.0,41.62,41.6% of students chronically absent
18K268,2022-23,183.0,54.46,54.5% of students chronically absent
18K272,2022-23,235.0,59.05,59.0% of students chronically absent
18K276,2022-23,246.0,42.2,42.2% of students chronically absent
18K279,2022-23,123.0,41.28,41.3% of students chronically absent
18K285,2022-23,237.0,40.58,40.6% of students chronically absent
18K366,2022-23,93.0,31.85,31.9% of students chronically absent
18K563,2022-23,145.0,41.91,41.9% of students chronically absent
18K566,2022-23,116.0,52.97,53.0% of students chronically absent
18K567,2022-23,156.0,66.1,66.1% of students chronically absent
18K569,2022-23,95.0,59.01,59.0% of students chronically absent
18K576,2022-23,156.0,55.12,55.1% of students chronically absent
18K581,2022-23,103.0,44.59,44.6% of students chronically absent
18K588,2022-23,68.0,41.72,41.7% of students chronically absent
18K617,2022-23,157.0,50.32,50.3% of students chronically absent
18K629,2022-23,120.0,46.15,46.1% of students chronically absent
18K633,2022-23,204.0,48.57,48.6% of students chronically absent
18K637,2022-23,93.0,21.99,22.0% of students chronically absent
18K642,2022-23,67.0,44.67,44.7% of students chronically absent
18K763,2022-23,70.0,19.28,19.3% of students chronically absent
19K007,2022-23,243.0,34.91,34.9% of students chronically absent
19K013,2022-23,116.0,28.02,28.0% of students chronically absent
19K065,2022-23,193.0,36.69,36.7% of students chronically absent
19K089,2022-23,152.0,29.34,29.3% of students chronically absent
19K108,2022-23,268.0,33.88,33.9% of students chronically absent
19K149,2022-23,179.0,33.52,33.5% of students chronically absent
19K158,2022-23,178.0,40.45,40.5% of students chronically absent
19K159,2022-23,263.0,38.96,39.0% of students chronically absent
19K171,2022-23,105.0,35.47,35.5% of students chronically absent
19K190,2022-23,79.0,56.03,56.0% of students chronically absent
19K202,2022-23,165.0,62.74,62.7% of students chronically absent
19K213,2022-23,137.0,54.8,54.8% of students chronically absent
19K214,2022-23,382.0,46.99,47.0% of students chronically absent
19K218,2022-23,183.0,51.55,51.5% of students chronically absent
19K224,2022-23,187.0,58.62,58.6% of students chronically absent
19K273,2022-23,191.0,57.36,57.4% of students chronically absent
19K290,2022-23,150.0,36.67,36.7% of students chronically absent
19K292,2022-23,192.0,48.36,48.4% of students chronically absent
19K306,2022-23,148.0,53.82,53.8% of students chronically absent
19K325,2022-23,80.0,44.2,44.2% of students chronically absent
19K328,2022-23,127.0,42.47,42.5% of students chronically absent
19K345,2022-23,272.0,47.64,47.6% of students chronically absent
19K346,2022-23,184.0,41.07,41.1% of students chronically absent
19K364,2022-23,75.0,44.12,44.1% of students chronically absent
19K404,2022-23,308.0,60.39,60.4% of students chronically absent
