DBN,cohort_year,school_year,cohort_size,graduation_rate,graduation_rate_label
15K464,2014,2017-18,78.0,82.05,82.0% 4-year graduation rate
15K497,2014,2017-18,64.0,64.06,64.1% 4-year graduation rate
15K519,2014,2017-18,137.0,89.78,89.8% 4-year graduation rate
15K529,2014,2017-18,96.0,4.17,4.2% 4-year graduation rate
15K592,2014,2017-18,72.0,77.78,77.8% 4-year graduation rate
15K656,2014,2017-18,185.0,88.11,88.1% 4-year graduation rate
15K667,2014,2017-18,304.0,86.51,86.5% 4-year graduation rate
15K684,2014,2017-18,164.0,100.0,100.0% 4-year graduation rate
15K698,2014,2017-18,65.0,9.23,9.2% 4-year graduation rate
16K393,2014,2017-18,1.0,,Data suppressed
16K455,2014,2017-18,85.0,71.76,71.8% 4-year graduation rate
16K498,2014,2017-18,140.0,83.57,83.6% 4-year graduation rate
16K669,2014,2017-18,114.0,30.7,30.7% 4-year graduation rate
16K688,2014,2017-18,43.0,81.4,81.4% 4-year graduation rate
16K765,2014,2017-18,72.0,81.94,81.9% 4-year graduation rate
17K122,2014,2017-18,109.0,75.23,75.2% 4-year graduation rate
17K382,2014,2017-18,64.0,70.31,70.3% 4-year graduation rate
17K408,2014,2017-18,50.0,88.0,88.0% 4-year graduation rate
17K489,2014,2017-18,35.0,28.57,28.6% 4-year graduation rate
17K524,2014,2017-18,104.0,71.15,71.2% 4-year graduation rate
17K528,2014,2017-18,50.0,78.0,78.0% 4-year graduation rate
17K531,2014,2017-18,118.0,83.05,83.0% 4-year graduation rate
17K533,2014,2017-18,5.0,,Data suppressed
17K537,2014,2017-18,125.0,82.4,82.4% 4-year graduation rate
17K539,2014,2017-18,121.0,78.51,78.5% 4-year graduation rate
17K543,2014,2017-18,74.0,91.89,91.9% 4-year graduation rate
17K546,2014,2017-18,116.0,93.1,93.1% 4-year graduation rate
17K547,2014,2017-18,87.0,66.67,66.7% 4-year graduation rate
17K548,2014,2017-18,77.0,79.22,79.2% 4-year graduation rate
17K568,2014,2017-18,51.0,23.53,23.5% 4-year graduation rate
17K590,2014,2017-18,207.0,97.58,97.6% 4-year graduation rate
17K600,2014,2017-18,286.0,74.48,74.5% 4-year graduation rate
17K646,2014,2017-18,32.0,43.75,43.8% 4-year graduation rate
17K745,2014,2017-18,77.0,97.4,97.4% 4-year graduation rate
17K751,2014,2017-18,86.0,79.07,79.1% 4-year graduation rate
18K563,2014,2017-18,150.0,90.0,90.0% 4-year graduation rate
18K566,2014,2017-18,44.0,70.45,70.5% 4-year graduation rate
18K567,2014,2017-18,79.0,82.28,82.3% 4-year graduation rate
18K569,2014,2017-18,101.0,81.19,81.2% 4-year graduation rate
18K576,2014,2017-18,106.0,82.08,82.1% 4-year graduation rate
18K578,2014,2017-18,97.0,20.62,20.6% 4-year graduation rate
18K589,2014,2017-18,4.0,,Data suppressed
18K617,2014,2017-18,61.0,57.38,57.4% 4-year graduation rate
18K629,2014,2017-18,89.0,79.78,79.8% 4-year graduation rate
18K633,2014,2017-18,112.0,91.07,91.1% 4-year graduation rate
18K635,2014,2017-18,83.0,24.1,24.1% 4-year graduation rate
18K637,2014,2017-18,75.0,82.67,82.7% 4-year graduation rate
18K642,2014,2017-18,80.0,52.5,52.5% 4-year graduation rate
18K673,2014,2017-18,103.0,24.27,24.3% 4-year graduation rate
19K404,2014,2017-18,65.0,87.69,87.7% 4-year graduation rate
19K409,2014,2017-18,57.0,80.7,80.7% 4-year graduation rate
19K422,2014,2017-18,1.0,,Data suppressed
19K502,2014,2017-18,90.0,74.44,74.4% 4-year graduation rate
19K504,2014,2017-18,96.0,56.25,56.2% 4-year graduation rate
19K507,2014,2017-18,92.0,80.43,80.4% 4-year graduation rate
19K510,2014,2017-18,56.0,73.21,73.2% 4-year graduation rate
19K583,2014,2017-18,63.0,80.95,81.0% 4-year graduation rate
19K615,2014,2017-18,199.0,77.39,77.4% 4-year graduation rate
19K618,2014,2017-18,95.0,85.26,85.3% 4-year graduation rate
19K639,2014,2017-18,80.0,67.5,67.5% 4-year graduation rate
19K659,2014,2017-18,50.0,86.0,86.0% 4-year graduation rate
19K660,2014,2017-18,110.0,77.27,77.3% 4-year graduation rate
19K683,2014,2017-18,91.0,71.43,71.4% 4-year graduation rate
19K764,2014,2017-18,87.0,80.46,80.5% 4-year graduation rate
20K445,2014,2017-18,896.0,78.46,78.5% 4-year graduation rate
20K485,2014,2017-18,314.0,91.08,91.1% 4-year graduation rate
20K490,2014,2017-18,1119.0,80.61,80.6% 4-year graduation rate
20K505,2014,2017-18,748.0,69.52,69.5% 4-year graduation rate
20K609,2014,2017-18,84.0,92.86,92.9% 4-year graduation rate
21K337,2014,2017-18,80.0,70.0,70.0% 4-year graduation rate
21K344,2014,2017-18,158.0,78.48,78.5% 4-year graduation rate
21K348,2014,2017-18,34.0,70.59,70.6% 4-year graduation rate
21K410,2014,2017-18,494.0,74.7,74.7% 4-year graduation rate
21K468,2014,2017-18,88.0,100.0,100.0% 4-year graduation rate
21K525,2014,2017-18,939.0,83.17,83.2% 4-year graduation rate
21K540,2014,2017-18,576.0,82.47,82.5% 4-year graduation rate
21K559,2014,2017-18,63.0,90.48,90.5% 4-year graduation rate
21K572,2014,2017-18,71.0,88.73,88.7% 4-year graduation rate
21K620,2014,2017-18,144.0,68.75,68.8% 4-year graduation rate
21K690,2014,2017-18,164.0,80.49,80.5% 4-year graduation rate
21K728,2014,2017-18,64.0,29.69,29.7% 4-year graduation rate
22K405,2014,2017-18,846.0,92.32,92.3% 4-year graduation rate
22K425,2014,2017-18,819.0,82.42,82.4% 4-year graduation rate
22K535,2014,2017-18,265.0,93.58,93.6% 4-year graduation rate
22K555,2014,2017-18,142.0,99.3,99.3% 4-year graduation rate
22K611,2014,2017-18,109.0,87.16,87.2% 4-year graduation rate
22K630,2014,2017-18,96.0,16.67,16.7% 4-year graduation rate
23K493,2014,2017-18,70.0,85.71,85.7% 4-year graduation rate
23K514,2014,2017-18,62.0,56.45,56.5% 4-year graduation rate
23K643,2014,2017-18,63.0,11.11,11.1% 4-year graduation rate
23K644,2014,2017-18,90.0,91.11,91.1% 4-year graduation rate
23K647,2014,2017-18,93.0,25.81,25.8% 4-year graduation rate
23K697,2014,2017-18,58.0,74.14,74.1% 4-year graduation rate
24Q236,2014,2017-18,90.0,55.56,55.6% 4-year graduation rate
24Q264,2014,2017-18,128.0,95.31,95.3% 4-year graduation rate
24Q267,2014,2017-18,99.0,87.88,87.9% 4-year graduation rate
24Q293,2014,2017-18,122.0,91.8,91.8% 4-year graduation rate
24Q296,2014,2017-18,94.0,89.36,89.4% 4-year graduation rate
24Q299,2014,2017-18,151.0,99.34,99.3% 4-year graduation rate
24Q455,2014,2017-18,640.0,72.66,72.7% 4-year graduation rate
24Q485,2014,2017-18,402.0,64.43,64.4% 4-year graduation rate
24Q520,2014,2017-18,108.0,87.96,88.0% 4-year graduation rate
24Q530,2014,2017-18,118.0,80.51,80.5% 4-year graduation rate
24Q550,2014,2017-18,200.0,93.5,93.5% 4-year graduation rate
24Q560,2014,2017-18,114.0,95.61,95.6% 4-year graduation rate
24Q585,2014,2017-18,243.0,98.35,98.3% 4-year graduation rate
24Q600,2014,2017-18,357.0,86.55,86.5% 4-year graduation rate
24Q610,2014,2017-18,472.0,94.92,94.9% 4-year graduation rate
24Q744,2014,2017-18,76.0,19.74,19.7% 4-year graduation rate
25Q240,2014,2017-18,114.0,85.96,86.0% 4-year graduation rate
25Q241,2014,2017-18,101.0,97.03,97.0% 4-year graduation rate
25Q252,2014,2017-18,69.0,94.2,94.2% 4-year graduation rate
25Q263,2014,2017-18,109.0,70.64,70.6% 4-year graduation rate
25Q281,2014,2017-18,85.0,94.12,94.1% 4-year graduation rate
25Q285,2014,2017-18,72.0,95.83,95.8% 4-year graduation rate
25Q425,2014,2017-18,876.0,77.05,77.0% 4-year graduation rate
25Q460,2014,2017-18,382.0,62.3,62.3% 4-year graduation rate
25Q525,2014,2017-18,291.0,99.66,99.7% 4-year graduation rate
25Q540,2014,2017-18,155.0,12.26,12.3% 4-year graduation rate
25Q670,2014,2017-18,183.0,80.33,80.3% 4-year graduation rate
25Q792,2014,2017-18,84.0,9.52,9.5% 4-year graduation rate
26Q315,2014,2017-18,89.0,88.76,88.8% 4-year graduation rate
26Q415,2014,2017-18,891.0,88.66,88.7% 4-year graduation rate
26Q430,2014,2017-18,1180.0,87.63,87.6% 4-year graduation rate
26Q435,2014,2017-18,274.0,79.56,79.6% 4-year graduation rate
26Q495,2014,2017-18,904.0,98.67,98.7% 4-year graduation rate
26Q566,2014,2017-18,245.0,91.02,91.0% 4-year graduation rate
27Q260,2014,2017-18,114.0,42.98,43.0% 4-year graduation rate
27Q261,2014,2017-18,129.0,28.68,28.7% 4-year graduation rate
27Q262,2014,2017-18,128.0,96.88,96.9% 4-year graduation rate
27Q302,2014,2017-18,92.0,83.7,83.7% 4-year graduation rate
27Q308,2014,2017-18,149.0,97.32,97.3% 4-year graduation rate
27Q309,2014,2017-18,102.0,82.35,82.3% 4-year graduation rate
27Q314,2014,2017-18,73.0,65.75,65.8% 4-year graduation rate
27Q323,2014,2017-18,148.0,100.0,100.0% 4-year graduation rate
27Q324,2014,2017-18,87.0,74.71,74.7% 4-year graduation rate
27Q334,2014,2017-18,103.0,86.41,86.4% 4-year graduation rate
27Q351,2014,2017-18,93.0,66.67,66.7% 4-year graduation rate
27Q400,2014,2017-18,96.0,73.96,74.0% 4-year graduation rate
27Q475,2014,2017-18,526.0,70.72,70.7% 4-year graduation rate
27Q480,2014,2017-18,531.0,72.5,72.5% 4-year graduation rate
27Q650,2014,2017-18,255.0,96.08,96.1% 4-year graduation rate
28Q167,2014,2017-18,110.0,97.27,97.3% 4-year graduation rate
28Q284,2014,2017-18,84.0,97.62,97.6% 4-year graduation rate
28Q310,2014,2017-18,112.0,87.5,87.5% 4-year graduation rate
28Q325,2014,2017-18,112.0,88.39,88.4% 4-year graduation rate
28Q328,2014,2017-18,120.0,93.33,93.3% 4-year graduation rate
28Q338,2014,2017-18,107.0,14.95,14.9% 4-year graduation rate
28Q350,2014,2017-18,132.0,84.09,84.1% 4-year graduation rate
28Q440,2014,2017-18,1043.0,91.08,91.1% 4-year graduation rate
28Q505,2014,2017-18,838.0,71.48,71.5% 4-year graduation rate
28Q620,2014,2017-18,491.0,91.85,91.8% 4-year graduation rate
28Q680,2014,2017-18,100.0,97.0,97.0% 4-year graduation rate
28Q686,2014,2017-18,262.0,90.46,90.5% 4-year graduation rate
28Q687,2014,2017-18,111.0,99.1,99.1% 4-year graduation rate
28Q690,2014,2017-18,130.0,79.23,79.2% 4-year graduation rate
28Q896,2014,2017-18,74.0,98.65,98.7% 4-year graduation rate
29Q243,2014,2017-18,114.0,91.23,91.2% 4-year graduation rate
29Q248,2014,2017-18,121.0,66.94,66.9% 4-year graduation rate
29Q259,2014,2017-18,92.0,68.48,68.5% 4-year graduation rate
29Q265,2014,2017-18,126.0,84.13,84.1% 4-year graduation rate
29Q272,2014,2017-18,143.0,74.83,74.8% 4-year graduation rate
29Q283,2014,2017-18,112.0,88.39,88.4% 4-year graduation rate
29Q313,2014,2017-18,99.0,80.81,80.8% 4-year graduation rate
29Q326,2014,2017-18,80.0,82.5,82.5% 4-year graduation rate
29Q327,2014,2017-18,55.0,90.91,90.9% 4-year graduation rate
29Q492,2014,2017-18,108.0,71.3,71.3% 4-year graduation rate
29Q498,2014,2017-18,115.0,81.74,81.7% 4-year graduation rate
30Q258,2014,2017-18,109.0,88.07,88.1% 4-year graduation rate
30Q286,2014,2017-18,79.0,98.73,98.7% 4-year graduation rate
30Q301,2014,2017-18,140.0,98.57,98.6% 4-year graduation rate
30Q445,2014,2017-18,644.0,70.81,70.8% 4-year graduation rate
30Q450,2014,2017-18,394.0,75.38,75.4% 4-year graduation rate
30Q501,2014,2017-18,222.0,96.4,96.4% 4-year graduation rate
30Q502,2014,2017-18,254.0,78.74,78.7% 4-year graduation rate
30Q555,2014,2017-18,266.0,68.8,68.8% 4-year graduation rate
30Q575,2014,2017-18,240.0,98.33,98.3% 4-year graduation rate
30Q580,2014,2017-18,76.0,98.68,98.7% 4-year graduation rate
31R047,2014,2017-18,133.0,100.0,100.0% 4-year graduation rate
31R064,2014,2017-18,109.0,92.66,92.7% 4-year graduation rate
31R080,2014,2017-18,110.0,93.64,93.6% 4-year graduation rate
31R440,2014,2017-18,738.0,82.79,82.8% 4-year graduation rate
31R445,2014,2017-18,403.0,71.22,71.2% 4-year graduation rate
31R450,2014,2017-18,635.0,73.23,73.2% 4-year graduation rate
31R455,2014,2017-18,1025.0,90.24,90.2% 4-year graduation rate
31R460,2014,2017-18,761.0,86.99,87.0% 4-year graduation rate
31R470,2014,2017-18,81.0,22.22,22.2% 4-year graduation rate
31R600,2014,2017-18,163.0,71.17,71.2% 4-year graduation rate
31R605,2014,2017-18,313.0,100.0,100.0% 4-year graduation rate
32K168,2014,2017-18,50.0,88.0,88.0% 4-year graduation rate
32K403,2014,2017-18,93.0,76.34,76.3% 4-year graduation rate
32K545,2014,2017-18,130.0,86.92,86.9% 4-year graduation rate
32K549,2014,2017-18,105.0,74.29,74.3% 4-year graduation rate
32K552,2014,2017-18,65.0,86.15,86.2% 4-year graduation rate
32K554,2014,2017-18,62.0,100.0,100.0% 4-year graduation rate
32K556,2014,2017-18,72.0,70.83,70.8% 4-year graduation rate
32K564,2014,2017-18,110.0,16.36,16.4% 4-year graduation rate
01M292,2015,2018-19,28.0,89.29,89.3% 4-year graduation rate
01M448,2015,2018-19,99.0,93.94,93.9% 4-year graduation rate
01M450,2015,2018-19,93.0,90.32,90.3% 4-year graduation rate
01M458,2015,2018-19,79.0,25.32,25.3% 4-year graduation rate
01M509,2015,2018-19,38.0,86.84,86.8% 4-year graduation rate
01M515,2015,2018-19,241.0,45.64,45.6% 4-year graduation rate
01M539,2015,2018-19,140.0,100.0,100.0% 4-year graduation rate
01M650,2015,2018-19,101.0,33.66,33.7% 4-year graduation rate
01M696,2015,2018-19,150.0,98.67,98.7% 4-year graduation rate
02M047,2015,2018-19,40.0,92.5,92.5% 4-year graduation rate
02M135,2015,2018-19,62.0,88.71,88.7% 4-year graduation rate
02M139,2015,2018-19,80.0,87.5,87.5% 4-year graduation rate
02M260,2015,2018-19,86.0,90.7,90.7% 4-year graduation rate
02M280,2015,2018-19,80.0,96.25,96.2% 4-year graduation rate
02M282,2015,2018-19,76.0,90.79,90.8% 4-year graduation rate
02M288,2015,2018-19,82.0,85.37,85.4% 4-year graduation rate
02M294,2015,2018-19,72.0,87.5,87.5% 4-year graduation rate
02M296,2015,2018-19,99.0,76.77,76.8% 4-year graduation rate
02M298,2015,2018-19,135.0,84.44,84.4% 4-year graduation rate
02M300,2015,2018-19,84.0,72.62,72.6% 4-year graduation rate
02M303,2015,2018-19,99.0,82.83,82.8% 4-year graduation rate
02M305,2015,2018-19,62.0,88.71,88.7% 4-year graduation rate
02M308,2015,2018-19,66.0,77.27,77.3% 4-year graduation rate
02M313,2015,2018-19,110.0,42.73,42.7% 4-year graduation rate
02M316,2015,2018-19,47.0,76.6,76.6% 4-year graduation rate
02M374,2015,2018-19,109.0,90.83,90.8% 4-year graduation rate
02M376,2015,2018-19,109.0,100.0,100.0% 4-year graduation rate
02M392,2015,2018-19,91.0,91.21,91.2% 4-year graduation rate
02M393,2015,2018-19,91.0,86.81,86.8% 4-year graduation rate
02M394,2015,2018-19,75.0,45.33,45.3% 4-year graduation rate
02M399,2015,2018-19,84.0,83.33,83.3% 4-year graduation rate
02M400,2015,2018-19,250.0,79.2,79.2% 4-year graduation rate
02M407,2015,2018-19,67.0,95.52,95.5% 4-year graduation rate
02M408,2015,2018-19,99.0,97.98,98.0% 4-year graduation rate
02M411,2015,2018-19,112.0,100.0,100.0% 4-year graduation rate
02M412,2015,2018-19,115.0,97.39,97.4% 4-year graduation rate
02M413,2015,2018-19,109.0,95.41,95.4% 4-year graduation rate
02M414,2015,2018-19,95.0,97.89,97.9% 4-year graduation rate
02M416,2015,2018-19,128.0,100.0,100.0% 4-year graduation rate
02M418,2015,2018-19,141.0,100.0,100.0% 4-year graduation rate
02M419,2015,2018-19,98.0,76.53,76.5% 4-year graduation rate
02M420,2015,2018-19,425.0,94.59,94.6% 4-year graduation rate
02M422,2015,2018-19,81.0,82.72,82.7% 4-year graduation rate
02M425,2015,2018-19,150.0,88.67,88.7% 4-year graduation rate
02M427,2015,2018-19,74.0,64.86,64.9% 4-year graduation rate
02M432,2015,2018-19,70.0,68.57,68.6% 4-year graduation rate
02M437,2015,2018-19,109.0,79.82,79.8% 4-year graduation rate
02M438,2015,2018-19,93.0,68.82,68.8% 4-year graduation rate
02M439,2015,2018-19,106.0,99.06,99.1% 4-year graduation rate
02M449,2015,2018-19,99.0,76.77,76.8% 4-year graduation rate
02M459,2015,2018-19,93.0,62.37,62.4% 4-year graduation rate
02M475,2015,2018-19,821.0,98.9,98.9% 4-year graduation rate
02M489,2015,2018-19,162.0,90.12,90.1% 4-year graduation rate
02M500,2015,2018-19,63.0,88.89,88.9% 4-year graduation rate
02M507,2015,2018-19,111.0,95.5,95.5% 4-year graduation rate
02M519,2015,2018-19,100.0,95.0,95.0% 4-year graduation rate
02M520,2015,2018-19,62.0,74.19,74.2% 4-year graduation rate
02M529,2015,2018-19,150.0,64.0,64.0% 4-year graduation rate
02M531,2015,2018-19,59.0,100.0,100.0% 4-year graduation rate
02M533,2015,2018-19,94.0,84.04,84.0% 4-year graduation rate
02M534,2015,2018-19,106.0,85.85,85.8% 4-year graduation rate
02M542,2015,2018-19,106.0,95.28,95.3% 4-year graduation rate
02M543,2015,2018-19,85.0,77.65,77.7% 4-year graduation rate
02M544,2015,2018-19,155.0,21.29,21.3% 4-year graduation rate
02M545,2015,2018-19,88.0,100.0,100.0% 4-year graduation rate
02M546,2015,2018-19,107.0,93.46,93.5% 4-year graduation rate
02M550,2015,2018-19,127.0,43.31,43.3% 4-year graduation rate
02M551,2015,2018-19,94.0,84.04,84.0% 4-year graduation rate
02M560,2015,2018-19,244.0,37.3,37.3% 4-year graduation rate
02M565,2015,2018-19,42.0,59.52,59.5% 4-year graduation rate
02M570,2015,2018-19,103.0,10.68,10.7% 4-year graduation rate
02M575,2015,2018-19,277.0,27.08,27.1% 4-year graduation rate
02M580,2015,2018-19,115.0,83.48,83.5% 4-year graduation rate
02M586,2015,2018-19,30.0,36.67,36.7% 4-year graduation rate
02M600,2015,2018-19,356.0,88.48,88.5% 4-year graduation rate
02M605,2015,2018-19,66.0,93.94,93.9% 4-year graduation rate
02M615,2015,2018-19,96.0,84.38,84.4% 4-year graduation rate
02M630,2015,2018-19,324.0,90.43,90.4% 4-year graduation rate
02M655,2015,2018-19,97.0,79.38,79.4% 4-year graduation rate
03M299,2015,2018-19,110.0,77.27,77.3% 4-year graduation rate
03M307,2015,2018-19,108.0,82.41,82.4% 4-year graduation rate
03M402,2015,2018-19,83.0,77.11,77.1% 4-year graduation rate
03M403,2015,2018-19,99.0,78.79,78.8% 4-year graduation rate
03M404,2015,2018-19,96.0,15.62,15.6% 4-year graduation rate
03M415,2015,2018-19,47.0,87.23,87.2% 4-year graduation rate
03M417,2015,2018-19,95.0,96.84,96.8% 4-year graduation rate
03M479,2015,2018-19,306.0,98.37,98.4% 4-year graduation rate
03M485,2015,2018-19,716.0,99.16,99.2% 4-year graduation rate
03M492,2015,2018-19,109.0,76.15,76.2% 4-year graduation rate
03M494,2015,2018-19,116.0,68.97,69.0% 4-year graduation rate
03M541,2015,2018-19,100.0,99.0,99.0% 4-year graduation rate
03M610,2015,2018-19,73.0,98.63,98.6% 4-year graduation rate
03M859,2015,2018-19,42.0,95.24,95.2% 4-year graduation rate
03M860,2015,2018-19,76.0,76.32,76.3% 4-year graduation rate
04M372,2015,2018-19,94.0,75.53,75.5% 4-year graduation rate
04M409,2015,2018-19,1.0,,Data suppressed
04M435,2015,2018-19,378.0,96.83,96.8% 4-year graduation rate
04M495,2015,2018-19,109.0,96.33,96.3% 4-year graduation rate
04M505,2015,2018-19,174.0,16.67,16.7% 4-year graduation rate
04M555,2015,2018-19,113.0,100.0,100.0% 4-year graduation rate
04M680,2015,2018-19,71.0,90.14,90.1% 4-year graduation rate
05M148,2015,2018-19,1.0,,Data suppressed
05M157,2015,2018-19,48.0,70.83,70.8% 4-year graduation rate
05M285,2015,2018-19,111.0,14.41,14.4% 4-year graduation rate
05M304,2015,2018-19,75.0,65.33,65.3% 4-year graduation rate
05M362,2015,2018-19,100.0,96.0,96.0% 4-year graduation rate
05M367,2015,2018-19,2.0,,Data suppressed
05M369,2015,2018-19,73.0,75.34,75.3% 4-year graduation rate
05M499,2015,2018-19,238.0,82.35,82.3% 4-year graduation rate
05M670,2015,2018-19,84.0,80.95,81.0% 4-year graduation rate
05M692,2015,2018-19,106.0,99.06,99.1% 4-year graduation rate
06M211,2015,2018-19,98.0,71.43,71.4% 4-year graduation rate
06M293,2015,2018-19,74.0,94.59,94.6% 4-year graduation rate
06M346,2015,2018-19,101.0,85.15,85.2% 4-year graduation rate
06M348,2015,2018-19,90.0,90.0,90.0% 4-year graduation rate
06M423,2015,2018-19,71.0,57.75,57.8% 4-year graduation rate
06M462,2015,2018-19,99.0,73.74,73.7% 4-year graduation rate
06M463,2015,2018-19,89.0,68.54,68.5% 4-year graduation rate
06M467,2015,2018-19,141.0,54.61,54.6% 4-year graduation rate
06M468,2015,2018-19,82.0,76.83,76.8% 4-year graduation rate
06M540,2015,2018-19,309.0,83.5,83.5% 4-year graduation rate
06M552,2015,2018-19,148.0,84.46,84.5% 4-year graduation rate
07X221,2015,2018-19,89.0,94.38,94.4% 4-year graduation rate
07X223,2015,2018-19,85.0,88.24,88.2% 4-year graduation rate
07X259,2015,2018-19,109.0,76.15,76.2% 4-year graduation rate
07X334,2015,2018-19,121.0,83.47,83.5% 4-year graduation rate
07X379,2015,2018-19,75.0,5.33,5.3% 4-year graduation rate
07X381,2015,2018-19,52.0,26.92,26.9% 4-year graduation rate
07X427,2015,2018-19,72.0,70.83,70.8% 4-year graduation rate
07X473,2015,2018-19,80.0,50.0,50.0% 4-year graduation rate
07X495,2015,2018-19,106.0,98.11,98.1% 4-year graduation rate
07X500,2015,2018-19,93.0,88.17,88.2% 4-year graduation rate
07X522,2015,2018-19,98.0,67.35,67.3% 4-year graduation rate
07X527,2015,2018-19,133.0,77.44,77.4% 4-year graduation rate
07X547,2015,2018-19,7.0,0.0,0.0% 4-year graduation rate
07X548,2015,2018-19,133.0,62.41,62.4% 4-year graduation rate
07X551,2015,2018-19,80.0,87.5,87.5% 4-year graduation rate
07X557,2015,2018-19,124.0,25.81,25.8% 4-year graduation rate
07X600,2015,2018-19,102.0,89.22,89.2% 4-year graduation rate
07X670,2015,2018-19,163.0,61.35,61.4% 4-year graduation rate
08X269,2015,2018-19,89.0,74.16,74.2% 4-year graduation rate
08X282,2015,2018-19,64.0,65.62,65.6% 4-year graduation rate
08X293,2015,2018-19,119.0,84.87,84.9% 4-year graduation rate
08X305,2015,2018-19,3.0,,Data suppressed
08X312,2015,2018-19,103.0,74.76,74.8% 4-year graduation rate
08X320,2015,2018-19,108.0,70.37,70.4% 4-year graduation rate
08X332,2015,2018-19,5.0,,Data suppressed
08X348,2015,2018-19,98.0,68.37,68.4% 4-year graduation rate
08X349,2015,2018-19,96.0,79.17,79.2% 4-year graduation rate
08X367,2015,2018-19,94.0,64.89,64.9% 4-year graduation rate
08X376,2015,2018-19,61.0,67.21,67.2% 4-year graduation rate
08X377,2015,2018-19,79.0,12.66,12.7% 4-year graduation rate
08X405,2015,2018-19,182.0,68.13,68.1% 4-year graduation rate
08X432,2015,2018-19,93.0,77.42,77.4% 4-year graduation rate
08X452,2015,2018-19,157.0,59.24,59.2% 4-year graduation rate
08X519,2015,2018-19,8.0,0.0,0.0% 4-year graduation rate
08X530,2015,2018-19,76.0,69.74,69.7% 4-year graduation rate
08X537,2015,2018-19,67.0,17.91,17.9% 4-year graduation rate
08X558,2015,2018-19,151.0,73.51,73.5% 4-year graduation rate
08X559,2015,2018-19,105.0,39.05,39.0% 4-year graduation rate
08X561,2015,2018-19,102.0,79.41,79.4% 4-year graduation rate
09X227,2015,2018-19,101.0,84.16,84.2% 4-year graduation rate
09X231,2015,2018-19,66.0,71.21,71.2% 4-year graduation rate
09X241,2015,2018-19,82.0,70.73,70.7% 4-year graduation rate
09X250,2015,2018-19,115.0,80.0,80.0% 4-year graduation rate
09X252,2015,2018-19,102.0,81.37,81.4% 4-year graduation rate
09X260,2015,2018-19,109.0,91.74,91.7% 4-year graduation rate
09X263,2015,2018-19,96.0,70.83,70.8% 4-year graduation rate
09X276,2015,2018-19,1.0,,Data suppressed
09X297,2015,2018-19,86.0,79.07,79.1% 4-year graduation rate
09X324,2015,2018-19,63.0,100.0,100.0% 4-year graduation rate
09X327,2015,2018-19,120.0,88.33,88.3% 4-year graduation rate
09X329,2015,2018-19,64.0,70.31,70.3% 4-year graduation rate
09X350,2015,2018-19,62.0,9.68,9.7% 4-year graduation rate
09X365,2015,2018-19,73.0,98.63,98.6% 4-year graduation rate
09X403,2015,2018-19,96.0,73.96,74.0% 4-year graduation rate
09X404,2015,2018-19,94.0,61.7,61.7% 4-year graduation rate
09X412,2015,2018-19,58.0,67.24,67.2% 4-year graduation rate
09X413,2015,2018-19,67.0,85.07,85.1% 4-year graduation rate
09X505,2015,2018-19,128.0,82.81,82.8% 4-year graduation rate
09X517,2015,2018-19,106.0,72.64,72.6% 4-year graduation rate
09X525,2015,2018-19,140.0,62.86,62.9% 4-year graduation rate
09X543,2015,2018-19,60.0,63.33,63.3% 4-year graduation rate
09X564,2015,2018-19,83.0,81.93,81.9% 4-year graduation rate
09X568,2015,2018-19,64.0,95.31,95.3% 4-year graduation rate
10X141,2015,2018-19,161.0,91.93,91.9% 4-year graduation rate
10X213,2015,2018-19,97.0,73.2,73.2% 4-year graduation rate
10X225,2015,2018-19,82.0,84.15,84.2% 4-year graduation rate
10X237,2015,2018-19,119.0,70.59,70.6% 4-year graduation rate
10X243,2015,2018-19,70.0,80.0,80.0% 4-year graduation rate
10X264,2015,2018-19,100.0,70.0,70.0% 4-year graduation rate
10X268,2015,2018-19,143.0,62.94,62.9% 4-year graduation rate
10X284,2015,2018-19,81.0,79.01,79.0% 4-year graduation rate
10X319,2015,2018-19,115.0,12.17,12.2% 4-year graduation rate
10X342,2015,2018-19,103.0,65.05,65.0% 4-year graduation rate
10X351,2015,2018-19,120.0,70.83,70.8% 4-year graduation rate
10X353,2015,2018-19,109.0,92.66,92.7% 4-year graduation rate
10X368,2015,2018-19,108.0,90.74,90.7% 4-year graduation rate
10X374,2015,2018-19,124.0,87.9,87.9% 4-year graduation rate
10X397,2015,2018-19,119.0,20.17,20.2% 4-year graduation rate
10X433,2015,2018-19,102.0,81.37,81.4% 4-year graduation rate
10X434,2015,2018-19,87.0,82.76,82.8% 4-year graduation rate
10X437,2015,2018-19,62.0,95.16,95.2% 4-year graduation rate
10X438,2015,2018-19,64.0,89.06,89.1% 4-year graduation rate
10X439,2015,2018-19,83.0,95.18,95.2% 4-year graduation rate
10X440,2015,2018-19,307.0,77.85,77.8% 4-year graduation rate
10X442,2015,2018-19,96.0,96.88,96.9% 4-year graduation rate
10X445,2015,2018-19,741.0,99.6,99.6% 4-year graduation rate
10X477,2015,2018-19,112.0,94.64,94.6% 4-year graduation rate
10X524,2015,2018-19,85.0,74.12,74.1% 4-year graduation rate
10X546,2015,2018-19,79.0,83.54,83.5% 4-year graduation rate
10X549,2015,2018-19,116.0,85.34,85.3% 4-year graduation rate
10X565,2015,2018-19,104.0,75.0,75.0% 4-year graduation rate
10X696,2015,2018-19,100.0,100.0,100.0% 4-year graduation rate
