DBN,school_year,ela_number_tested,ela_mean_scale_score,ela_pct_proficient,ela_pct_proficient_label
07X224,2022-23,183.0,435.2,25.68,25.7% ELA proficiency (Levels 3+4)
07X277,2022-23,121.0,438.3,33.06,33.1% ELA proficiency (Levels 3+4)
07X296,2022-23,189.0,441.9,37.04,37.0% ELA proficiency (Levels 3+4)
07X298,2022-23,99.0,437.4,32.32,32.3% ELA proficiency (Levels 3+4)
07X343,2022-23,261.0,445.0,42.91,42.9% ELA proficiency (Levels 3+4)
07X359,2022-23,81.0,471.8,86.42,86.4% ELA proficiency (Levels 3+4)
07X369,2022-23,69.0,437.5,27.54,27.5% ELA proficiency (Levels 3+4)
07X500,2022-23,168.0,441.9,40.48,40.5% ELA proficiency (Levels 3+4)
07X551,2022-23,171.0,437.2,22.81,22.8% ELA proficiency (Levels 3+4)
07X584,2022-23,165.0,438.7,33.94,33.9% ELA proficiency (Levels 3+4)
08X014,2022-23,247.0,446.6,51.01,51.0% ELA proficiency (Levels 3+4)
08X036,2022-23,304.0,,,Data suppressed
08X048,2022-23,171.0,433.9,26.32,26.3% ELA proficiency (Levels 3+4)
08X062,2022-23,198.0,435.4,25.25,25.2% ELA proficiency (Levels 3+4)
08X069,2022-23,204.0,440.3,30.88,30.9% ELA proficiency (Levels 3+4)
08X071,2022-23,745.0,449.7,53.02,53.0% ELA proficiency (Levels 3+4)
08X072,2022-23,263.0,438.7,32.7,32.7% ELA proficiency (Levels 3+4)
08X075,2022-23,197.0,440.6,34.52,34.5% ELA proficiency (Levels 3+4)
08X093,2022-23,109.0,435.6,22.02,22.0% ELA proficiency (Levels 3+4)
08X100,2022-23,184.0,433.0,22.83,22.8% ELA proficiency (Levels 3+4)
08X101,2022-23,479.0,458.7,68.48,68.5% ELA proficiency (Levels 3+4)
08X107,2022-23,199.0,438.8,33.67,33.7% ELA proficiency (Levels 3+4)
08X119,2022-23,247.0,440.7,38.46,38.5% ELA proficiency (Levels 3+4)
08X123,2022-23,439.0,438.8,33.94,33.9% ELA proficiency (Levels 3+4)
08X130,2022-23,135.0,438.5,31.85,31.9% ELA proficiency (Levels 3+4)
08X131,2022-23,308.0,439.4,33.77,33.8% ELA proficiency (Levels 3+4)
08X138,2022-23,222.0,439.8,32.43,32.4% ELA proficiency (Levels 3+4)
08X140,2022-23,157.0,436.6,31.85,31.9% ELA proficiency (Levels 3+4)
08X146,2022-23,126.0,433.3,23.81,23.8% ELA proficiency (Levels 3+4)
08X152,2022-23,298.0,438.5,34.56,34.6% ELA proficiency (Levels 3+4)
08X182,2022-23,234.0,441.1,38.46,38.5% ELA proficiency (Levels 3+4)
08X269,2022-23,261.0,440.3,35.63,35.6% ELA proficiency (Levels 3+4)
08X301,2022-23,167.0,434.7,25.75,25.8% ELA proficiency (Levels 3+4)
08X302,2022-23,318.0,440.7,33.96,34.0% ELA proficiency (Levels 3+4)
08X304,2022-23,209.0,453.3,59.33,59.3% ELA proficiency (Levels 3+4)
08X333,2022-23,197.0,431.1,15.74,15.7% ELA proficiency (Levels 3+4)
08X337,2022-23,355.0,445.8,43.1,43.1% ELA proficiency (Levels 3+4)
08X367,2022-23,202.0,442.3,42.08,42.1% ELA proficiency (Levels 3+4)
08X371,2022-23,342.0,452.9,58.77,58.8% ELA proficiency (Levels 3+4)
08X375,2022-23,158.0,443.1,36.71,36.7% ELA proficiency (Levels 3+4)
08X376,2022-23,149.0,443.4,36.24,36.2% ELA proficiency (Levels 3+4)
08X392,2022-23,182.0,445.2,42.31,42.3% ELA proficiency (Levels 3+4)
08X424,2022-23,232.0,437.9,30.6,30.6% ELA proficiency (Levels 3+4)
08X448,2022-23,273.0,433.6,20.15,20.1% ELA proficiency (Levels 3+4)
08X467,2022-23,263.0,442.4,39.54,39.5% ELA proficiency (Levels 3+4)
08X562,2022-23,512.0,444.9,42.97,43.0% ELA proficiency (Levels 3+4)
08X583,2022-23,139.0,447.4,47.48,47.5% ELA proficiency (Levels 3+4)
09X004,2022-23,196.0,453.5,62.24,62.2% ELA proficiency (Levels 3+4)
09X011,2022-23,166.0,437.8,34.34,34.3% ELA proficiency (Levels 3+4)
09X022,2022-23,243.0,436.4,25.93,25.9% ELA proficiency (Levels 3+4)
09X028,2022-23,199.0,438.8,36.18,36.2% ELA proficiency (Levels 3+4)
09X035,2022-23,195.0,432.3,20.51,20.5% ELA proficiency (Levels 3+4)
09X042,2022-23,125.0,439.4,26.4,26.4% ELA proficiency (Levels 3+4)
09X053,2022-23,271.0,437.0,29.89,29.9% ELA proficiency (Levels 3+4)
09X055,2022-23,191.0,432.4,18.85,18.9% ELA proficiency (Levels 3+4)
09X058,2022-23,131.0,435.1,25.95,25.9% ELA proficiency (Levels 3+4)
09X063,2022-23,148.0,438.8,31.08,31.1% ELA proficiency (Levels 3+4)
09X070,2022-23,342.0,430.9,15.79,15.8% ELA proficiency (Levels 3+4)
09X073,2022-23,136.0,431.3,16.91,16.9% ELA proficiency (Levels 3+4)
09X088,2022-23,38.0,448.1,47.37,47.4% ELA proficiency (Levels 3+4)
09X109,2022-23,158.0,433.9,20.25,20.2% ELA proficiency (Levels 3+4)
09X110,2022-23,144.0,431.2,18.06,18.1% ELA proficiency (Levels 3+4)
09X114,2022-23,200.0,432.6,22.0,22.0% ELA proficiency (Levels 3+4)
09X117,2022-23,318.0,438.7,32.7,32.7% ELA proficiency (Levels 3+4)
09X126,2022-23,163.0,435.2,25.77,25.8% ELA proficiency (Levels 3+4)
09X128,2022-23,290.0,447.3,48.62,48.6% ELA proficiency (Levels 3+4)
09X132,2022-23,147.0,439.4,29.25,29.2% ELA proficiency (Levels 3+4)
09X163,2022-23,134.0,439.0,32.84,32.8% ELA proficiency (Levels 3+4)
09X199,2022-23,189.0,443.7,39.15,39.1% ELA proficiency (Levels 3+4)
09X204,2022-23,252.0,450.0,50.4,50.4% ELA proficiency (Levels 3+4)
09X215,2022-23,208.0,445.6,37.98,38.0% ELA proficiency (Levels 3+4)
09X218,2022-23,569.0,443.1,39.19,39.2% ELA proficiency (Levels 3+4)
09X219,2022-23,211.0,438.0,25.12,25.1% ELA proficiency (Levels 3+4)
09X229,2022-23,139.0,440.2,38.85,38.9% ELA proficiency (Levels 3+4)
09X231,2022-23,95.0,446.4,48.42,48.4% ELA proficiency (Levels 3+4)
09X232,2022-23,266.0,437.3,30.83,30.8% ELA proficiency (Levels 3+4)
09X236,2022-23,95.0,444.1,36.84,36.8% ELA proficiency (Levels 3+4)
09X241,2022-23,209.0,436.2,26.79,26.8% ELA proficiency (Levels 3+4)
09X274,2022-23,179.0,432.1,21.23,21.2% ELA proficiency (Levels 3+4)
09X294,2022-23,183.0,438.9,30.05,30.1% ELA proficiency (Levels 3+4)
09X303,2022-23,306.0,444.0,44.44,44.4% ELA proficiency (Levels 3+4)
09X311,2022-23,94.0,440.2,31.91,31.9% ELA proficiency (Levels 3+4)
09X313,2022-23,151.0,436.5,23.84,23.8% ELA proficiency (Levels 3+4)
09X323,2022-23,216.0,442.5,43.98,44.0% ELA proficiency (Levels 3+4)
09X324,2022-23,94.0,446.2,40.43,40.4% ELA proficiency (Levels 3+4)
09X327,2022-23,278.0,441.2,38.85,38.9% ELA proficiency (Levels 3+4)
09X328,2022-23,127.0,444.8,40.94,40.9% ELA proficiency (Levels 3+4)
09X339,2022-23,157.0,437.9,30.57,30.6% ELA proficiency (Levels 3+4)
09X361,2022-23,321.0,436.8,28.04,28.0% ELA proficiency (Levels 3+4)
09X413,2022-23,128.0,444.1,42.97,43.0% ELA proficiency (Levels 3+4)
09X443,2022-23,147.0,447.5,46.94,46.9% ELA proficiency (Levels 3+4)
09X449,2022-23,156.0,438.0,30.13,30.1% ELA proficiency (Levels 3+4)
09X454,2022-23,330.0,452.2,57.27,57.3% ELA proficiency (Levels 3+4)
09X457,2022-23,142.0,432.0,22.54,22.5% ELA proficiency (Levels 3+4)
09X505,2022-23,248.0,445.9,47.18,47.2% ELA proficiency (Levels 3+4)
09X555,2022-23,172.0,446.4,46.51,46.5% ELA proficiency (Levels 3+4)
09X568,2022-23,183.0,446.6,43.17,43.2% ELA proficiency (Levels 3+4)
09X593,2022-23,121.0,424.1,11.57,11.6% ELA proficiency (Levels 3+4)
09X594,2022-23,148.0,445.0,43.92,43.9% ELA proficiency (Levels 3+4)
10X003,2022-23,172.0,445.2,48.84,48.8% ELA proficiency (Levels 3+4)
10X007,2022-23,186.0,459.7,67.2,67.2% ELA proficiency (Levels 3+4)
10X008,2022-23,313.0,446.0,40.89,40.9% ELA proficiency (Levels 3+4)
10X009,2022-23,242.0,439.0,30.99,31.0% ELA proficiency (Levels 3+4)
10X015,2022-23,283.0,445.5,47.35,47.4% ELA proficiency (Levels 3+4)
10X020,2022-23,495.0,437.8,30.3,30.3% ELA proficiency (Levels 3+4)
10X023,2022-23,144.0,438.7,29.86,29.9% ELA proficiency (Levels 3+4)
10X024,2022-23,245.0,469.4,87.35,87.3% ELA proficiency (Levels 3+4)
10X032,2022-23,259.0,434.7,23.55,23.6% ELA proficiency (Levels 3+4)
10X033,2022-23,338.0,436.0,29.88,29.9% ELA proficiency (Levels 3+4)
10X037,2022-23,280.0,442.3,35.0,35.0% ELA proficiency (Levels 3+4)
10X045,2022-23,420.0,447.0,45.48,45.5% ELA proficiency (Levels 3+4)
10X046,2022-23,306.0,435.2,27.45,27.4% ELA proficiency (Levels 3+4)
10X051,2022-23,42.0,437.2,21.43,21.4% ELA proficiency (Levels 3+4)
10X054,2022-23,148.0,439.1,29.05,29.1% ELA proficiency (Levels 3+4)
10X056,2022-23,271.0,445.1,44.65,44.6% ELA proficiency (Levels 3+4)
10X059,2022-23,189.0,430.6,18.52,18.5% ELA proficiency (Levels 3+4)
10X077,2022-23,193.0,435.0,24.87,24.9% ELA proficiency (Levels 3+4)
10X080,2022-23,553.0,437.6,34.36,34.4% ELA proficiency (Levels 3+4)
10X081,2022-23,233.0,465.4,80.26,80.3% ELA proficiency (Levels 3+4)
10X085,2022-23,304.0,436.2,25.66,25.7% ELA proficiency (Levels 3+4)
10X086,2022-23,656.0,441.5,36.28,36.3% ELA proficiency (Levels 3+4)
10X091,2022-23,204.0,438.8,28.92,28.9% ELA proficiency (Levels 3+4)
10X094,2022-23,409.0,435.4,24.94,24.9% ELA proficiency (Levels 3+4)
10X095,2022-23,607.0,441.7,37.4,37.4% ELA proficiency (Levels 3+4)
10X118,2022-23,569.0,446.9,49.21,49.2% ELA proficiency (Levels 3+4)
10X141,2022-23,591.0,452.5,58.88,58.9% ELA proficiency (Levels 3+4)
10X159,2022-23,64.0,437.5,31.25,31.2% ELA proficiency (Levels 3+4)
10X205,2022-23,329.0,439.4,28.88,28.9% ELA proficiency (Levels 3+4)
10X206,2022-23,154.0,438.4,25.32,25.3% ELA proficiency (Levels 3+4)
10X207,2022-23,163.0,438.8,30.67,30.7% ELA proficiency (Levels 3+4)
10X225,2022-23,95.0,444.0,44.21,44.2% ELA proficiency (Levels 3+4)
10X226,2022-23,139.0,446.1,46.04,46.0% ELA proficiency (Levels 3+4)
10X228,2022-23,260.0,449.0,53.08,53.1% ELA proficiency (Levels 3+4)
10X243,2022-23,229.0,439.7,31.88,31.9% ELA proficiency (Levels 3+4)
10X244,2022-23,565.0,447.9,47.26,47.3% ELA proficiency (Levels 3+4)
10X246,2022-23,238.0,434.5,23.95,23.9% ELA proficiency (Levels 3+4)
10X254,2022-23,431.0,438.2,30.86,30.9% ELA proficiency (Levels 3+4)
10X279,2022-23,530.0,443.6,39.06,39.1% ELA proficiency (Levels 3+4)
10X280,2022-23,477.0,444.3,41.93,41.9% ELA proficiency (Levels 3+4)
10X291,2022-23,241.0,443.4,42.32,42.3% ELA proficiency (Levels 3+4)
10X306,2022-23,232.0,439.2,31.47,31.5% ELA proficiency (Levels 3+4)
10X308,2022-23,230.0,450.9,57.83,57.8% ELA proficiency (Levels 3+4)
10X310,2022-23,203.0,439.1,32.02,32.0% ELA proficiency (Levels 3+4)
10X315,2022-23,138.0,449.6,48.55,48.5% ELA proficiency (Levels 3+4)
10X331,2022-23,315.0,443.1,38.41,38.4% ELA proficiency (Levels 3+4)
10X340,2022-23,212.0,443.1,39.62,39.6% ELA proficiency (Levels 3+4)
10X342,2022-23,113.0,430.5,15.93,15.9% ELA proficiency (Levels 3+4)
10X344,2022-23,137.0,447.8,51.09,51.1% ELA proficiency (Levels 3+4)
10X360,2022-23,132.0,435.4,25.76,25.8% ELA proficiency (Levels 3+4)
10X363,2022-23,634.0,439.5,34.38,34.4% ELA proficiency (Levels 3+4)
10X368,2022-23,382.0,446.6,47.64,47.6% ELA proficiency (Levels 3+4)
10X386,2022-23,201.0,438.0,36.32,36.3% ELA proficiency (Levels 3+4)
10X390,2022-23,352.0,442.3,38.07,38.1% ELA proficiency (Levels 3+4)
10X391,2022-23,309.0,434.9,26.54,26.5% ELA proficiency (Levels 3+4)
10X396,2022-23,74.0,444.3,36.49,36.5% ELA proficiency (Levels 3+4)
10X447,2022-23,403.0,441.2,35.73,35.7% ELA proficiency (Levels 3+4)
11X016,2022-23,115.0,435.7,21.74,21.7% ELA proficiency (Levels 3+4)
11X019,2022-23,407.0,454.6,60.44,60.4% ELA proficiency (Levels 3+4)
11X021,2022-23,262.0,436.1,22.9,22.9% ELA proficiency (Levels 3+4)
11X041,2022-23,328.0,432.5,23.78,23.8% ELA proficiency (Levels 3+4)
11X068,2022-23,227.0,450.5,55.51,55.5% ELA proficiency (Levels 3+4)
11X076,2022-23,301.0,439.6,34.22,34.2% ELA proficiency (Levels 3+4)
11X078,2022-23,287.0,438.3,28.92,28.9% ELA proficiency (Levels 3+4)
11X083,2022-23,897.0,447.9,48.94,48.9% ELA proficiency (Levels 3+4)
11X087,2022-23,157.0,438.2,35.67,35.7% ELA proficiency (Levels 3+4)
11X089,2022-23,732.0,444.7,41.26,41.3% ELA proficiency (Levels 3+4)
11X096,2022-23,287.0,458.1,69.69,69.7% ELA proficiency (Levels 3+4)
11X097,2022-23,204.0,446.6,45.1,45.1% ELA proficiency (Levels 3+4)
11X103,2022-23,235.0,446.3,47.23,47.2% ELA proficiency (Levels 3+4)
11X105,2022-23,297.0,439.0,32.32,32.3% ELA proficiency (Levels 3+4)
11X106,2022-23,397.0,442.9,36.78,36.8% ELA proficiency (Levels 3+4)
11X108,2022-23,190.0,452.1,56.84,56.8% ELA proficiency (Levels 3+4)
11X111,2022-23,192.0,433.5,21.88,21.9% ELA proficiency (Levels 3+4)
11X112,2022-23,141.0,436.0,26.95,26.9% ELA proficiency (Levels 3+4)
11X121,2022-23,253.0,440.5,35.18,35.2% ELA proficiency (Levels 3+4)
11X127,2022-23,753.0,449.6,49.67,49.7% ELA proficiency (Levels 3+4)
11X144,2022-23,367.0,447.1,47.96,48.0% ELA proficiency (Levels 3+4)
11X153,2022-23,222.0,457.3,67.57,67.6% ELA proficiency (Levels 3+4)
11X160,2022-23,116.0,443.8,41.38,41.4% ELA proficiency (Levels 3+4)
11X169,2022-23,102.0,451.9,59.8,59.8% ELA proficiency (Levels 3+4)
11X175,2022-23,143.0,447.3,45.45,45.5% ELA proficiency (Levels 3+4)
11X178,2022-23,136.0,440.6,33.82,33.8% ELA proficiency (Levels 3+4)
11X180,2022-23,679.0,448.5,50.96,51.0% ELA proficiency (Levels 3+4)
11X181,2022-23,585.0,451.7,55.38,55.4% ELA proficiency (Levels 3+4)
11X189,2022-23,111.0,433.9,27.93,27.9% ELA proficiency (Levels 3+4)
11X194,2022-23,715.0,443.2,41.12,41.1% ELA proficiency (Levels 3+4)
11X287,2022-23,312.0,437.2,28.85,28.9% ELA proficiency (Levels 3+4)
11X326,2022-23,293.0,446.9,45.39,45.4% ELA proficiency (Levels 3+4)
11X355,2022-23,202.0,440.6,37.13,37.1% ELA proficiency (Levels 3+4)
11X357,2022-23,130.0,447.7,48.46,48.5% ELA proficiency (Levels 3+4)
11X370,2022-23,328.0,441.3,35.37,35.4% ELA proficiency (Levels 3+4)
11X462,2022-23,154.0,444.4,35.06,35.1% ELA proficiency (Levels 3+4)
11X468,2022-23,229.0,445.4,44.1,44.1% ELA proficiency (Levels 3+4)
11X481,2022-23,105.0,463.0,74.29,74.3% ELA proficiency (Levels 3+4)
11X483,2022-23,117.0,440.3,34.19,34.2% ELA proficiency (Levels 3+4)
11X498,2022-23,428.0,448.5,50.93,50.9% ELA proficiency (Levels 3+4)
11X529,2022-23,304.0,448.4,49.67,49.7% ELA proficiency (Levels 3+4)
11X532,2022-23,252.0,444.6,44.84,44.8% ELA proficiency (Levels 3+4)
11X556,2022-23,326.0,441.4,36.81,36.8% ELA proficiency (Levels 3+4)
11X566,2022-23,287.0,444.8,42.51,42.5% ELA proficiency (Levels 3+4)
11X567,2022-23,129.0,433.9,24.03,24.0% ELA proficiency (Levels 3+4)
12X006,2022-23,181.0,436.8,27.07,27.1% ELA proficiency (Levels 3+4)
12X044,2022-23,90.0,439.3,25.56,25.6% ELA proficiency (Levels 3+4)
12X047,2022-23,390.0,437.1,28.46,28.5% ELA proficiency (Levels 3+4)
12X057,2022-23,163.0,438.6,31.9,31.9% ELA proficiency (Levels 3+4)
12X061,2022-23,104.0,441.1,32.69,32.7% ELA proficiency (Levels 3+4)
12X066,2022-23,185.0,439.4,33.51,33.5% ELA proficiency (Levels 3+4)
12X067,2022-23,112.0,456.2,64.29,64.3% ELA proficiency (Levels 3+4)
12X129,2022-23,259.0,443.9,40.93,40.9% ELA proficiency (Levels 3+4)
12X134,2022-23,164.0,438.0,31.71,31.7% ELA proficiency (Levels 3+4)
12X150,2022-23,243.0,438.2,32.92,32.9% ELA proficiency (Levels 3+4)
12X190,2022-23,190.0,444.8,42.11,42.1% ELA proficiency (Levels 3+4)
12X195,2022-23,295.0,,,Data suppressed
12X196,2022-23,293.0,439.0,32.42,32.4% ELA proficiency (Levels 3+4)
12X211,2022-23,85.0,430.1,12.94,12.9% ELA proficiency (Levels 3+4)
12X214,2022-23,526.0,437.7,34.03,34.0% ELA proficiency (Levels 3+4)
12X217,2022-23,167.0,435.8,29.34,29.3% ELA proficiency (Levels 3+4)
12X242,2022-23,275.0,444.0,42.55,42.5% ELA proficiency (Levels 3+4)
12X267,2022-23,164.0,444.2,41.46,41.5% ELA proficiency (Levels 3+4)
12X271,2022-23,165.0,438.9,29.09,29.1% ELA proficiency (Levels 3+4)
12X273,2022-23,179.0,445.1,41.9,41.9% ELA proficiency (Levels 3+4)
12X286,2022-23,222.0,436.5,27.93,27.9% ELA proficiency (Levels 3+4)
12X300,2022-23,229.0,432.8,20.09,20.1% ELA proficiency (Levels 3+4)
12X314,2022-23,90.0,437.7,28.89,28.9% ELA proficiency (Levels 3+4)
12X316,2022-23,255.0,448.1,47.06,47.1% ELA proficiency (Levels 3+4)
12X318,2022-23,261.0,438.6,29.12,29.1% ELA proficiency (Levels 3+4)
12X341,2022-23,196.0,435.3,28.57,28.6% ELA proficiency (Levels 3+4)
12X383,2022-23,349.0,443.1,37.25,37.2% ELA proficiency (Levels 3+4)
12X458,2022-23,100.0,449.9,52.0,52.0% ELA proficiency (Levels 3+4)
12X463,2022-23,137.0,447.6,44.53,44.5% ELA proficiency (Levels 3+4)
12X531,2022-23,116.0,432.5,20.69,20.7% ELA proficiency (Levels 3+4)
12X536,2022-23,123.0,440.3,30.89,30.9% ELA proficiency (Levels 3+4)
12X595,2022-23,101.0,432.4,18.81,18.8% ELA proficiency (Levels 3+4)
12X691,2022-23,122.0,446.9,45.9,45.9% ELA proficiency (Levels 3+4)
13K003,2022-23,92.0,440.2,29.35,29.4% ELA proficiency (Levels 3+4)
13K008,2022-23,220.0,466.2,86.36,86.4% ELA proficiency (Levels 3+4)
13K009,2022-23,239.0,458.4,64.02,64.0% ELA proficiency (Levels 3+4)
13K011,2022-23,305.0,472.7,88.85,88.8% ELA proficiency (Levels 3+4)
13K020,2022-23,190.0,461.4,75.26,75.3% ELA proficiency (Levels 3+4)
13K044,2022-23,55.0,437.7,29.09,29.1% ELA proficiency (Levels 3+4)
13K046,2022-23,71.0,435.2,19.72,19.7% ELA proficiency (Levels 3+4)
13K054,2022-23,25.0,433.2,12.0,12.0% ELA proficiency (Levels 3+4)
13K056,2022-23,118.0,453.0,54.24,54.2% ELA proficiency (Levels 3+4)
13K067,2022-23,81.0,436.0,23.46,23.5% ELA proficiency (Levels 3+4)
13K093,2022-23,59.0,437.7,33.9,33.9% ELA proficiency (Levels 3+4)
13K113,2022-23,193.0,444.5,42.49,42.5% ELA proficiency (Levels 3+4)
13K133,2022-23,211.0,459.3,66.82,66.8% ELA proficiency (Levels 3+4)
13K256,2022-23,77.0,438.4,31.17,31.2% ELA proficiency (Levels 3+4)
13K266,2022-23,49.0,443.6,34.69,34.7% ELA proficiency (Levels 3+4)
13K270,2022-23,23.0,,,Data suppressed
13K282,2022-23,146.0,452.2,60.27,60.3% ELA proficiency (Levels 3+4)
13K287,2022-23,42.0,448.4,57.14,57.1% ELA proficiency (Levels 3+4)
13K301,2022-23,67.0,445.2,34.33,34.3% ELA proficiency (Levels 3+4)
13K307,2022-23,110.0,433.6,23.64,23.6% ELA proficiency (Levels 3+4)
13K313,2022-23,193.0,456.3,66.32,66.3% ELA proficiency (Levels 3+4)
13K351,2022-23,138.0,442.0,36.96,37.0% ELA proficiency (Levels 3+4)
13K492,2022-23,366.0,460.8,73.5,73.5% ELA proficiency (Levels 3+4)
13K527,2022-23,107.0,447.6,47.66,47.7% ELA proficiency (Levels 3+4)
13K691,2022-23,150.0,448.6,49.33,49.3% ELA proficiency (Levels 3+4)
13K915,2022-23,185.0,463.7,77.3,77.3% ELA proficiency (Levels 3+4)
14K016,2022-23,62.0,432.4,11.29,11.3% ELA proficiency (Levels 3+4)
14K017,2022-23,83.0,437.4,33.73,33.7% ELA proficiency (Levels 3+4)
14K018,2022-23,64.0,431.8,17.19,17.2% ELA proficiency (Levels 3+4)
14K023,2022-23,64.0,438.8,32.81,32.8% ELA proficiency (Levels 3+4)
14K031,2022-23,142.0,470.8,88.03,88.0% ELA proficiency (Levels 3+4)
14K034,2022-23,125.0,466.5,80.0,80.0% ELA proficiency (Levels 3+4)
14K050,2022-23,267.0,457.2,65.92,65.9% ELA proficiency (Levels 3+4)
14K059,2022-23,98.0,440.1,33.67,33.7% ELA proficiency (Levels 3+4)
14K071,2022-23,116.0,437.4,25.86,25.9% ELA proficiency (Levels 3+4)
14K084,2022-23,310.0,451.0,54.84,54.8% ELA proficiency (Levels 3+4)
14K110,2022-23,170.0,458.4,70.59,70.6% ELA proficiency (Levels 3+4)
14K120,2022-23,107.0,440.5,28.04,28.0% ELA proficiency (Levels 3+4)
14K126,2022-23,151.0,443.6,41.06,41.1% ELA proficiency (Levels 3+4)
14K132,2022-23,202.0,461.0,72.28,72.3% ELA proficiency (Levels 3+4)
14K147,2022-23,50.0,443.7,38.0,38.0% ELA proficiency (Levels 3+4)
14K157,2022-23,149.0,437.4,33.56,33.6% ELA proficiency (Levels 3+4)
14K196,2022-23,86.0,442.7,41.86,41.9% ELA proficiency (Levels 3+4)
14K250,2022-23,117.0,438.6,28.21,28.2% ELA proficiency (Levels 3+4)
14K257,2022-23,186.0,446.5,47.31,47.3% ELA proficiency (Levels 3+4)
14K297,2022-23,85.0,449.5,50.59,50.6% ELA proficiency (Levels 3+4)
14K318,2022-23,595.0,459.1,68.57,68.6% ELA proficiency (Levels 3+4)
14K380,2022-23,135.0,453.5,62.22,62.2% ELA proficiency (Levels 3+4)
14K414,2022-23,221.0,454.6,60.63,60.6% ELA proficiency (Levels 3+4)
14K577,2022-23,327.0,455.0,66.06,66.1% ELA proficiency (Levels 3+4)
14K582,2022-23,251.0,450.3,54.98,55.0% ELA proficiency (Levels 3+4)
14K586,2022-23,33.0,,,Data suppressed
14K614,2022-23,51.0,446.5,47.06,47.1% ELA proficiency (Levels 3+4)
15K001,2022-23,351.0,438.6,29.06,29.1% ELA proficiency (Levels 3+4)
15K010,2022-23,335.0,464.9,79.1,79.1% ELA proficiency (Levels 3+4)
15K015,2022-23,93.0,437.9,34.41,34.4% ELA proficiency (Levels 3+4)
15K024,2022-23,197.0,442.4,38.58,38.6% ELA proficiency (Levels 3+4)
15K029,2022-23,292.0,469.4,88.36,88.4% ELA proficiency (Levels 3+4)
15K032,2022-23,133.0,461.0,67.67,67.7% ELA proficiency (Levels 3+4)
15K038,2022-23,212.0,460.5,66.51,66.5% ELA proficiency (Levels 3+4)
15K039,2022-23,130.0,469.6,89.23,89.2% ELA proficiency (Levels 3+4)
15K051,2022-23,850.0,456.4,65.88,65.9% ELA proficiency (Levels 3+4)
15K058,2022-23,307.0,,,Data suppressed
15K088,2022-23,743.0,458.2,67.43,67.4% ELA proficiency (Levels 3+4)
15K094,2022-23,466.0,451.0,54.08,54.1% ELA proficiency (Levels 3+4)
15K107,2022-23,189.0,463.8,82.01,82.0% ELA proficiency (Levels 3+4)
15K118,2022-23,100.0,467.6,78.0,78.0% ELA proficiency (Levels 3+4)
15K124,2022-23,84.0,445.9,44.05,44.0% ELA proficiency (Levels 3+4)
15K130,2022-23,300.0,458.1,67.67,67.7% ELA proficiency (Levels 3+4)
15K131,2022-23,297.0,451.8,55.22,55.2% ELA proficiency (Levels 3+4)
15K136,2022-23,330.0,438.0,26.06,26.1% ELA proficiency (Levels 3+4)
15K146,2022-23,25.0,447.0,52.0,52.0% ELA proficiency (Levels 3+4)
15K154,2022-23,154.0,465.3,81.82,81.8% ELA proficiency (Levels 3+4)
15K169,2022-23,359.0,447.2,47.35,47.4% ELA proficiency (Levels 3+4)
15K172,2022-23,112.0,468.4,92.86,92.9% ELA proficiency (Levels 3+4)
15K230,2022-23,368.0,459.2,67.93,67.9% ELA proficiency (Levels 3+4)
15K261,2022-23,131.0,454.8,67.94,67.9% ELA proficiency (Levels 3+4)
15K295,2022-23,94.0,456.4,65.96,66.0% ELA proficiency (Levels 3+4)
15K321,2022-23,510.0,466.7,85.1,85.1% ELA proficiency (Levels 3+4)
15K442,2022-23,228.0,463.6,78.95,79.0% ELA proficiency (Levels 3+4)
15K443,2022-23,349.0,465.8,81.38,81.4% ELA proficiency (Levels 3+4)
15K447,2022-23,322.0,461.5,74.84,74.8% ELA proficiency (Levels 3+4)
15K448,2022-23,120.0,458.6,69.17,69.2% ELA proficiency (Levels 3+4)
15K464,2022-23,153.0,451.4,60.78,60.8% ELA proficiency (Levels 3+4)
15K497,2022-23,326.0,457.4,65.64,65.6% ELA proficiency (Levels 3+4)
15K516,2022-23,143.0,442.3,38.46,38.5% ELA proficiency (Levels 3+4)
15K676,2022-23,54.0,440.8,37.04,37.0% ELA proficiency (Levels 3+4)
15K821,2022-23,311.0,442.9,38.91,38.9% ELA proficiency (Levels 3+4)
15K839,2022-23,200.0,454.7,60.0,60.0% ELA proficiency (Levels 3+4)
15K896,2022-23,40.0,451.6,60.0,60.0% ELA proficiency (Levels 3+4)
16K005,2022-23,42.0,448.8,50.0,50.0% ELA proficiency (Levels 3+4)
16K021,2022-23,162.0,456.9,63.58,63.6% ELA proficiency (Levels 3+4)
16K025,2022-23,20.0,,,Data suppressed
16K026,2022-23,67.0,447.1,44.78,44.8% ELA proficiency (Levels 3+4)
16K035,2022-23,166.0,453.6,59.64,59.6% ELA proficiency (Levels 3+4)
16K040,2022-23,113.0,462.6,80.53,80.5% ELA proficiency (Levels 3+4)
16K057,2022-23,74.0,438.6,31.08,31.1% ELA proficiency (Levels 3+4)
16K081,2022-23,64.0,443.9,31.25,31.2% ELA proficiency (Levels 3+4)
16K243,2022-23,66.0,431.5,18.18,18.2% ELA proficiency (Levels 3+4)
16K262,2022-23,48.0,444.6,35.42,35.4% ELA proficiency (Levels 3+4)
16K267,2022-23,140.0,448.5,49.29,49.3% ELA proficiency (Levels 3+4)
