DBN,school_year,math_number_tested,math_mean_scale_score,math_pct_proficient,math_pct_proficient_label
17K353,2022-23,105.0,438.7,23.81,23.8% Math proficiency (Levels 3+4)
17K354,2022-23,179.0,457.5,59.22,59.2% Math proficiency (Levels 3+4)
17K375,2022-23,92.0,441.2,35.87,35.9% Math proficiency (Levels 3+4)
17K382,2022-23,139.0,437.0,25.18,25.2% Math proficiency (Levels 3+4)
17K394,2022-23,122.0,432.3,18.85,18.9% Math proficiency (Levels 3+4)
17K397,2022-23,61.0,459.1,63.93,63.9% Math proficiency (Levels 3+4)
17K398,2022-23,94.0,432.3,20.21,20.2% Math proficiency (Levels 3+4)
17K399,2022-23,63.0,432.0,22.22,22.2% Math proficiency (Levels 3+4)
17K484,2022-23,91.0,445.0,40.66,40.7% Math proficiency (Levels 3+4)
17K532,2022-23,148.0,450.0,52.7,52.7% Math proficiency (Levels 3+4)
17K543,2022-23,134.0,464.2,76.12,76.1% Math proficiency (Levels 3+4)
17K590,2022-23,140.0,465.2,74.29,74.3% Math proficiency (Levels 3+4)
17K705,2022-23,101.0,443.2,35.64,35.6% Math proficiency (Levels 3+4)
17K722,2022-23,208.0,439.6,31.25,31.2% Math proficiency (Levels 3+4)
17K770,2022-23,86.0,454.1,56.98,57.0% Math proficiency (Levels 3+4)
18K066,2022-23,342.0,447.2,43.86,43.9% Math proficiency (Levels 3+4)
18K068,2022-23,221.0,439.7,33.03,33.0% Math proficiency (Levels 3+4)
18K114,2022-23,146.0,447.0,43.15,43.1% Math proficiency (Levels 3+4)
18K115,2022-23,270.0,457.2,58.15,58.1% Math proficiency (Levels 3+4)
18K135,2022-23,140.0,453.5,52.14,52.1% Math proficiency (Levels 3+4)
18K208,2022-23,100.0,460.4,62.0,62.0% Math proficiency (Levels 3+4)
18K211,2022-23,176.0,448.1,43.75,43.8% Math proficiency (Levels 3+4)
18K219,2022-23,139.0,443.6,40.29,40.3% Math proficiency (Levels 3+4)
18K233,2022-23,103.0,450.5,49.51,49.5% Math proficiency (Levels 3+4)
18K235,2022-23,442.0,455.0,58.14,58.1% Math proficiency (Levels 3+4)
18K244,2022-23,140.0,456.5,60.71,60.7% Math proficiency (Levels 3+4)
18K268,2022-23,80.0,459.3,65.0,65.0% Math proficiency (Levels 3+4)
18K272,2022-23,120.0,436.1,27.5,27.5% Math proficiency (Levels 3+4)
18K276,2022-23,183.0,451.2,50.82,50.8% Math proficiency (Levels 3+4)
18K279,2022-23,112.0,463.5,73.21,73.2% Math proficiency (Levels 3+4)
18K285,2022-23,456.0,445.3,38.16,38.2% Math proficiency (Levels 3+4)
18K366,2022-23,259.0,443.9,39.38,39.4% Math proficiency (Levels 3+4)
18K581,2022-23,189.0,431.7,19.05,19.1% Math proficiency (Levels 3+4)
18K588,2022-23,141.0,446.7,43.97,44.0% Math proficiency (Levels 3+4)
18K763,2022-23,319.0,450.1,47.65,47.6% Math proficiency (Levels 3+4)
19K007,2022-23,305.0,441.7,33.11,33.1% Math proficiency (Levels 3+4)
19K013,2022-23,146.0,442.5,39.73,39.7% Math proficiency (Levels 3+4)
19K065,2022-23,267.0,461.3,64.79,64.8% Math proficiency (Levels 3+4)
19K089,2022-23,308.0,431.5,15.91,15.9% Math proficiency (Levels 3+4)
19K108,2022-23,326.0,462.4,65.34,65.3% Math proficiency (Levels 3+4)
19K149,2022-23,193.0,451.5,47.15,47.1% Math proficiency (Levels 3+4)
19K158,2022-23,146.0,444.4,39.04,39.0% Math proficiency (Levels 3+4)
19K159,2022-23,286.0,448.9,47.55,47.5% Math proficiency (Levels 3+4)
19K171,2022-23,151.0,437.8,24.5,24.5% Math proficiency (Levels 3+4)
19K190,2022-23,47.0,450.9,53.19,53.2% Math proficiency (Levels 3+4)
19K202,2022-23,59.0,444.3,35.59,35.6% Math proficiency (Levels 3+4)
19K213,2022-23,82.0,422.8,7.32,7.3% Math proficiency (Levels 3+4)
19K214,2022-23,299.0,447.4,47.16,47.2% Math proficiency (Levels 3+4)
19K218,2022-23,306.0,436.2,28.43,28.4% Math proficiency (Levels 3+4)
19K224,2022-23,85.0,440.0,32.94,32.9% Math proficiency (Levels 3+4)
19K273,2022-23,121.0,436.9,28.93,28.9% Math proficiency (Levels 3+4)
19K290,2022-23,157.0,450.9,52.87,52.9% Math proficiency (Levels 3+4)
19K292,2022-23,323.0,445.3,36.22,36.2% Math proficiency (Levels 3+4)
19K306,2022-23,96.0,438.5,28.12,28.1% Math proficiency (Levels 3+4)
19K325,2022-23,50.0,454.3,58.0,58.0% Math proficiency (Levels 3+4)
19K328,2022-23,76.0,446.6,46.05,46.0% Math proficiency (Levels 3+4)
19K345,2022-23,235.0,447.8,44.26,44.3% Math proficiency (Levels 3+4)
19K346,2022-23,160.0,446.9,42.5,42.5% Math proficiency (Levels 3+4)
19K404,2022-23,105.0,436.0,25.71,25.7% Math proficiency (Levels 3+4)
19K409,2022-23,201.0,436.7,22.89,22.9% Math proficiency (Levels 3+4)
19K422,2022-23,107.0,429.7,15.89,15.9% Math proficiency (Levels 3+4)
19K452,2022-23,167.0,442.1,32.34,32.3% Math proficiency (Levels 3+4)
19K557,2022-23,105.0,439.5,35.24,35.2% Math proficiency (Levels 3+4)
19K654,2022-23,222.0,430.1,14.41,14.4% Math proficiency (Levels 3+4)
19K661,2022-23,410.0,449.1,47.56,47.6% Math proficiency (Levels 3+4)
19K662,2022-23,433.0,439.2,30.95,30.9% Math proficiency (Levels 3+4)
19K663,2022-23,102.0,429.1,13.73,13.7% Math proficiency (Levels 3+4)
19K677,2022-23,170.0,435.5,23.53,23.5% Math proficiency (Levels 3+4)
19K678,2022-23,235.0,433.8,23.4,23.4% Math proficiency (Levels 3+4)
19K760,2022-23,257.0,443.2,36.19,36.2% Math proficiency (Levels 3+4)
19K907,2022-23,138.0,437.0,31.16,31.2% Math proficiency (Levels 3+4)
19K935,2022-23,181.0,446.5,44.75,44.8% Math proficiency (Levels 3+4)
20K030,2022-23,606.0,454.9,54.62,54.6% Math proficiency (Levels 3+4)
20K048,2022-23,251.0,453.1,56.18,56.2% Math proficiency (Levels 3+4)
20K062,2022-23,677.0,452.1,51.4,51.4% Math proficiency (Levels 3+4)
20K069,2022-23,320.0,470.0,75.31,75.3% Math proficiency (Levels 3+4)
20K102,2022-23,500.0,468.6,74.6,74.6% Math proficiency (Levels 3+4)
20K104,2022-23,713.0,462.4,65.78,65.8% Math proficiency (Levels 3+4)
20K105,2022-23,609.0,477.6,84.89,84.9% Math proficiency (Levels 3+4)
20K112,2022-23,304.0,460.8,66.12,66.1% Math proficiency (Levels 3+4)
20K127,2022-23,272.0,469.3,76.84,76.8% Math proficiency (Levels 3+4)
20K160,2022-23,448.0,470.0,79.24,79.2% Math proficiency (Levels 3+4)
20K163,2022-23,330.0,464.9,69.7,69.7% Math proficiency (Levels 3+4)
20K164,2022-23,220.0,466.8,68.64,68.6% Math proficiency (Levels 3+4)
20K170,2022-23,443.0,471.0,77.2,77.2% Math proficiency (Levels 3+4)
20K176,2022-23,609.0,470.8,76.35,76.3% Math proficiency (Levels 3+4)
20K179,2022-23,293.0,447.5,43.34,43.3% Math proficiency (Levels 3+4)
20K180,2022-23,656.0,464.6,67.07,67.1% Math proficiency (Levels 3+4)
20K185,2022-23,271.0,465.5,75.28,75.3% Math proficiency (Levels 3+4)
20K186,2022-23,524.0,454.5,53.63,53.6% Math proficiency (Levels 3+4)
20K187,2022-23,566.0,487.6,89.93,89.9% Math proficiency (Levels 3+4)
20K192,2022-23,333.0,451.1,50.75,50.8% Math proficiency (Levels 3+4)
20K200,2022-23,608.0,457.8,60.2,60.2% Math proficiency (Levels 3+4)
20K201,2022-23,1437.0,479.2,85.39,85.4% Math proficiency (Levels 3+4)
20K204,2022-23,523.0,465.5,73.42,73.4% Math proficiency (Levels 3+4)
20K205,2022-23,533.0,466.9,73.17,73.2% Math proficiency (Levels 3+4)
20K220,2022-23,1130.0,473.4,75.66,75.7% Math proficiency (Levels 3+4)
20K223,2022-23,614.0,457.9,57.0,57.0% Math proficiency (Levels 3+4)
20K227,2022-23,1189.0,453.9,54.58,54.6% Math proficiency (Levels 3+4)
20K229,2022-23,658.0,471.7,78.12,78.1% Math proficiency (Levels 3+4)
20K247,2022-23,330.0,473.0,82.73,82.7% Math proficiency (Levels 3+4)
20K259,2022-23,1521.0,472.6,74.75,74.8% Math proficiency (Levels 3+4)
20K264,2022-23,168.0,458.6,64.88,64.9% Math proficiency (Levels 3+4)
20K310,2022-23,250.0,472.4,76.8,76.8% Math proficiency (Levels 3+4)
20K503,2022-23,295.0,450.1,45.42,45.4% Math proficiency (Levels 3+4)
20K506,2022-23,280.0,446.1,41.79,41.8% Math proficiency (Levels 3+4)
20K609,2022-23,96.0,448.9,44.79,44.8% Math proficiency (Levels 3+4)
20K682,2022-23,157.0,471.3,81.53,81.5% Math proficiency (Levels 3+4)
20K686,2022-23,255.0,482.6,92.55,92.5% Math proficiency (Levels 3+4)
20K748,2022-23,215.0,467.6,75.35,75.3% Math proficiency (Levels 3+4)
20K936,2022-23,398.0,462.2,66.08,66.1% Math proficiency (Levels 3+4)
20K971,2022-23,102.0,447.1,40.2,40.2% Math proficiency (Levels 3+4)
21K090,2022-23,177.0,449.4,48.59,48.6% Math proficiency (Levels 3+4)
21K095,2022-23,579.0,466.4,69.78,69.8% Math proficiency (Levels 3+4)
21K096,2022-23,755.0,451.3,48.21,48.2% Math proficiency (Levels 3+4)
21K097,2022-23,338.0,467.9,75.15,75.2% Math proficiency (Levels 3+4)
21K098,2022-23,1058.0,490.2,94.33,94.3% Math proficiency (Levels 3+4)
21K099,2022-23,505.0,446.8,40.2,40.2% Math proficiency (Levels 3+4)
21K100,2022-23,306.0,459.9,66.99,67.0% Math proficiency (Levels 3+4)
21K101,2022-23,420.0,470.9,79.05,79.0% Math proficiency (Levels 3+4)
21K121,2022-23,187.0,456.5,59.36,59.4% Math proficiency (Levels 3+4)
21K128,2022-23,179.0,445.7,40.22,40.2% Math proficiency (Levels 3+4)
21K153,2022-23,219.0,454.2,56.62,56.6% Math proficiency (Levels 3+4)
21K177,2022-23,383.0,453.8,55.35,55.4% Math proficiency (Levels 3+4)
21K188,2022-23,113.0,431.3,22.12,22.1% Math proficiency (Levels 3+4)
21K199,2022-23,216.0,450.6,52.78,52.8% Math proficiency (Levels 3+4)
21K209,2022-23,491.0,451.4,50.51,50.5% Math proficiency (Levels 3+4)
21K212,2022-23,273.0,448.4,46.52,46.5% Math proficiency (Levels 3+4)
21K215,2022-23,357.0,460.5,61.34,61.3% Math proficiency (Levels 3+4)
21K216,2022-23,307.0,454.4,55.37,55.4% Math proficiency (Levels 3+4)
21K225,2022-23,628.0,450.6,48.41,48.4% Math proficiency (Levels 3+4)
21K226,2022-23,545.0,448.9,45.69,45.7% Math proficiency (Levels 3+4)
21K228,2022-23,1411.0,463.7,66.34,66.3% Math proficiency (Levels 3+4)
21K238,2022-23,344.0,438.9,31.98,32.0% Math proficiency (Levels 3+4)
21K239,2022-23,887.0,477.5,83.54,83.5% Math proficiency (Levels 3+4)
21K253,2022-23,405.0,472.5,85.93,85.9% Math proficiency (Levels 3+4)
21K281,2022-23,1125.0,462.3,63.02,63.0% Math proficiency (Levels 3+4)
21K288,2022-23,306.0,431.9,15.36,15.4% Math proficiency (Levels 3+4)
21K303,2022-23,423.0,443.2,38.06,38.1% Math proficiency (Levels 3+4)
21K329,2022-23,133.0,433.5,18.05,18.1% Math proficiency (Levels 3+4)
21K468,2022-23,189.0,449.1,44.44,44.4% Math proficiency (Levels 3+4)
21K690,2022-23,255.0,441.8,37.65,37.6% Math proficiency (Levels 3+4)
22K014,2022-23,414.0,444.2,37.68,37.7% Math proficiency (Levels 3+4)
22K052,2022-23,333.0,449.6,48.35,48.4% Math proficiency (Levels 3+4)
22K078,2022-23,502.0,447.5,43.63,43.6% Math proficiency (Levels 3+4)
22K109,2022-23,297.0,443.2,33.67,33.7% Math proficiency (Levels 3+4)
22K119,2022-23,196.0,442.9,35.2,35.2% Math proficiency (Levels 3+4)
22K134,2022-23,238.0,475.4,87.82,87.8% Math proficiency (Levels 3+4)
22K139,2022-23,312.0,451.4,54.49,54.5% Math proficiency (Levels 3+4)
22K152,2022-23,217.0,441.4,30.88,30.9% Math proficiency (Levels 3+4)
22K193,2022-23,239.0,455.1,58.58,58.6% Math proficiency (Levels 3+4)
22K194,2022-23,189.0,445.3,40.21,40.2% Math proficiency (Levels 3+4)
22K195,2022-23,155.0,477.3,87.74,87.7% Math proficiency (Levels 3+4)
22K197,2022-23,438.0,457.6,60.5,60.5% Math proficiency (Levels 3+4)
22K198,2022-23,116.0,447.8,43.97,44.0% Math proficiency (Levels 3+4)
22K203,2022-23,218.0,453.9,57.8,57.8% Math proficiency (Levels 3+4)
22K206,2022-23,857.0,,,Data suppressed
22K207,2022-23,498.0,454.1,56.83,56.8% Math proficiency (Levels 3+4)
22K217,2022-23,415.0,450.3,48.67,48.7% Math proficiency (Levels 3+4)
22K222,2022-23,333.0,467.8,74.77,74.8% Math proficiency (Levels 3+4)
22K234,2022-23,1222.0,464.6,66.45,66.5% Math proficiency (Levels 3+4)
22K236,2022-23,259.0,,,Data suppressed
22K240,2022-23,406.0,435.9,22.91,22.9% Math proficiency (Levels 3+4)
22K245,2022-23,109.0,455.2,58.72,58.7% Math proficiency (Levels 3+4)
22K251,2022-23,136.0,440.8,30.88,30.9% Math proficiency (Levels 3+4)
22K254,2022-23,318.0,469.1,76.1,76.1% Math proficiency (Levels 3+4)
22K255,2022-23,402.0,457.9,61.44,61.4% Math proficiency (Levels 3+4)
22K277,2022-23,118.0,464.7,72.03,72.0% Math proficiency (Levels 3+4)
22K278,2022-23,816.0,448.4,46.32,46.3% Math proficiency (Levels 3+4)
22K312,2022-23,260.0,463.9,71.92,71.9% Math proficiency (Levels 3+4)
22K315,2022-23,246.0,446.8,44.72,44.7% Math proficiency (Levels 3+4)
22K361,2022-23,162.0,432.9,18.52,18.5% Math proficiency (Levels 3+4)
22K381,2022-23,275.0,,,Data suppressed
22K889,2022-23,136.0,447.7,42.65,42.6% Math proficiency (Levels 3+4)
22K890,2022-23,290.0,456.0,53.1,53.1% Math proficiency (Levels 3+4)
23K041,2022-23,64.0,433.2,18.75,18.8% Math proficiency (Levels 3+4)
23K137,2022-23,46.0,446.8,47.83,47.8% Math proficiency (Levels 3+4)
23K150,2022-23,59.0,428.7,11.86,11.9% Math proficiency (Levels 3+4)
23K155,2022-23,143.0,,,Data suppressed
23K156,2022-23,213.0,446.3,43.19,43.2% Math proficiency (Levels 3+4)
23K165,2022-23,40.0,445.9,42.5,42.5% Math proficiency (Levels 3+4)
23K178,2022-23,108.0,,,Data suppressed
23K184,2022-23,182.0,431.4,17.03,17.0% Math proficiency (Levels 3+4)
23K284,2022-23,89.0,439.6,33.71,33.7% Math proficiency (Levels 3+4)
23K298,2022-23,66.0,450.0,50.0,50.0% Math proficiency (Levels 3+4)
23K323,2022-23,305.0,437.8,28.2,28.2% Math proficiency (Levels 3+4)
23K327,2022-23,67.0,440.4,32.84,32.8% Math proficiency (Levels 3+4)
23K363,2022-23,87.0,469.7,72.41,72.4% Math proficiency (Levels 3+4)
23K392,2022-23,273.0,449.8,47.62,47.6% Math proficiency (Levels 3+4)
23K401,2022-23,56.0,453.9,62.5,62.5% Math proficiency (Levels 3+4)
23K446,2022-23,100.0,448.2,44.0,44.0% Math proficiency (Levels 3+4)
23K518,2022-23,78.0,444.8,32.05,32.0% Math proficiency (Levels 3+4)
23K522,2022-23,53.0,431.6,13.21,13.2% Math proficiency (Levels 3+4)
23K599,2022-23,131.0,462.5,69.47,69.5% Math proficiency (Levels 3+4)
23K644,2022-23,52.0,470.8,78.85,78.8% Math proficiency (Levels 3+4)
23K664,2022-23,102.0,434.6,23.53,23.5% Math proficiency (Levels 3+4)
23K668,2022-23,100.0,432.8,21.0,21.0% Math proficiency (Levels 3+4)
23K671,2022-23,144.0,429.3,13.89,13.9% Math proficiency (Levels 3+4)
24Q005,2022-23,1155.0,447.7,41.82,41.8% Math proficiency (Levels 3+4)
24Q007,2022-23,555.0,461.9,65.77,65.8% Math proficiency (Levels 3+4)
24Q012,2022-23,444.0,458.8,63.06,63.1% Math proficiency (Levels 3+4)
24Q013,2022-23,452.0,453.4,53.76,53.8% Math proficiency (Levels 3+4)
24Q014,2022-23,616.0,433.3,23.05,23.1% Math proficiency (Levels 3+4)
24Q016,2022-23,643.0,440.0,31.88,31.9% Math proficiency (Levels 3+4)
24Q019,2022-23,782.0,438.3,26.73,26.7% Math proficiency (Levels 3+4)
24Q049,2022-23,591.0,462.2,66.33,66.3% Math proficiency (Levels 3+4)
24Q058,2022-23,427.0,456.0,54.57,54.6% Math proficiency (Levels 3+4)
24Q061,2022-23,1930.0,438.0,28.08,28.1% Math proficiency (Levels 3+4)
24Q068,2022-23,205.0,443.6,38.05,38.0% Math proficiency (Levels 3+4)
24Q071,2022-23,272.0,442.6,38.97,39.0% Math proficiency (Levels 3+4)
24Q073,2022-23,1537.0,454.3,52.57,52.6% Math proficiency (Levels 3+4)
24Q077,2022-23,542.0,437.2,23.25,23.2% Math proficiency (Levels 3+4)
24Q081,2022-23,307.0,451.5,51.79,51.8% Math proficiency (Levels 3+4)
24Q087,2022-23,233.0,458.3,61.8,61.8% Math proficiency (Levels 3+4)
24Q088,2022-23,275.0,445.8,41.45,41.5% Math proficiency (Levels 3+4)
24Q089,2022-23,562.0,441.2,33.99,34.0% Math proficiency (Levels 3+4)
24Q091,2022-23,324.0,449.2,47.53,47.5% Math proficiency (Levels 3+4)
24Q093,2022-23,652.0,446.2,42.02,42.0% Math proficiency (Levels 3+4)
24Q102,2022-23,682.0,461.6,67.01,67.0% Math proficiency (Levels 3+4)
24Q110,2022-23,403.0,450.8,50.87,50.9% Math proficiency (Levels 3+4)
24Q113,2022-23,488.0,460.8,67.21,67.2% Math proficiency (Levels 3+4)
24Q119,2022-23,704.0,467.9,69.89,69.9% Math proficiency (Levels 3+4)
24Q125,2022-23,1177.0,448.1,44.44,44.4% Math proficiency (Levels 3+4)
24Q128,2022-23,354.0,461.3,68.93,68.9% Math proficiency (Levels 3+4)
24Q143,2022-23,757.0,433.1,23.91,23.9% Math proficiency (Levels 3+4)
24Q153,2022-23,420.0,456.0,57.62,57.6% Math proficiency (Levels 3+4)
24Q199,2022-23,268.0,449.2,50.75,50.8% Math proficiency (Levels 3+4)
24Q211,2022-23,391.0,439.0,33.76,33.8% Math proficiency (Levels 3+4)
24Q229,2022-23,543.0,460.1,65.75,65.8% Math proficiency (Levels 3+4)
24Q239,2022-23,161.0,437.0,31.06,31.1% Math proficiency (Levels 3+4)
24Q290,2022-23,224.0,465.8,67.86,67.9% Math proficiency (Levels 3+4)
24Q305,2022-23,187.0,450.3,50.27,50.3% Math proficiency (Levels 3+4)
24Q307,2022-23,379.0,445.3,39.84,39.8% Math proficiency (Levels 3+4)
24Q311,2022-23,731.0,435.9,23.12,23.1% Math proficiency (Levels 3+4)
24Q330,2022-23,252.0,443.3,41.27,41.3% Math proficiency (Levels 3+4)
24Q343,2022-23,204.0,454.1,52.94,52.9% Math proficiency (Levels 3+4)
24Q419,2022-23,185.0,434.1,18.92,18.9% Math proficiency (Levels 3+4)
24Q560,2022-23,63.0,460.0,61.9,61.9% Math proficiency (Levels 3+4)
25Q020,2022-23,474.0,462.3,67.09,67.1% Math proficiency (Levels 3+4)
25Q021,2022-23,528.0,462.1,67.23,67.2% Math proficiency (Levels 3+4)
25Q022,2022-23,376.0,466.8,74.47,74.5% Math proficiency (Levels 3+4)
25Q024,2022-23,564.0,471.2,81.21,81.2% Math proficiency (Levels 3+4)
25Q025,2022-23,615.0,465.5,68.94,68.9% Math proficiency (Levels 3+4)
25Q029,2022-23,327.0,449.9,44.04,44.0% Math proficiency (Levels 3+4)
25Q032,2022-23,441.0,469.3,75.28,75.3% Math proficiency (Levels 3+4)
25Q079,2022-23,492.0,474.9,83.54,83.5% Math proficiency (Levels 3+4)
25Q107,2022-23,419.0,455.2,57.04,57.0% Math proficiency (Levels 3+4)
25Q120,2022-23,346.0,465.3,70.52,70.5% Math proficiency (Levels 3+4)
25Q129,2022-23,555.0,456.7,57.84,57.8% Math proficiency (Levels 3+4)
25Q130,2022-23,131.0,478.9,91.6,91.6% Math proficiency (Levels 3+4)
25Q154,2022-23,212.0,457.6,63.68,63.7% Math proficiency (Levels 3+4)
25Q163,2022-23,340.0,472.8,80.59,80.6% Math proficiency (Levels 3+4)
25Q164,2022-23,243.0,,,Data suppressed
25Q165,2022-23,255.0,461.5,67.06,67.1% Math proficiency (Levels 3+4)
25Q169,2022-23,171.0,473.6,84.8,84.8% Math proficiency (Levels 3+4)
25Q184,2022-23,211.0,469.8,76.78,76.8% Math proficiency (Levels 3+4)
25Q185,2022-23,1146.0,463.7,67.28,67.3% Math proficiency (Levels 3+4)
25Q189,2022-23,504.0,447.8,43.06,43.1% Math proficiency (Levels 3+4)
25Q193,2022-23,253.0,468.0,78.26,78.3% Math proficiency (Levels 3+4)
25Q194,2022-23,753.0,463.2,64.28,64.3% Math proficiency (Levels 3+4)
25Q200,2022-23,285.0,455.2,52.98,53.0% Math proficiency (Levels 3+4)
25Q201,2022-23,132.0,444.8,36.36,36.4% Math proficiency (Levels 3+4)
25Q209,2022-23,240.0,473.6,83.75,83.8% Math proficiency (Levels 3+4)
25Q214,2022-23,204.0,459.3,63.24,63.2% Math proficiency (Levels 3+4)
25Q219,2022-23,264.0,462.6,63.64,63.6% Math proficiency (Levels 3+4)
25Q237,2022-23,928.0,463.4,64.33,64.3% Math proficiency (Levels 3+4)
25Q242,2022-23,57.0,473.2,78.95,79.0% Math proficiency (Levels 3+4)
25Q244,2022-23,59.0,471.2,86.44,86.4% Math proficiency (Levels 3+4)
25Q250,2022-23,226.0,439.1,29.65,29.6% Math proficiency (Levels 3+4)
25Q252,2022-23,103.0,449.0,45.63,45.6% Math proficiency (Levels 3+4)
25Q281,2022-23,189.0,,,Data suppressed
25Q285,2022-23,156.0,462.2,63.46,63.5% Math proficiency (Levels 3+4)
25Q294,2022-23,206.0,,,Data suppressed
25Q379,2022-23,294.0,444.9,39.8,39.8% Math proficiency (Levels 3+4)
25Q499,2022-23,248.0,471.3,82.26,82.3% Math proficiency (Levels 3+4)
26Q018,2022-23,153.0,466.5,79.08,79.1% Math proficiency (Levels 3+4)
26Q026,2022-23,268.0,462.0,65.67,65.7% Math proficiency (Levels 3+4)
26Q031,2022-23,173.0,468.9,82.66,82.7% Math proficiency (Levels 3+4)
26Q041,2022-23,200.0,482.0,90.0,90.0% Math proficiency (Levels 3+4)
26Q046,2022-23,203.0,474.7,83.25,83.2% Math proficiency (Levels 3+4)
26Q067,2022-23,647.0,477.5,84.54,84.5% Math proficiency (Levels 3+4)
26Q074,2022-23,762.0,481.1,84.38,84.4% Math proficiency (Levels 3+4)
26Q094,2022-23,143.0,484.3,94.41,94.4% Math proficiency (Levels 3+4)
26Q098,2022-23,106.0,480.3,88.68,88.7% Math proficiency (Levels 3+4)
26Q115,2022-23,318.0,476.9,85.22,85.2% Math proficiency (Levels 3+4)
26Q133,2022-23,263.0,468.7,77.19,77.2% Math proficiency (Levels 3+4)
26Q158,2022-23,436.0,,,Data suppressed
26Q159,2022-23,279.0,,,Data suppressed
26Q162,2022-23,269.0,467.5,70.63,70.6% Math proficiency (Levels 3+4)
26Q172,2022-23,598.0,463.3,66.56,66.6% Math proficiency (Levels 3+4)
26Q173,2022-23,458.0,469.9,77.95,78.0% Math proficiency (Levels 3+4)
26Q178,2022-23,249.0,454.4,51.81,51.8% Math proficiency (Levels 3+4)
26Q186,2022-23,120.0,462.9,71.67,71.7% Math proficiency (Levels 3+4)
26Q188,2022-23,299.0,484.0,91.97,92.0% Math proficiency (Levels 3+4)
26Q191,2022-23,130.0,464.3,70.77,70.8% Math proficiency (Levels 3+4)
26Q203,2022-23,329.0,484.5,93.01,93.0% Math proficiency (Levels 3+4)
26Q205,2022-23,101.0,475.1,87.13,87.1% Math proficiency (Levels 3+4)
26Q213,2022-23,144.0,464.4,75.69,75.7% Math proficiency (Levels 3+4)
26Q216,2022-23,1162.0,472.0,79.35,79.3% Math proficiency (Levels 3+4)
26Q221,2022-23,246.0,475.3,84.15,84.2% Math proficiency (Levels 3+4)
26Q266,2022-23,201.0,,,Data suppressed
26Q376,2022-23,218.0,473.0,84.86,84.9% Math proficiency (Levels 3+4)
27Q042,2022-23,345.0,430.8,19.13,19.1% Math proficiency (Levels 3+4)
27Q043,2022-23,310.0,,,Data suppressed
27Q045,2022-23,99.0,439.1,29.29,29.3% Math proficiency (Levels 3+4)
27Q047,2022-23,110.0,,,Data suppressed
27Q053,2022-23,135.0,437.4,29.63,29.6% Math proficiency (Levels 3+4)
27Q056,2022-23,236.0,448.5,45.34,45.3% Math proficiency (Levels 3+4)
27Q060,2022-23,439.0,461.8,64.69,64.7% Math proficiency (Levels 3+4)
27Q062,2022-23,368.0,453.0,54.62,54.6% Math proficiency (Levels 3+4)
27Q063,2022-23,424.0,457.7,61.56,61.6% Math proficiency (Levels 3+4)
27Q064,2022-23,206.0,447.3,45.15,45.1% Math proficiency (Levels 3+4)
27Q065,2022-23,154.0,453.8,55.19,55.2% Math proficiency (Levels 3+4)
27Q066,2022-23,197.0,473.2,82.74,82.7% Math proficiency (Levels 3+4)
27Q090,2022-23,289.0,450.0,50.87,50.9% Math proficiency (Levels 3+4)
27Q096,2022-23,116.0,466.2,72.41,72.4% Math proficiency (Levels 3+4)
27Q097,2022-23,279.0,446.9,45.16,45.2% Math proficiency (Levels 3+4)
27Q100,2022-23,323.0,462.3,64.4,64.4% Math proficiency (Levels 3+4)
27Q104,2022-23,245.0,441.7,35.51,35.5% Math proficiency (Levels 3+4)
27Q105,2022-23,436.0,433.6,19.27,19.3% Math proficiency (Levels 3+4)
27Q106,2022-23,63.0,434.0,19.05,19.1% Math proficiency (Levels 3+4)
27Q108,2022-23,515.0,460.2,66.6,66.6% Math proficiency (Levels 3+4)
27Q114,2022-23,257.0,,,Data suppressed
27Q123,2022-23,195.0,454.9,55.9,55.9% Math proficiency (Levels 3+4)
27Q124,2022-23,695.0,444.3,39.57,39.6% Math proficiency (Levels 3+4)
27Q137,2022-23,1072.0,452.2,50.47,50.5% Math proficiency (Levels 3+4)
27Q146,2022-23,237.0,,,Data suppressed
27Q155,2022-23,189.0,459.7,68.25,68.2% Math proficiency (Levels 3+4)
27Q183,2022-23,257.0,434.4,22.57,22.6% Math proficiency (Levels 3+4)
27Q197,2022-23,163.0,446.9,41.72,41.7% Math proficiency (Levels 3+4)
27Q202,2022-23,791.0,447.4,41.97,42.0% Math proficiency (Levels 3+4)
27Q207,2022-23,338.0,463.1,72.19,72.2% Math proficiency (Levels 3+4)
27Q210,2022-23,978.0,,,Data suppressed
27Q223,2022-23,192.0,436.6,24.48,24.5% Math proficiency (Levels 3+4)
27Q226,2022-23,710.0,440.4,31.55,31.6% Math proficiency (Levels 3+4)
27Q232,2022-23,459.0,448.2,42.92,42.9% Math proficiency (Levels 3+4)
27Q253,2022-23,218.0,435.8,25.23,25.2% Math proficiency (Levels 3+4)
27Q254,2022-23,187.0,451.5,47.59,47.6% Math proficiency (Levels 3+4)
27Q262,2022-23,235.0,,,Data suppressed
27Q273,2022-23,118.0,451.7,59.32,59.3% Math proficiency (Levels 3+4)
27Q282,2022-23,173.0,444.2,36.99,37.0% Math proficiency (Levels 3+4)
27Q297,2022-23,279.0,452.8,55.56,55.6% Math proficiency (Levels 3+4)
27Q306,2022-23,165.0,445.9,44.85,44.9% Math proficiency (Levels 3+4)
27Q309,2022-23,181.0,436.0,23.2,23.2% Math proficiency (Levels 3+4)
