DBN,school_year,math_number_tested,math_mean_scale_score,math_pct_proficient,math_pct_proficient_label
03M242,2018-19,48.0,582.8,12.5,12.5% Math proficiency (Levels 3+4)
03M243,2018-19,174.0,618.3,85.63,85.6% Math proficiency (Levels 3+4)
03M245,2018-19,289.0,613.3,72.32,72.3% Math proficiency (Levels 3+4)
03M247,2018-19,184.0,604.1,47.28,47.3% Math proficiency (Levels 3+4)
03M256,2018-19,137.0,603.5,49.64,49.6% Math proficiency (Levels 3+4)
03M258,2018-19,133.0,597.7,34.59,34.6% Math proficiency (Levels 3+4)
03M291,2018-19,224.0,618.1,82.14,82.1% Math proficiency (Levels 3+4)
03M333,2018-19,372.0,609.4,71.51,71.5% Math proficiency (Levels 3+4)
03M334,2018-19,270.0,633.0,98.89,98.9% Math proficiency (Levels 3+4)
03M415,2018-19,50.0,592.8,26.0,26.0% Math proficiency (Levels 3+4)
03M421,2018-19,124.0,592.6,25.0,25.0% Math proficiency (Levels 3+4)
03M452,2018-19,130.0,612.9,76.15,76.2% Math proficiency (Levels 3+4)
03M610,2018-19,94.0,602.2,44.68,44.7% Math proficiency (Levels 3+4)
03M859,2018-19,68.0,631.0,98.53,98.5% Math proficiency (Levels 3+4)
03M860,2018-19,36.0,588.4,16.67,16.7% Math proficiency (Levels 3+4)
03M862,2018-19,261.0,601.7,44.44,44.4% Math proficiency (Levels 3+4)
04M007,2018-19,227.0,594.4,31.28,31.3% Math proficiency (Levels 3+4)
04M012,2018-19,316.0,628.3,97.15,97.2% Math proficiency (Levels 3+4)
04M037,2018-19,98.0,591.0,21.43,21.4% Math proficiency (Levels 3+4)
04M038,2018-19,111.0,581.2,14.41,14.4% Math proficiency (Levels 3+4)
04M057,2018-19,489.0,589.4,23.11,23.1% Math proficiency (Levels 3+4)
04M072,2018-19,383.0,593.5,25.59,25.6% Math proficiency (Levels 3+4)
04M083,2018-19,195.0,602.1,55.9,55.9% Math proficiency (Levels 3+4)
04M096,2018-19,254.0,591.5,24.8,24.8% Math proficiency (Levels 3+4)
04M102,2018-19,108.0,595.5,41.67,41.7% Math proficiency (Levels 3+4)
04M108,2018-19,283.0,589.8,21.91,21.9% Math proficiency (Levels 3+4)
04M146,2018-19,159.0,594.7,37.11,37.1% Math proficiency (Levels 3+4)
04M155,2018-19,110.0,584.7,15.45,15.4% Math proficiency (Levels 3+4)
04M171,2018-19,444.0,614.4,74.1,74.1% Math proficiency (Levels 3+4)
04M182,2018-19,155.0,596.3,34.84,34.8% Math proficiency (Levels 3+4)
04M206,2018-19,344.0,592.4,27.62,27.6% Math proficiency (Levels 3+4)
04M224,2018-19,114.0,603.3,53.51,53.5% Math proficiency (Levels 3+4)
04M372,2018-19,122.0,,,Data suppressed
04M375,2018-19,118.0,584.9,11.86,11.9% Math proficiency (Levels 3+4)
04M377,2018-19,113.0,594.4,21.24,21.2% Math proficiency (Levels 3+4)
04M497,2018-19,32.0,599.7,46.88,46.9% Math proficiency (Levels 3+4)
04M825,2018-19,161.0,595.9,29.81,29.8% Math proficiency (Levels 3+4)
04M964,2018-19,201.0,593.3,34.83,34.8% Math proficiency (Levels 3+4)
05M030,2018-19,101.0,591.1,24.75,24.8% Math proficiency (Levels 3+4)
05M036,2018-19,123.0,588.9,30.89,30.9% Math proficiency (Levels 3+4)
05M046,2018-19,383.0,585.4,15.14,15.1% Math proficiency (Levels 3+4)
05M092,2018-19,116.0,593.1,35.34,35.3% Math proficiency (Levels 3+4)
05M123,2018-19,323.0,585.0,15.17,15.2% Math proficiency (Levels 3+4)
05M125,2018-19,68.0,605.5,58.82,58.8% Math proficiency (Levels 3+4)
05M129,2018-19,247.0,588.3,22.67,22.7% Math proficiency (Levels 3+4)
05M133,2018-19,77.0,585.4,15.58,15.6% Math proficiency (Levels 3+4)
05M148,2018-19,90.0,589.6,24.44,24.4% Math proficiency (Levels 3+4)
05M154,2018-19,121.0,590.6,27.27,27.3% Math proficiency (Levels 3+4)
05M161,2018-19,562.0,594.8,32.21,32.2% Math proficiency (Levels 3+4)
05M175,2018-19,141.0,596.6,39.72,39.7% Math proficiency (Levels 3+4)
05M194,2018-19,109.0,578.0,8.26,8.3% Math proficiency (Levels 3+4)
05M197,2018-19,135.0,579.7,8.89,8.9% Math proficiency (Levels 3+4)
05M200,2018-19,167.0,588.6,23.35,23.4% Math proficiency (Levels 3+4)
05M286,2018-19,83.0,585.8,9.64,9.6% Math proficiency (Levels 3+4)
05M318,2018-19,108.0,602.4,54.63,54.6% Math proficiency (Levels 3+4)
05M362,2018-19,163.0,623.2,92.64,92.6% Math proficiency (Levels 3+4)
05M499,2018-19,269.0,587.7,11.15,11.2% Math proficiency (Levels 3+4)
05M514,2018-19,121.0,582.7,9.09,9.1% Math proficiency (Levels 3+4)
05M517,2018-19,166.0,602.8,51.2,51.2% Math proficiency (Levels 3+4)
05M670,2018-19,156.0,587.8,10.9,10.9% Math proficiency (Levels 3+4)
06M004,2018-19,244.0,596.5,46.31,46.3% Math proficiency (Levels 3+4)
06M005,2018-19,261.0,591.9,31.8,31.8% Math proficiency (Levels 3+4)
06M008,2018-19,215.0,598.8,46.05,46.0% Math proficiency (Levels 3+4)
06M018,2018-19,258.0,591.9,27.91,27.9% Math proficiency (Levels 3+4)
06M028,2018-19,261.0,597.4,42.91,42.9% Math proficiency (Levels 3+4)
06M048,2018-19,235.0,592.1,29.79,29.8% Math proficiency (Levels 3+4)
06M052,2018-19,218.0,583.6,11.47,11.5% Math proficiency (Levels 3+4)
06M098,2018-19,193.0,590.5,32.64,32.6% Math proficiency (Levels 3+4)
06M103,2018-19,166.0,594.3,39.16,39.2% Math proficiency (Levels 3+4)
06M115,2018-19,225.0,590.8,31.11,31.1% Math proficiency (Levels 3+4)
06M128,2018-19,255.0,592.3,33.73,33.7% Math proficiency (Levels 3+4)
06M132,2018-19,152.0,590.1,26.32,26.3% Math proficiency (Levels 3+4)
06M143,2018-19,239.0,588.8,18.41,18.4% Math proficiency (Levels 3+4)
06M152,2018-19,255.0,593.4,34.9,34.9% Math proficiency (Levels 3+4)
06M153,2018-19,252.0,594.9,43.25,43.2% Math proficiency (Levels 3+4)
06M173,2018-19,214.0,595.5,40.65,40.6% Math proficiency (Levels 3+4)
06M178,2018-19,104.0,603.2,54.81,54.8% Math proficiency (Levels 3+4)
06M187,2018-19,425.0,608.1,63.76,63.8% Math proficiency (Levels 3+4)
06M189,2018-19,350.0,597.1,41.43,41.4% Math proficiency (Levels 3+4)
06M192,2018-19,158.0,591.3,31.01,31.0% Math proficiency (Levels 3+4)
06M209,2018-19,251.0,595.3,28.29,28.3% Math proficiency (Levels 3+4)
06M210,2018-19,255.0,604.2,54.51,54.5% Math proficiency (Levels 3+4)
06M223,2018-19,291.0,620.7,86.94,86.9% Math proficiency (Levels 3+4)
06M278,2018-19,347.0,604.0,52.16,52.2% Math proficiency (Levels 3+4)
06M293,2018-19,237.0,598.5,32.07,32.1% Math proficiency (Levels 3+4)
06M311,2018-19,264.0,600.9,43.56,43.6% Math proficiency (Levels 3+4)
06M314,2018-19,127.0,612.6,75.59,75.6% Math proficiency (Levels 3+4)
06M319,2018-19,320.0,594.0,20.62,20.6% Math proficiency (Levels 3+4)
06M322,2018-19,385.0,590.7,17.92,17.9% Math proficiency (Levels 3+4)
06M324,2018-19,254.0,597.1,35.43,35.4% Math proficiency (Levels 3+4)
06M328,2018-19,192.0,585.5,15.62,15.6% Math proficiency (Levels 3+4)
06M346,2018-19,225.0,594.0,24.44,24.4% Math proficiency (Levels 3+4)
06M348,2018-19,230.0,598.2,37.83,37.8% Math proficiency (Levels 3+4)
06M366,2018-19,278.0,612.5,74.82,74.8% Math proficiency (Levels 3+4)
06M368,2018-19,92.0,592.6,33.7,33.7% Math proficiency (Levels 3+4)
06M513,2018-19,16.0,605.6,62.5,62.5% Math proficiency (Levels 3+4)
06M528,2018-19,223.0,601.4,38.57,38.6% Math proficiency (Levels 3+4)
07X001,2018-19,275.0,587.9,25.09,25.1% Math proficiency (Levels 3+4)
07X005,2018-19,426.0,589.2,19.72,19.7% Math proficiency (Levels 3+4)
07X018,2018-19,274.0,586.0,21.17,21.2% Math proficiency (Levels 3+4)
07X025,2018-19,188.0,596.8,41.49,41.5% Math proficiency (Levels 3+4)
07X029,2018-19,534.0,585.9,14.23,14.2% Math proficiency (Levels 3+4)
07X030,2018-19,260.0,582.9,17.31,17.3% Math proficiency (Levels 3+4)
07X031,2018-19,407.0,591.7,25.31,25.3% Math proficiency (Levels 3+4)
07X043,2018-19,195.0,596.0,36.92,36.9% Math proficiency (Levels 3+4)
07X049,2018-19,274.0,602.0,50.73,50.7% Math proficiency (Levels 3+4)
07X065,2018-19,164.0,591.7,25.0,25.0% Math proficiency (Levels 3+4)
07X154,2018-19,161.0,595.1,37.27,37.3% Math proficiency (Levels 3+4)
07X157,2018-19,274.0,592.6,29.2,29.2% Math proficiency (Levels 3+4)
07X161,2018-19,170.0,594.7,38.24,38.2% Math proficiency (Levels 3+4)
07X179,2018-19,154.0,587.0,27.27,27.3% Math proficiency (Levels 3+4)
07X221,2018-19,255.0,597.0,30.59,30.6% Math proficiency (Levels 3+4)
07X223,2018-19,287.0,608.1,60.28,60.3% Math proficiency (Levels 3+4)
07X224,2018-19,301.0,579.4,3.99,4.0% Math proficiency (Levels 3+4)
07X277,2018-19,172.0,590.9,30.23,30.2% Math proficiency (Levels 3+4)
07X296,2018-19,208.0,589.5,18.75,18.8% Math proficiency (Levels 3+4)
07X298,2018-19,201.0,586.6,11.94,11.9% Math proficiency (Levels 3+4)
07X343,2018-19,269.0,599.7,41.26,41.3% Math proficiency (Levels 3+4)
07X359,2018-19,146.0,611.9,82.19,82.2% Math proficiency (Levels 3+4)
07X369,2018-19,103.0,595.7,40.78,40.8% Math proficiency (Levels 3+4)
07X500,2018-19,158.0,597.2,28.48,28.5% Math proficiency (Levels 3+4)
07X551,2018-19,240.0,585.3,14.17,14.2% Math proficiency (Levels 3+4)
07X584,2018-19,225.0,584.2,11.56,11.6% Math proficiency (Levels 3+4)
08X014,2018-19,325.0,601.0,54.77,54.8% Math proficiency (Levels 3+4)
08X036,2018-19,325.0,601.3,49.85,49.9% Math proficiency (Levels 3+4)
08X048,2018-19,313.0,586.3,19.17,19.2% Math proficiency (Levels 3+4)
08X062,2018-19,294.0,591.1,27.89,27.9% Math proficiency (Levels 3+4)
08X069,2018-19,293.0,608.7,67.92,67.9% Math proficiency (Levels 3+4)
08X071,2018-19,1099.0,603.6,49.86,49.9% Math proficiency (Levels 3+4)
08X072,2018-19,306.0,597.6,46.08,46.1% Math proficiency (Levels 3+4)
08X075,2018-19,274.0,596.3,42.7,42.7% Math proficiency (Levels 3+4)
08X093,2018-19,118.0,593.7,33.05,33.0% Math proficiency (Levels 3+4)
08X100,2018-19,246.0,586.7,24.8,24.8% Math proficiency (Levels 3+4)
08X101,2018-19,528.0,609.6,59.28,59.3% Math proficiency (Levels 3+4)
08X107,2018-19,237.0,592.5,33.33,33.3% Math proficiency (Levels 3+4)
08X119,2018-19,384.0,598.3,45.31,45.3% Math proficiency (Levels 3+4)
08X123,2018-19,366.0,592.0,26.23,26.2% Math proficiency (Levels 3+4)
08X130,2018-19,200.0,591.8,31.5,31.5% Math proficiency (Levels 3+4)
08X131,2018-19,456.0,590.5,20.83,20.8% Math proficiency (Levels 3+4)
08X138,2018-19,303.0,593.2,34.32,34.3% Math proficiency (Levels 3+4)
08X140,2018-19,244.0,591.2,29.1,29.1% Math proficiency (Levels 3+4)
08X146,2018-19,167.0,595.2,37.13,37.1% Math proficiency (Levels 3+4)
08X152,2018-19,406.0,594.3,38.42,38.4% Math proficiency (Levels 3+4)
08X182,2018-19,392.0,598.0,42.86,42.9% Math proficiency (Levels 3+4)
08X269,2018-19,263.0,589.2,14.45,14.4% Math proficiency (Levels 3+4)
08X301,2018-19,231.0,583.7,12.12,12.1% Math proficiency (Levels 3+4)
08X302,2018-19,469.0,594.8,27.72,27.7% Math proficiency (Levels 3+4)
08X304,2018-19,224.0,605.7,63.39,63.4% Math proficiency (Levels 3+4)
08X333,2018-19,268.0,587.3,22.76,22.8% Math proficiency (Levels 3+4)
08X337,2018-19,480.0,609.1,56.04,56.0% Math proficiency (Levels 3+4)
08X367,2018-19,273.0,591.7,22.71,22.7% Math proficiency (Levels 3+4)
08X371,2018-19,357.0,600.8,43.98,44.0% Math proficiency (Levels 3+4)
08X375,2018-19,214.0,592.1,21.5,21.5% Math proficiency (Levels 3+4)
08X376,2018-19,200.0,589.5,22.5,22.5% Math proficiency (Levels 3+4)
08X392,2018-19,79.0,603.5,60.76,60.8% Math proficiency (Levels 3+4)
08X424,2018-19,279.0,586.7,11.11,11.1% Math proficiency (Levels 3+4)
08X448,2018-19,355.0,595.5,27.32,27.3% Math proficiency (Levels 3+4)
08X467,2018-19,326.0,590.0,20.86,20.9% Math proficiency (Levels 3+4)
08X562,2018-19,646.0,598.9,34.06,34.1% Math proficiency (Levels 3+4)
09X004,2018-19,301.0,594.5,30.9,30.9% Math proficiency (Levels 3+4)
09X011,2018-19,273.0,590.3,24.91,24.9% Math proficiency (Levels 3+4)
09X022,2018-19,397.0,589.0,11.84,11.8% Math proficiency (Levels 3+4)
09X028,2018-19,315.0,591.1,26.03,26.0% Math proficiency (Levels 3+4)
09X035,2018-19,296.0,590.5,26.35,26.4% Math proficiency (Levels 3+4)
09X042,2018-19,151.0,591.7,25.83,25.8% Math proficiency (Levels 3+4)
09X053,2018-19,505.0,597.7,44.55,44.5% Math proficiency (Levels 3+4)
09X055,2018-19,235.0,593.2,31.06,31.1% Math proficiency (Levels 3+4)
09X058,2018-19,204.0,591.9,29.41,29.4% Math proficiency (Levels 3+4)
09X063,2018-19,236.0,592.7,34.75,34.8% Math proficiency (Levels 3+4)
09X070,2018-19,547.0,590.7,31.44,31.4% Math proficiency (Levels 3+4)
09X073,2018-19,289.0,585.6,22.15,22.1% Math proficiency (Levels 3+4)
09X088,2018-19,22.0,591.0,31.82,31.8% Math proficiency (Levels 3+4)
09X109,2018-19,261.0,590.7,27.97,28.0% Math proficiency (Levels 3+4)
09X110,2018-19,191.0,591.0,29.84,29.8% Math proficiency (Levels 3+4)
09X114,2018-19,358.0,588.8,27.09,27.1% Math proficiency (Levels 3+4)
09X117,2018-19,471.0,589.3,14.86,14.9% Math proficiency (Levels 3+4)
09X126,2018-19,233.0,586.4,18.03,18.0% Math proficiency (Levels 3+4)
09X128,2018-19,341.0,604.8,52.49,52.5% Math proficiency (Levels 3+4)
09X132,2018-19,180.0,586.9,19.44,19.4% Math proficiency (Levels 3+4)
09X163,2018-19,231.0,587.6,20.78,20.8% Math proficiency (Levels 3+4)
09X199,2018-19,330.0,592.0,29.09,29.1% Math proficiency (Levels 3+4)
09X204,2018-19,337.0,603.5,57.27,57.3% Math proficiency (Levels 3+4)
09X215,2018-19,298.0,598.8,36.58,36.6% Math proficiency (Levels 3+4)
09X218,2018-19,655.0,596.3,35.88,35.9% Math proficiency (Levels 3+4)
09X219,2018-19,327.0,585.7,6.73,6.7% Math proficiency (Levels 3+4)
09X229,2018-19,228.0,581.2,4.39,4.4% Math proficiency (Levels 3+4)
09X231,2018-19,116.0,591.6,20.69,20.7% Math proficiency (Levels 3+4)
09X232,2018-19,477.0,589.7,17.82,17.8% Math proficiency (Levels 3+4)
09X236,2018-19,141.0,599.6,45.39,45.4% Math proficiency (Levels 3+4)
09X241,2018-19,194.0,594.2,23.2,23.2% Math proficiency (Levels 3+4)
09X274,2018-19,301.0,584.3,15.95,15.9% Math proficiency (Levels 3+4)
09X294,2018-19,161.0,617.2,90.06,90.1% Math proficiency (Levels 3+4)
09X303,2018-19,245.0,594.0,26.12,26.1% Math proficiency (Levels 3+4)
09X311,2018-19,170.0,596.8,45.29,45.3% Math proficiency (Levels 3+4)
09X313,2018-19,270.0,590.7,21.11,21.1% Math proficiency (Levels 3+4)
09X323,2018-19,372.0,589.4,18.28,18.3% Math proficiency (Levels 3+4)
09X324,2018-19,117.0,592.4,21.37,21.4% Math proficiency (Levels 3+4)
09X327,2018-19,288.0,607.2,57.64,57.6% Math proficiency (Levels 3+4)
09X328,2018-19,287.0,587.6,14.63,14.6% Math proficiency (Levels 3+4)
09X339,2018-19,435.0,590.6,20.46,20.5% Math proficiency (Levels 3+4)
09X361,2018-19,335.0,589.0,14.03,14.0% Math proficiency (Levels 3+4)
09X413,2018-19,139.0,600.2,36.69,36.7% Math proficiency (Levels 3+4)
09X443,2018-19,218.0,595.2,38.99,39.0% Math proficiency (Levels 3+4)
09X449,2018-19,200.0,593.6,35.0,35.0% Math proficiency (Levels 3+4)
09X454,2018-19,422.0,606.2,51.66,51.7% Math proficiency (Levels 3+4)
09X457,2018-19,239.0,592.9,36.82,36.8% Math proficiency (Levels 3+4)
09X505,2018-19,174.0,598.0,36.78,36.8% Math proficiency (Levels 3+4)
09X555,2018-19,189.0,600.0,51.85,51.9% Math proficiency (Levels 3+4)
09X568,2018-19,222.0,602.3,40.54,40.5% Math proficiency (Levels 3+4)
09X593,2018-19,50.0,571.5,4.0,4.0% Math proficiency (Levels 3+4)
09X594,2018-19,200.0,579.6,5.0,5.0% Math proficiency (Levels 3+4)
10X003,2018-19,150.0,,,Data suppressed
10X007,2018-19,414.0,602.3,49.76,49.8% Math proficiency (Levels 3+4)
10X008,2018-19,464.0,591.0,28.45,28.4% Math proficiency (Levels 3+4)
10X009,2018-19,407.0,594.6,33.17,33.2% Math proficiency (Levels 3+4)
10X015,2018-19,307.0,605.3,55.7,55.7% Math proficiency (Levels 3+4)
10X020,2018-19,641.0,593.1,26.83,26.8% Math proficiency (Levels 3+4)
10X023,2018-19,176.0,585.7,19.32,19.3% Math proficiency (Levels 3+4)
10X024,2018-19,389.0,611.1,73.52,73.5% Math proficiency (Levels 3+4)
10X032,2018-19,381.0,587.5,22.83,22.8% Math proficiency (Levels 3+4)
10X033,2018-19,406.0,589.9,25.86,25.9% Math proficiency (Levels 3+4)
10X037,2018-19,365.0,592.5,32.6,32.6% Math proficiency (Levels 3+4)
10X045,2018-19,628.0,584.9,11.78,11.8% Math proficiency (Levels 3+4)
10X046,2018-19,415.0,588.7,26.99,27.0% Math proficiency (Levels 3+4)
10X051,2018-19,79.0,591.6,31.65,31.6% Math proficiency (Levels 3+4)
10X054,2018-19,206.0,589.9,24.27,24.3% Math proficiency (Levels 3+4)
10X056,2018-19,320.0,602.0,55.0,55.0% Math proficiency (Levels 3+4)
10X059,2018-19,247.0,585.4,16.19,16.2% Math proficiency (Levels 3+4)
10X077,2018-19,132.0,590.7,28.79,28.8% Math proficiency (Levels 3+4)
10X080,2018-19,485.0,590.6,23.71,23.7% Math proficiency (Levels 3+4)
10X081,2018-19,285.0,607.3,67.72,67.7% Math proficiency (Levels 3+4)
10X085,2018-19,419.0,587.0,24.11,24.1% Math proficiency (Levels 3+4)
10X086,2018-19,861.0,600.3,46.23,46.2% Math proficiency (Levels 3+4)
10X091,2018-19,340.0,591.9,29.12,29.1% Math proficiency (Levels 3+4)
10X094,2018-19,559.0,583.4,14.49,14.5% Math proficiency (Levels 3+4)
10X095,2018-19,788.0,593.4,30.2,30.2% Math proficiency (Levels 3+4)
10X118,2018-19,1015.0,599.3,41.28,41.3% Math proficiency (Levels 3+4)
10X141,2018-19,662.0,604.3,53.63,53.6% Math proficiency (Levels 3+4)
10X159,2018-19,98.0,590.7,23.47,23.5% Math proficiency (Levels 3+4)
10X205,2018-19,488.0,595.2,37.5,37.5% Math proficiency (Levels 3+4)
10X206,2018-19,217.0,592.4,26.27,26.3% Math proficiency (Levels 3+4)
10X207,2018-19,72.0,582.1,19.44,19.4% Math proficiency (Levels 3+4)
10X225,2018-19,112.0,,,Data suppressed
10X226,2018-19,200.0,587.1,23.0,23.0% Math proficiency (Levels 3+4)
10X228,2018-19,263.0,604.8,47.91,47.9% Math proficiency (Levels 3+4)
10X243,2018-19,246.0,585.0,8.54,8.5% Math proficiency (Levels 3+4)
10X244,2018-19,639.0,593.9,24.88,24.9% Math proficiency (Levels 3+4)
10X246,2018-19,344.0,587.3,22.97,23.0% Math proficiency (Levels 3+4)
10X254,2018-19,472.0,591.9,21.19,21.2% Math proficiency (Levels 3+4)
10X279,2018-19,720.0,595.4,30.97,31.0% Math proficiency (Levels 3+4)
10X280,2018-19,559.0,599.2,43.83,43.8% Math proficiency (Levels 3+4)
10X291,2018-19,300.0,592.0,33.33,33.3% Math proficiency (Levels 3+4)
10X306,2018-19,324.0,588.9,27.78,27.8% Math proficiency (Levels 3+4)
10X308,2018-19,246.0,600.0,33.74,33.7% Math proficiency (Levels 3+4)
10X310,2018-19,290.0,595.4,40.34,40.3% Math proficiency (Levels 3+4)
10X315,2018-19,157.0,594.4,26.75,26.8% Math proficiency (Levels 3+4)
10X331,2018-19,393.0,593.2,26.46,26.5% Math proficiency (Levels 3+4)
10X340,2018-19,278.0,592.6,26.26,26.3% Math proficiency (Levels 3+4)
10X342,2018-19,150.0,585.8,14.67,14.7% Math proficiency (Levels 3+4)
10X344,2018-19,170.0,600.3,52.94,52.9% Math proficiency (Levels 3+4)
10X360,2018-19,185.0,589.0,25.41,25.4% Math proficiency (Levels 3+4)
10X363,2018-19,542.0,589.2,15.68,15.7% Math proficiency (Levels 3+4)
10X368,2018-19,313.0,,,Data suppressed
10X386,2018-19,270.0,585.2,18.15,18.1% Math proficiency (Levels 3+4)
10X390,2018-19,501.0,593.7,26.75,26.8% Math proficiency (Levels 3+4)
10X391,2018-19,458.0,584.8,12.88,12.9% Math proficiency (Levels 3+4)
10X396,2018-19,122.0,587.9,24.59,24.6% Math proficiency (Levels 3+4)
10X447,2018-19,447.0,599.6,37.36,37.4% Math proficiency (Levels 3+4)
11X016,2018-19,178.0,595.1,30.9,30.9% Math proficiency (Levels 3+4)
11X019,2018-19,333.0,608.3,61.86,61.9% Math proficiency (Levels 3+4)
11X021,2018-19,334.0,587.2,19.16,19.2% Math proficiency (Levels 3+4)
11X041,2018-19,450.0,593.6,38.22,38.2% Math proficiency (Levels 3+4)
11X068,2018-19,337.0,598.4,47.48,47.5% Math proficiency (Levels 3+4)
11X076,2018-19,455.0,585.1,15.16,15.2% Math proficiency (Levels 3+4)
11X078,2018-19,384.0,586.7,24.22,24.2% Math proficiency (Levels 3+4)
11X083,2018-19,1123.0,599.9,43.01,43.0% Math proficiency (Levels 3+4)
11X087,2018-19,317.0,595.5,33.12,33.1% Math proficiency (Levels 3+4)
11X089,2018-19,895.0,594.8,34.64,34.6% Math proficiency (Levels 3+4)
11X096,2018-19,432.0,589.7,28.7,28.7% Math proficiency (Levels 3+4)
11X097,2018-19,308.0,598.3,45.45,45.5% Math proficiency (Levels 3+4)
11X103,2018-19,529.0,590.0,29.11,29.1% Math proficiency (Levels 3+4)
11X105,2018-19,477.0,590.5,25.16,25.2% Math proficiency (Levels 3+4)
11X106,2018-19,496.0,597.1,42.94,42.9% Math proficiency (Levels 3+4)
11X108,2018-19,232.0,604.5,55.17,55.2% Math proficiency (Levels 3+4)
11X111,2018-19,285.0,588.4,21.4,21.4% Math proficiency (Levels 3+4)
11X112,2018-19,178.0,586.8,20.22,20.2% Math proficiency (Levels 3+4)
11X121,2018-19,414.0,593.8,36.71,36.7% Math proficiency (Levels 3+4)
11X127,2018-19,697.0,594.7,28.69,28.7% Math proficiency (Levels 3+4)
11X144,2018-19,442.0,593.3,27.38,27.4% Math proficiency (Levels 3+4)
11X153,2018-19,332.0,602.0,52.71,52.7% Math proficiency (Levels 3+4)
11X160,2018-19,164.0,594.2,38.41,38.4% Math proficiency (Levels 3+4)
11X169,2018-19,198.0,599.0,47.98,48.0% Math proficiency (Levels 3+4)
11X175,2018-19,225.0,599.4,42.22,42.2% Math proficiency (Levels 3+4)
11X178,2018-19,217.0,590.0,21.66,21.7% Math proficiency (Levels 3+4)
11X180,2018-19,959.0,598.8,37.12,37.1% Math proficiency (Levels 3+4)
11X181,2018-19,700.0,598.2,34.43,34.4% Math proficiency (Levels 3+4)
11X189,2018-19,172.0,590.4,29.65,29.6% Math proficiency (Levels 3+4)
11X194,2018-19,879.0,599.8,43.46,43.5% Math proficiency (Levels 3+4)
11X287,2018-19,551.0,581.3,9.8,9.8% Math proficiency (Levels 3+4)
11X326,2018-19,387.0,591.1,21.45,21.4% Math proficiency (Levels 3+4)
11X355,2018-19,287.0,585.1,9.06,9.1% Math proficiency (Levels 3+4)
11X357,2018-19,180.0,596.9,47.78,47.8% Math proficiency (Levels 3+4)
11X370,2018-19,394.0,583.0,8.63,8.6% Math proficiency (Levels 3+4)
11X462,2018-19,228.0,591.7,24.12,24.1% Math proficiency (Levels 3+4)
11X468,2018-19,323.0,599.9,39.94,39.9% Math proficiency (Levels 3+4)
11X481,2018-19,34.0,606.4,73.53,73.5% Math proficiency (Levels 3+4)
11X483,2018-19,35.0,597.5,48.57,48.6% Math proficiency (Levels 3+4)
11X498,2018-19,441.0,605.9,57.6,57.6% Math proficiency (Levels 3+4)
11X529,2018-19,316.0,597.4,33.23,33.2% Math proficiency (Levels 3+4)
11X532,2018-19,276.0,588.0,12.68,12.7% Math proficiency (Levels 3+4)
11X556,2018-19,370.0,595.9,26.22,26.2% Math proficiency (Levels 3+4)
11X566,2018-19,464.0,593.2,21.55,21.6% Math proficiency (Levels 3+4)
11X567,2018-19,170.0,591.7,25.88,25.9% Math proficiency (Levels 3+4)
12X006,2018-19,234.0,586.0,20.51,20.5% Math proficiency (Levels 3+4)
12X044,2018-19,121.0,596.9,39.67,39.7% Math proficiency (Levels 3+4)
12X047,2018-19,573.0,589.9,27.75,27.8% Math proficiency (Levels 3+4)
12X057,2018-19,250.0,585.7,21.2,21.2% Math proficiency (Levels 3+4)
12X061,2018-19,124.0,594.4,33.87,33.9% Math proficiency (Levels 3+4)
12X066,2018-19,248.0,593.1,37.1,37.1% Math proficiency (Levels 3+4)
12X067,2018-19,227.0,599.5,44.49,44.5% Math proficiency (Levels 3+4)
12X129,2018-19,484.0,597.2,32.44,32.4% Math proficiency (Levels 3+4)
