DBN,school_year,teacher_q119_disruptive_sel,teacher_q119_disruptive_sel_label,teacher_q120_access_supports,teacher_q120_access_supports_label
28Q182,2021-22,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
28Q190,2021-22,65.0,65.0% of adults recognize disruptive behavior as SEL opportunity,77.0,77.0% of adults have access to behavioral/emotional supports
28Q196,2021-22,98.0,98.0% of adults recognize disruptive behavior as SEL opportunity,98.0,98.0% of adults have access to behavioral/emotional supports
28Q206,2021-22,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
28Q217,2021-22,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,87.0,87.0% of adults have access to behavioral/emotional supports
28Q220,2021-22,78.0,78.0% of adults recognize disruptive behavior as SEL opportunity,72.0,72.0% of adults have access to behavioral/emotional supports
28Q284,2021-22,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
28Q287,2021-22,46.0,46.0% of adults recognize disruptive behavior as SEL opportunity,52.0,52.0% of adults have access to behavioral/emotional supports
28Q303,2021-22,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
28Q310,2021-22,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
28Q312,2021-22,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,55.0,55.0% of adults have access to behavioral/emotional supports
28Q325,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
28Q328,2021-22,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
28Q332,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
28Q338,2021-22,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
28Q349,2021-22,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
28Q350,2021-22,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
28Q354,2021-22,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
28Q358,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
28Q440,2021-22,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
28Q505,2021-22,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
28Q620,2021-22,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
28Q680,2021-22,60.0,60.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
28Q686,2021-22,87.0,87.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
28Q687,2021-22,56.0,56.0% of adults recognize disruptive behavior as SEL opportunity,60.0,60.0% of adults have access to behavioral/emotional supports
28Q690,2021-22,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
28Q896,2021-22,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,78.0,78.0% of adults have access to behavioral/emotional supports
29Q015,2021-22,80.0,80.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
29Q033,2021-22,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
29Q034,2021-22,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
29Q035,2021-22,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
29Q036,2021-22,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,74.0,74.0% of adults have access to behavioral/emotional supports
29Q037,2021-22,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
29Q038,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
29Q052,2021-22,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
29Q059,2021-22,74.0,74.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
29Q095,2021-22,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,91.0,91.0% of adults have access to behavioral/emotional supports
29Q109,2021-22,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
29Q116,2021-22,77.0,77.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
29Q118,2021-22,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
29Q131,2021-22,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
29Q132,2021-22,90.0,90.0% of adults recognize disruptive behavior as SEL opportunity,95.0,95.0% of adults have access to behavioral/emotional supports
29Q134,2021-22,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
29Q135,2021-22,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,86.0,86.0% of adults have access to behavioral/emotional supports
29Q136,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
29Q138,2021-22,72.0,72.0% of adults recognize disruptive behavior as SEL opportunity,68.0,68.0% of adults have access to behavioral/emotional supports
29Q147,2021-22,69.0,69.0% of adults recognize disruptive behavior as SEL opportunity,57.0,57.0% of adults have access to behavioral/emotional supports
29Q156,2021-22,67.0,67.0% of adults recognize disruptive behavior as SEL opportunity,67.0,67.0% of adults have access to behavioral/emotional supports
29Q176,2021-22,64.0,64.0% of adults recognize disruptive behavior as SEL opportunity,64.0,64.0% of adults have access to behavioral/emotional supports
29Q181,2021-22,70.0,70.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
29Q192,2021-22,62.0,62.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
29Q195,2021-22,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,80.0,80.0% of adults have access to behavioral/emotional supports
29Q208,2021-22,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
29Q238,2021-22,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
29Q243,2021-22,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
29Q248,2021-22,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,75.0,75.0% of adults have access to behavioral/emotional supports
29Q251,2021-22,75.0,75.0% of adults recognize disruptive behavior as SEL opportunity,82.0,82.0% of adults have access to behavioral/emotional supports
29Q259,2021-22,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
29Q265,2021-22,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
29Q268,2021-22,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
29Q270,2021-22,89.0,89.0% of adults recognize disruptive behavior as SEL opportunity,84.0,84.0% of adults have access to behavioral/emotional supports
29Q272,2021-22,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,85.0,85.0% of adults have access to behavioral/emotional supports
29Q283,2021-22,82.0,82.0% of adults recognize disruptive behavior as SEL opportunity,89.0,89.0% of adults have access to behavioral/emotional supports
29Q289,2021-22,81.0,81.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
29Q295,2021-22,91.0,91.0% of adults recognize disruptive behavior as SEL opportunity,94.0,94.0% of adults have access to behavioral/emotional supports
29Q313,2021-22,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
29Q326,2021-22,83.0,83.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
29Q327,2021-22,71.0,71.0% of adults recognize disruptive behavior as SEL opportunity,83.0,83.0% of adults have access to behavioral/emotional supports
29Q355,2021-22,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,88.0,88.0% of adults have access to behavioral/emotional supports
29Q356,2021-22,68.0,68.0% of adults recognize disruptive behavior as SEL opportunity,64.0,64.0% of adults have access to behavioral/emotional supports
29Q360,2021-22,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
29Q492,2021-22,92.0,92.0% of adults recognize disruptive behavior as SEL opportunity,96.0,96.0% of adults have access to behavioral/emotional supports
29Q498,2021-22,79.0,79.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
30Q002,2021-22,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
30Q010,2021-22,93.0,93.0% of adults recognize disruptive behavior as SEL opportunity,98.0,98.0% of adults have access to behavioral/emotional supports
30Q011,2021-22,85.0,85.0% of adults recognize disruptive behavior as SEL opportunity,79.0,79.0% of adults have access to behavioral/emotional supports
30Q017,2021-22,63.0,63.0% of adults recognize disruptive behavior as SEL opportunity,73.0,73.0% of adults have access to behavioral/emotional supports
30Q069,2021-22,96.0,96.0% of adults recognize disruptive behavior as SEL opportunity,92.0,92.0% of adults have access to behavioral/emotional supports
30Q070,2021-22,94.0,94.0% of adults recognize disruptive behavior as SEL opportunity,90.0,90.0% of adults have access to behavioral/emotional supports
30Q076,2021-22,84.0,84.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
30Q078,2021-22,88.0,88.0% of adults recognize disruptive behavior as SEL opportunity,76.0,76.0% of adults have access to behavioral/emotional supports
30Q084,2021-22,73.0,73.0% of adults recognize disruptive behavior as SEL opportunity,93.0,93.0% of adults have access to behavioral/emotional supports
30Q085,2021-22,100.0,100.0% of adults recognize disruptive behavior as SEL opportunity,100.0,100.0% of adults have access to behavioral/emotional supports
30Q092,2021-22,86.0,86.0% of adults recognize disruptive behavior as SEL opportunity,81.0,81.0% of adults have access to behavioral/emotional supports
