DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
02M570,2023-24,23.0,13.86,13.9% of students in temporary housing
02M575,2023-24,408.0,46.79,46.8% of students in temporary housing
02M580,2023-24,40.0,10.53,10.5% of students in temporary housing
02M586,2023-24,11.0,12.64,12.6% of students in temporary housing
02M600,2023-24,138.0,9.31,9.3% of students in temporary housing
02M605,2023-24,26.0,9.81,9.8% of students in temporary housing
02M615,2023-24,39.0,9.85,9.8% of students in temporary housing
02M630,2023-24,46.0,3.12,3.1% of students in temporary housing
02M655,2023-24,66.0,19.3,19.3% of students in temporary housing
02M700,2023-24,206.0,10.28,10.3% of students in temporary housing
02M896,2023-24,54.0,15.7,15.7% of students in temporary housing
02M933,2023-24,116.0,59.18,59.2% of students in temporary housing
03M009,2023-24,32.0,6.21,6.2% of students in temporary housing
03M054,2023-24,32.0,4.49,4.5% of students in temporary housing
03M075,2023-24,151.0,28.87,28.9% of students in temporary housing
03M076,2023-24,101.0,32.37,32.4% of students in temporary housing
03M084,2023-24,123.0,17.35,17.4% of students in temporary housing
03M087,2023-24,50.0,6.72,6.7% of students in temporary housing
03M145,2023-24,203.0,37.8,37.8% of students in temporary housing
03M149,2023-24,100.0,31.85,31.9% of students in temporary housing
03M163,2023-24,180.0,31.63,31.6% of students in temporary housing
03M165,2023-24,84.0,18.75,18.8% of students in temporary housing
03M166,2023-24,34.0,5.55,5.5% of students in temporary housing
03M180,2023-24,108.0,27.41,27.4% of students in temporary housing
03M185,2023-24,45.0,14.42,14.4% of students in temporary housing
03M191,2023-24,295.0,48.84,48.8% of students in temporary housing
03M199,2023-24,67.0,11.02,11.0% of students in temporary housing
03M241,2023-24,65.0,38.46,38.5% of students in temporary housing
03M242,2023-24,125.0,66.14,66.1% of students in temporary housing
03M243,2023-24,6.0,2.38,2.4% of students in temporary housing
03M245,2023-24,14.0,3.8,3.8% of students in temporary housing
03M247,2023-24,122.0,55.96,56.0% of students in temporary housing
03M256,2023-24,58.0,27.49,27.5% of students in temporary housing
03M258,2023-24,36.0,25.9,25.9% of students in temporary housing
03M291,2023-24,22.0,3.03,3.0% of students in temporary housing
03M299,2023-24,70.0,47.95,48.0% of students in temporary housing
03M307,2023-24,43.0,13.83,13.8% of students in temporary housing
03M333,2023-24,113.0,21.16,21.2% of students in temporary housing
03M334,2023-24,,,Data suppressed
03M402,2023-24,62.0,18.67,18.7% of students in temporary housing
03M403,2023-24,73.0,17.94,17.9% of students in temporary housing
03M404,2023-24,28.0,17.18,17.2% of students in temporary housing
03M415,2023-24,49.0,14.45,14.4% of students in temporary housing
03M417,2023-24,18.0,4.14,4.1% of students in temporary housing
03M421,2023-24,45.0,25.71,25.7% of students in temporary housing
03M444,2023-24,22.0,6.15,6.2% of students in temporary housing
03M452,2023-24,29.0,7.07,7.1% of students in temporary housing
03M479,2023-24,44.0,3.06,3.1% of students in temporary housing
03M485,2023-24,48.0,2.25,2.2% of students in temporary housing
03M492,2023-24,67.0,15.16,15.2% of students in temporary housing
03M494,2023-24,49.0,11.92,11.9% of students in temporary housing
03M541,2023-24,28.0,6.42,6.4% of students in temporary housing
03M610,2023-24,38.0,10.56,10.6% of students in temporary housing
03M700,2023-24,175.0,18.34,18.3% of students in temporary housing
03M859,2023-24,6.0,1.95,1.9% of students in temporary housing
03M860,2023-24,69.0,21.04,21.0% of students in temporary housing
03M862,2023-24,27.0,6.99,7.0% of students in temporary housing
04M007,2023-24,162.0,36.82,36.8% of students in temporary housing
04M012,2023-24,16.0,2.76,2.8% of students in temporary housing
04M037,2023-24,64.0,24.33,24.3% of students in temporary housing
04M038,2023-24,173.0,64.31,64.3% of students in temporary housing
04M057,2023-24,276.0,42.14,42.1% of students in temporary housing
04M072,2023-24,143.0,28.49,28.5% of students in temporary housing
04M083,2023-24,102.0,28.25,28.2% of students in temporary housing
04M096,2023-24,312.0,58.87,58.9% of students in temporary housing
04M102,2023-24,153.0,53.68,53.7% of students in temporary housing
04M108,2023-24,204.0,42.5,42.5% of students in temporary housing
04M112,2023-24,79.0,30.5,30.5% of students in temporary housing
04M146,2023-24,116.0,33.43,33.4% of students in temporary housing
04M155,2023-24,118.0,41.84,41.8% of students in temporary housing
04M171,2023-24,82.0,10.49,10.5% of students in temporary housing
04M182,2023-24,205.0,56.94,56.9% of students in temporary housing
04M206,2023-24,145.0,31.87,31.9% of students in temporary housing
04M224,2023-24,17.0,8.85,8.8% of students in temporary housing
04M310,2023-24,32.0,12.85,12.8% of students in temporary housing
04M372,2023-24,211.0,36.38,36.4% of students in temporary housing
04M375,2023-24,113.0,44.84,44.8% of students in temporary housing
04M377,2023-24,49.0,33.56,33.6% of students in temporary housing
04M435,2023-24,131.0,8.08,8.1% of students in temporary housing
04M444,2023-24,24.0,12.18,12.2% of students in temporary housing
04M495,2023-24,23.0,5.96,6.0% of students in temporary housing
04M497,2023-24,11.0,6.88,6.9% of students in temporary housing
04M505,2023-24,147.0,37.98,38.0% of students in temporary housing
04M555,2023-24,25.0,5.08,5.1% of students in temporary housing
04M680,2023-24,30.0,11.81,11.8% of students in temporary housing
04M700,2023-24,176.0,34.99,35.0% of students in temporary housing
04M825,2023-24,87.0,27.71,27.7% of students in temporary housing
04M964,2023-24,138.0,28.51,28.5% of students in temporary housing
05M030,2023-24,108.0,43.55,43.5% of students in temporary housing
05M036,2023-24,108.0,33.54,33.5% of students in temporary housing
05M046,2023-24,114.0,26.95,26.9% of students in temporary housing
05M092,2023-24,70.0,35.0,35.0% of students in temporary housing
05M123,2023-24,263.0,50.87,50.9% of students in temporary housing
05M125,2023-24,46.0,16.61,16.6% of students in temporary housing
05M129,2023-24,91.0,38.89,38.9% of students in temporary housing
05M133,2023-24,59.0,24.18,24.2% of students in temporary housing
05M148,2023-24,56.0,25.34,25.3% of students in temporary housing
05M154,2023-24,46.0,20.18,20.2% of students in temporary housing
05M157,2023-24,44.0,27.5,27.5% of students in temporary housing
05M161,2023-24,287.0,43.95,44.0% of students in temporary housing
05M175,2023-24,95.0,30.45,30.4% of students in temporary housing
05M194,2023-24,60.0,35.5,35.5% of students in temporary housing
05M197,2023-24,82.0,32.41,32.4% of students in temporary housing
05M200,2023-24,87.0,27.19,27.2% of students in temporary housing
05M285,2023-24,27.0,11.49,11.5% of students in temporary housing
05M286,2023-24,27.0,29.35,29.4% of students in temporary housing
05M304,2023-24,82.0,31.91,31.9% of students in temporary housing
05M318,2023-24,34.0,22.52,22.5% of students in temporary housing
05M362,2023-24,34.0,4.72,4.7% of students in temporary housing
05M369,2023-24,45.0,20.0,20.0% of students in temporary housing
05M371,2023-24,32.0,28.07,28.1% of students in temporary housing
05M444,2023-24,32.0,9.82,9.8% of students in temporary housing
05M499,2023-24,99.0,14.89,14.9% of students in temporary housing
05M514,2023-24,44.0,37.61,37.6% of students in temporary housing
05M517,2023-24,64.0,19.16,19.2% of students in temporary housing
05M670,2023-24,55.0,12.39,12.4% of students in temporary housing
05M692,2023-24,14.0,2.42,2.4% of students in temporary housing
05M700,2023-24,113.0,18.17,18.2% of students in temporary housing
06M004,2023-24,111.0,21.43,21.4% of students in temporary housing
06M005,2023-24,149.0,31.04,31.0% of students in temporary housing
06M008,2023-24,85.0,22.08,22.1% of students in temporary housing
06M018,2023-24,125.0,48.08,48.1% of students in temporary housing
06M028,2023-24,148.0,34.02,34.0% of students in temporary housing
06M048,2023-24,98.0,23.79,23.8% of students in temporary housing
06M052,2023-24,76.0,41.3,41.3% of students in temporary housing
06M098,2023-24,106.0,33.13,33.1% of students in temporary housing
06M103,2023-24,110.0,24.77,24.8% of students in temporary housing
06M115,2023-24,112.0,26.86,26.9% of students in temporary housing
06M128,2023-24,126.0,26.25,26.2% of students in temporary housing
06M132,2023-24,92.0,41.63,41.6% of students in temporary housing
06M143,2023-24,69.0,32.7,32.7% of students in temporary housing
06M152,2023-24,132.0,25.93,25.9% of students in temporary housing
06M153,2023-24,142.0,32.27,32.3% of students in temporary housing
06M173,2023-24,168.0,25.34,25.3% of students in temporary housing
06M178,2023-24,46.0,16.61,16.6% of students in temporary housing
06M187,2023-24,38.0,4.89,4.9% of students in temporary housing
06M189,2023-24,61.0,13.06,13.1% of students in temporary housing
06M192,2023-24,74.0,28.03,28.0% of students in temporary housing
06M209,2023-24,64.0,19.28,19.3% of students in temporary housing
06M210,2023-24,30.0,6.67,6.7% of students in temporary housing
06M211,2023-24,13.0,3.67,3.7% of students in temporary housing
06M223,2023-24,22.0,7.83,7.8% of students in temporary housing
06M278,2023-24,49.0,15.46,15.5% of students in temporary housing
06M293,2023-24,71.0,12.79,12.8% of students in temporary housing
06M311,2023-24,58.0,14.25,14.2% of students in temporary housing
06M314,2023-24,7.0,2.4,2.4% of students in temporary housing
06M319,2023-24,76.0,28.57,28.6% of students in temporary housing
06M322,2023-24,112.0,39.58,39.6% of students in temporary housing
06M324,2023-24,56.0,22.86,22.9% of students in temporary housing
06M328,2023-24,38.0,25.85,25.9% of students in temporary housing
06M346,2023-24,107.0,17.46,17.5% of students in temporary housing
06M348,2023-24,103.0,10.44,10.4% of students in temporary housing
06M366,2023-24,45.0,8.95,8.9% of students in temporary housing
06M368,2023-24,65.0,24.53,24.5% of students in temporary housing
06M423,2023-24,61.0,26.29,26.3% of students in temporary housing
06M444,2023-24,21.0,7.45,7.5% of students in temporary housing
06M462,2023-24,104.0,29.38,29.4% of students in temporary housing
06M463,2023-24,169.0,44.71,44.7% of students in temporary housing
06M467,2023-24,318.0,52.91,52.9% of students in temporary housing
06M468,2023-24,190.0,38.62,38.6% of students in temporary housing
06M513,2023-24,39.0,17.49,17.5% of students in temporary housing
06M528,2023-24,60.0,23.81,23.8% of students in temporary housing
06M540,2023-24,260.0,18.79,18.8% of students in temporary housing
06M552,2023-24,248.0,36.96,37.0% of students in temporary housing
06M700,2023-24,165.0,11.16,11.2% of students in temporary housing
07X001,2023-24,103.0,21.91,21.9% of students in temporary housing
07X005,2023-24,222.0,32.03,32.0% of students in temporary housing
07X018,2023-24,81.0,23.01,23.0% of students in temporary housing
07X025,2023-24,87.0,20.14,20.1% of students in temporary housing
07X029,2023-24,130.0,19.26,19.3% of students in temporary housing
07X030,2023-24,112.0,26.79,26.8% of students in temporary housing
07X031,2023-24,151.0,25.99,26.0% of students in temporary housing
07X043,2023-24,83.0,22.43,22.4% of students in temporary housing
07X049,2023-24,111.0,20.75,20.8% of students in temporary housing
07X065,2023-24,98.0,40.0,40.0% of students in temporary housing
07X154,2023-24,56.0,24.24,24.2% of students in temporary housing
07X157,2023-24,63.0,14.32,14.3% of students in temporary housing
07X161,2023-24,62.0,18.45,18.4% of students in temporary housing
07X179,2023-24,51.0,22.37,22.4% of students in temporary housing
07X221,2023-24,104.0,16.69,16.7% of students in temporary housing
07X223,2023-24,94.0,14.87,14.9% of students in temporary housing
07X224,2023-24,49.0,25.13,25.1% of students in temporary housing
07X259,2023-24,141.0,19.78,19.8% of students in temporary housing
07X277,2023-24,70.0,19.66,19.7% of students in temporary housing
07X296,2023-24,40.0,20.94,20.9% of students in temporary housing
07X298,2023-24,31.0,21.38,21.4% of students in temporary housing
07X334,2023-24,198.0,50.38,50.4% of students in temporary housing
07X343,2023-24,46.0,16.73,16.7% of students in temporary housing
07X359,2023-24,33.0,17.01,17.0% of students in temporary housing
07X369,2023-24,64.0,29.22,29.2% of students in temporary housing
07X379,2023-24,32.0,14.29,14.3% of students in temporary housing
07X381,2023-24,18.0,12.08,12.1% of students in temporary housing
07X427,2023-24,52.0,25.12,25.1% of students in temporary housing
07X444,2023-24,25.0,10.2,10.2% of students in temporary housing
07X473,2023-24,40.0,22.73,22.7% of students in temporary housing
07X495,2023-24,50.0,8.91,8.9% of students in temporary housing
07X500,2023-24,61.0,12.55,12.6% of students in temporary housing
07X522,2023-24,40.0,17.17,17.2% of students in temporary housing
07X527,2023-24,85.0,21.14,21.1% of students in temporary housing
07X533,2023-24,38.0,14.79,14.8% of students in temporary housing
07X548,2023-24,85.0,18.93,18.9% of students in temporary housing
07X551,2023-24,91.0,18.5,18.5% of students in temporary housing
07X557,2023-24,51.0,15.74,15.7% of students in temporary housing
07X584,2023-24,69.0,35.75,35.8% of students in temporary housing
07X600,2023-24,65.0,16.37,16.4% of students in temporary housing
07X625,2023-24,66.0,23.24,23.2% of students in temporary housing
07X642,2023-24,11.0,16.42,16.4% of students in temporary housing
07X670,2023-24,61.0,27.11,27.1% of students in temporary housing
07X700,2023-24,56.0,10.61,10.6% of students in temporary housing
08X014,2023-24,74.0,10.24,10.2% of students in temporary housing
08X036,2023-24,88.0,11.66,11.7% of students in temporary housing
08X048,2023-24,137.0,27.73,27.7% of students in temporary housing
08X062,2023-24,98.0,20.5,20.5% of students in temporary housing
08X069,2023-24,63.0,12.73,12.7% of students in temporary housing
08X071,2023-24,41.0,3.45,3.5% of students in temporary housing
08X072,2023-24,55.0,8.79,8.8% of students in temporary housing
08X075,2023-24,113.0,20.21,20.2% of students in temporary housing
08X093,2023-24,70.0,18.04,18.0% of students in temporary housing
08X100,2023-24,77.0,16.67,16.7% of students in temporary housing
08X101,2023-24,37.0,6.48,6.5% of students in temporary housing
08X107,2023-24,76.0,16.45,16.4% of students in temporary housing
08X119,2023-24,71.0,13.2,13.2% of students in temporary housing
08X123,2023-24,134.0,24.32,24.3% of students in temporary housing
08X130,2023-24,87.0,25.82,25.8% of students in temporary housing
08X131,2023-24,63.0,17.65,17.6% of students in temporary housing
08X138,2023-24,51.0,9.85,9.8% of students in temporary housing
08X140,2023-24,91.0,23.33,23.3% of students in temporary housing
08X146,2023-24,57.0,16.96,17.0% of students in temporary housing
08X152,2023-24,230.0,31.94,31.9% of students in temporary housing
08X182,2023-24,76.0,16.41,16.4% of students in temporary housing
08X269,2023-24,79.0,13.01,13.0% of students in temporary housing
08X282,2023-24,44.0,22.22,22.2% of students in temporary housing
08X293,2023-24,39.0,9.22,9.2% of students in temporary housing
08X301,2023-24,59.0,31.72,31.7% of students in temporary housing
08X302,2023-24,61.0,18.21,18.2% of students in temporary housing
08X304,2023-24,57.0,9.91,9.9% of students in temporary housing
08X312,2023-24,38.0,10.76,10.8% of students in temporary housing
08X320,2023-24,40.0,11.94,11.9% of students in temporary housing
08X333,2023-24,95.0,18.41,18.4% of students in temporary housing
08X337,2023-24,93.0,21.23,21.2% of students in temporary housing
08X348,2023-24,44.0,12.79,12.8% of students in temporary housing
08X349,2023-24,38.0,8.82,8.8% of students in temporary housing
08X367,2023-24,68.0,13.47,13.5% of students in temporary housing
08X371,2023-24,48.0,12.7,12.7% of students in temporary housing
