DBN,school_year,temp_housing_count,temp_housing_rate,temp_housing_rate_label
28Q101,2022-23,6.0,0.98,1.0% of students in temporary housing
28Q117,2022-23,97.0,11.43,11.4% of students in temporary housing
28Q121,2022-23,25.0,3.32,3.3% of students in temporary housing
28Q139,2022-23,55.0,9.08,9.1% of students in temporary housing
28Q140,2022-23,42.0,11.8,11.8% of students in temporary housing
28Q144,2022-23,15.0,1.75,1.8% of students in temporary housing
28Q157,2022-23,95.0,5.92,5.9% of students in temporary housing
28Q160,2022-23,103.0,15.47,15.5% of students in temporary housing
28Q161,2022-23,25.0,4.33,4.3% of students in temporary housing
28Q167,2022-23,48.0,5.67,5.7% of students in temporary housing
28Q174,2022-23,27.0,4.78,4.8% of students in temporary housing
28Q175,2022-23,19.0,2.7,2.7% of students in temporary housing
28Q182,2022-23,116.0,16.89,16.9% of students in temporary housing
28Q190,2022-23,65.0,6.14,6.1% of students in temporary housing
28Q196,2022-23,7.0,0.86,0.9% of students in temporary housing
28Q206,2022-23,27.0,4.89,4.9% of students in temporary housing
28Q217,2022-23,215.0,15.49,15.5% of students in temporary housing
28Q220,2022-23,44.0,6.97,7.0% of students in temporary housing
28Q284,2022-23,27.0,4.43,4.4% of students in temporary housing
28Q287,2022-23,81.0,23.28,23.3% of students in temporary housing
28Q303,2022-23,,,Data suppressed
28Q310,2022-23,49.0,7.16,7.2% of students in temporary housing
28Q312,2022-23,27.0,11.69,11.7% of students in temporary housing
28Q325,2022-23,43.0,10.36,10.4% of students in temporary housing
28Q328,2022-23,36.0,7.39,7.4% of students in temporary housing
28Q332,2022-23,44.0,16.67,16.7% of students in temporary housing
28Q335,2022-23,28.0,11.48,11.5% of students in temporary housing
28Q338,2022-23,13.0,6.16,6.2% of students in temporary housing
28Q349,2022-23,109.0,17.38,17.4% of students in temporary housing
28Q350,2022-23,58.0,10.98,11.0% of students in temporary housing
28Q354,2022-23,56.0,10.65,10.7% of students in temporary housing
28Q358,2022-23,34.0,9.83,9.8% of students in temporary housing
28Q440,2022-23,185.0,5.25,5.2% of students in temporary housing
28Q444,2022-23,33.0,4.65,4.7% of students in temporary housing
28Q505,2022-23,336.0,13.51,13.5% of students in temporary housing
28Q620,2022-23,114.0,5.15,5.2% of students in temporary housing
28Q680,2022-23,34.0,5.14,5.1% of students in temporary housing
28Q686,2022-23,33.0,3.21,3.2% of students in temporary housing
28Q687,2022-23,,,Data suppressed
28Q690,2022-23,30.0,6.09,6.1% of students in temporary housing
28Q700,2022-23,195.0,5.21,5.2% of students in temporary housing
28Q896,2022-23,19.0,3.32,3.3% of students in temporary housing
29Q015,2022-23,22.0,6.23,6.2% of students in temporary housing
29Q033,2022-23,74.0,8.88,8.9% of students in temporary housing
29Q034,2022-23,59.0,11.55,11.6% of students in temporary housing
29Q035,2022-23,59.0,9.67,9.7% of students in temporary housing
29Q036,2022-23,40.0,13.29,13.3% of students in temporary housing
29Q037,2022-23,65.0,21.04,21.0% of students in temporary housing
29Q038,2022-23,22.0,8.49,8.5% of students in temporary housing
29Q052,2022-23,146.0,43.32,43.3% of students in temporary housing
29Q059,2022-23,52.0,11.76,11.8% of students in temporary housing
29Q095,2022-23,217.0,17.54,17.5% of students in temporary housing
29Q109,2022-23,102.0,10.07,10.1% of students in temporary housing
29Q116,2022-23,112.0,12.68,12.7% of students in temporary housing
29Q118,2022-23,38.0,9.43,9.4% of students in temporary housing
29Q131,2022-23,139.0,19.91,19.9% of students in temporary housing
29Q132,2022-23,20.0,5.99,6.0% of students in temporary housing
29Q134,2022-23,57.0,16.57,16.6% of students in temporary housing
29Q135,2022-23,124.0,15.5,15.5% of students in temporary housing
29Q136,2022-23,49.0,11.64,11.6% of students in temporary housing
29Q138,2022-23,59.0,8.98,9.0% of students in temporary housing
29Q147,2022-23,36.0,8.07,8.1% of students in temporary housing
29Q156,2022-23,17.0,8.85,8.8% of students in temporary housing
29Q176,2022-23,20.0,3.1,3.1% of students in temporary housing
29Q181,2022-23,24.0,7.16,7.2% of students in temporary housing
29Q192,2022-23,47.0,12.74,12.7% of students in temporary housing
29Q195,2022-23,23.0,6.48,6.5% of students in temporary housing
29Q208,2022-23,17.0,2.72,2.7% of students in temporary housing
29Q238,2022-23,198.0,19.37,19.4% of students in temporary housing
29Q243,2022-23,43.0,8.69,8.7% of students in temporary housing
29Q248,2022-23,38.0,13.52,13.5% of students in temporary housing
29Q251,2022-23,18.0,6.82,6.8% of students in temporary housing
29Q259,2022-23,47.0,7.03,7.0% of students in temporary housing
29Q265,2022-23,46.0,9.96,10.0% of students in temporary housing
29Q268,2022-23,55.0,8.41,8.4% of students in temporary housing
29Q270,2022-23,41.0,6.03,6.0% of students in temporary housing
29Q272,2022-23,43.0,10.91,10.9% of students in temporary housing
29Q283,2022-23,53.0,9.22,9.2% of students in temporary housing
29Q289,2022-23,16.0,8.12,8.1% of students in temporary housing
29Q295,2022-23,76.0,13.4,13.4% of students in temporary housing
29Q313,2022-23,32.0,8.1,8.1% of students in temporary housing
29Q326,2022-23,36.0,9.86,9.9% of students in temporary housing
29Q327,2022-23,43.0,9.64,9.6% of students in temporary housing
29Q355,2022-23,42.0,12.07,12.1% of students in temporary housing
29Q356,2022-23,59.0,18.97,19.0% of students in temporary housing
29Q360,2022-23,12.0,3.73,3.7% of students in temporary housing
29Q381,2022-23,40.0,10.5,10.5% of students in temporary housing
29Q444,2022-23,40.0,6.45,6.5% of students in temporary housing
29Q492,2022-23,37.0,9.05,9.1% of students in temporary housing
29Q498,2022-23,48.0,9.13,9.1% of students in temporary housing
29Q700,2022-23,122.0,5.15,5.2% of students in temporary housing
30Q002,2022-23,57.0,9.76,9.8% of students in temporary housing
30Q010,2022-23,66.0,9.18,9.2% of students in temporary housing
30Q011,2022-23,70.0,9.31,9.3% of students in temporary housing
30Q017,2022-23,117.0,19.73,19.7% of students in temporary housing
30Q069,2022-23,45.0,5.33,5.3% of students in temporary housing
30Q070,2022-23,41.0,4.81,4.8% of students in temporary housing
30Q076,2022-23,183.0,34.21,34.2% of students in temporary housing
30Q078,2022-23,41.0,5.11,5.1% of students in temporary housing
30Q084,2022-23,20.0,5.78,5.8% of students in temporary housing
30Q085,2022-23,22.0,3.77,3.8% of students in temporary housing
30Q092,2022-23,101.0,11.44,11.4% of students in temporary housing
30Q111,2022-23,270.0,53.89,53.9% of students in temporary housing
30Q112,2022-23,221.0,37.52,37.5% of students in temporary housing
30Q122,2022-23,59.0,5.03,5.0% of students in temporary housing
30Q126,2022-23,86.0,18.74,18.7% of students in temporary housing
30Q127,2022-23,212.0,17.18,17.2% of students in temporary housing
30Q141,2022-23,58.0,5.43,5.4% of students in temporary housing
30Q145,2022-23,265.0,17.1,17.1% of students in temporary housing
30Q148,2022-23,112.0,15.73,15.7% of students in temporary housing
30Q149,2022-23,188.0,22.98,23.0% of students in temporary housing
30Q150,2022-23,73.0,9.26,9.3% of students in temporary housing
30Q151,2022-23,85.0,23.04,23.0% of students in temporary housing
30Q152,2022-23,180.0,25.21,25.2% of students in temporary housing
30Q166,2022-23,81.0,9.63,9.6% of students in temporary housing
30Q171,2022-23,140.0,29.23,29.2% of students in temporary housing
30Q204,2022-23,151.0,35.2,35.2% of students in temporary housing
30Q212,2022-23,20.0,3.07,3.1% of students in temporary housing
30Q222,2022-23,36.0,15.93,15.9% of students in temporary housing
30Q227,2022-23,101.0,6.65,6.7% of students in temporary housing
30Q228,2022-23,33.0,15.21,15.2% of students in temporary housing
30Q230,2022-23,128.0,11.96,12.0% of students in temporary housing
30Q234,2022-23,37.0,8.67,8.7% of students in temporary housing
30Q235,2022-23,87.0,47.8,47.8% of students in temporary housing
30Q258,2022-23,21.0,4.05,4.0% of students in temporary housing
30Q280,2022-23,79.0,15.13,15.1% of students in temporary housing
30Q286,2022-23,12.0,2.12,2.1% of students in temporary housing
30Q291,2022-23,27.0,7.16,7.2% of students in temporary housing
30Q300,2022-23,,,Data suppressed
30Q301,2022-23,33.0,6.02,6.0% of students in temporary housing
30Q329,2022-23,169.0,36.11,36.1% of students in temporary housing
30Q361,2022-23,37.0,7.2,7.2% of students in temporary housing
30Q384,2022-23,18.0,5.54,5.5% of students in temporary housing
30Q389,2022-23,93.0,27.51,27.5% of students in temporary housing
30Q398,2022-23,37.0,10.34,10.3% of students in temporary housing
30Q417,2022-23,,,Data suppressed
30Q444,2022-23,26.0,3.62,3.6% of students in temporary housing
30Q445,2022-23,208.0,9.77,9.8% of students in temporary housing
30Q450,2022-23,233.0,12.06,12.1% of students in temporary housing
30Q501,2022-23,13.0,1.52,1.5% of students in temporary housing
30Q502,2022-23,98.0,11.38,11.4% of students in temporary housing
30Q555,2022-23,661.0,43.06,43.1% of students in temporary housing
30Q575,2022-23,50.0,3.65,3.6% of students in temporary housing
30Q580,2022-23,8.0,1.53,1.5% of students in temporary housing
30Q700,2022-23,191.0,6.02,6.0% of students in temporary housing
31R001,2022-23,9.0,2.06,2.1% of students in temporary housing
31R002,2022-23,53.0,5.39,5.4% of students in temporary housing
31R003,2022-23,6.0,0.89,0.9% of students in temporary housing
31R004,2022-23,14.0,1.67,1.7% of students in temporary housing
31R005,2022-23,,,Data suppressed
31R006,2022-23,7.0,1.43,1.4% of students in temporary housing
31R007,2022-23,18.0,1.47,1.5% of students in temporary housing
31R008,2022-23,9.0,1.64,1.6% of students in temporary housing
31R009,2022-23,6.0,1.92,1.9% of students in temporary housing
31R010,2022-23,33.0,17.65,17.6% of students in temporary housing
31R011,2022-23,16.0,4.91,4.9% of students in temporary housing
31R013,2022-23,60.0,7.58,7.6% of students in temporary housing
31R016,2022-23,78.0,18.84,18.8% of students in temporary housing
31R018,2022-23,65.0,16.88,16.9% of students in temporary housing
31R019,2022-23,69.0,14.08,14.1% of students in temporary housing
31R020,2022-23,42.0,11.6,11.6% of students in temporary housing
31R021,2022-23,11.0,2.7,2.7% of students in temporary housing
31R022,2022-23,97.0,11.43,11.4% of students in temporary housing
31R023,2022-23,13.0,2.18,2.2% of students in temporary housing
31R024,2022-23,40.0,3.05,3.0% of students in temporary housing
31R026,2022-23,8.0,2.85,2.9% of students in temporary housing
31R027,2022-23,78.0,8.16,8.2% of students in temporary housing
31R028,2022-23,24.0,8.22,8.2% of students in temporary housing
31R029,2022-23,26.0,4.18,4.2% of students in temporary housing
31R030,2022-23,18.0,2.62,2.6% of students in temporary housing
31R031,2022-23,41.0,10.82,10.8% of students in temporary housing
31R032,2022-23,,,Data suppressed
31R034,2022-23,,,Data suppressed
31R035,2022-23,,,Data suppressed
31R036,2022-23,16.0,1.83,1.8% of students in temporary housing
31R038,2022-23,19.0,5.14,5.1% of students in temporary housing
31R039,2022-23,21.0,4.25,4.2% of students in temporary housing
31R041,2022-23,20.0,2.87,2.9% of students in temporary housing
31R042,2022-23,9.0,0.87,0.9% of students in temporary housing
31R044,2022-23,56.0,9.48,9.5% of students in temporary housing
31R045,2022-23,34.0,4.17,4.2% of students in temporary housing
31R046,2022-23,13.0,6.5,6.5% of students in temporary housing
31R047,2022-23,,,Data suppressed
31R048,2022-23,29.0,2.88,2.9% of students in temporary housing
31R049,2022-23,44.0,8.58,8.6% of students in temporary housing
31R050,2022-23,,,Data suppressed
31R051,2022-23,127.0,10.06,10.1% of students in temporary housing
31R052,2022-23,21.0,3.37,3.4% of students in temporary housing
31R053,2022-23,8.0,0.96,1.0% of students in temporary housing
31R054,2022-23,13.0,1.54,1.5% of students in temporary housing
31R055,2022-23,8.0,1.53,1.5% of students in temporary housing
31R056,2022-23,,,Data suppressed
31R057,2022-23,32.0,6.11,6.1% of students in temporary housing
31R058,2022-23,37.0,5.18,5.2% of students in temporary housing
31R059,2022-23,23.0,7.96,8.0% of students in temporary housing
31R060,2022-23,11.0,1.63,1.6% of students in temporary housing
31R061,2022-23,113.0,12.01,12.0% of students in temporary housing
31R062,2022-23,7.0,1.48,1.5% of students in temporary housing
31R063,2022-23,13.0,3.06,3.1% of students in temporary housing
31R064,2022-23,10.0,2.03,2.0% of students in temporary housing
31R065,2022-23,18.0,4.68,4.7% of students in temporary housing
31R066,2022-23,51.0,4.39,4.4% of students in temporary housing
31R068,2022-23,52.0,12.29,12.3% of students in temporary housing
31R069,2022-23,17.0,2.12,2.1% of students in temporary housing
31R072,2022-23,53.0,3.49,3.5% of students in temporary housing
31R074,2022-23,41.0,15.41,15.4% of students in temporary housing
31R075,2022-23,37.0,2.5,2.5% of students in temporary housing
31R078,2022-23,59.0,10.71,10.7% of students in temporary housing
31R080,2022-23,47.0,3.19,3.2% of students in temporary housing
31R084,2022-23,,,Data suppressed
31R085,2022-23,,,Data suppressed
31R440,2022-23,107.0,3.37,3.4% of students in temporary housing
31R444,2022-23,40.0,3.07,3.1% of students in temporary housing
31R445,2022-23,165.0,9.25,9.2% of students in temporary housing
31R450,2022-23,126.0,5.86,5.9% of students in temporary housing
31R455,2022-23,92.0,2.41,2.4% of students in temporary housing
31R460,2022-23,118.0,3.95,4.0% of students in temporary housing
31R470,2022-23,21.0,10.34,10.3% of students in temporary housing
31R600,2022-23,31.0,4.3,4.3% of students in temporary housing
31R605,2022-23,9.0,0.66,0.7% of students in temporary housing
31R700,2022-23,85.0,2.41,2.4% of students in temporary housing
31R861,2022-23,59.0,6.84,6.8% of students in temporary housing
32K045,2022-23,67.0,12.69,12.7% of students in temporary housing
32K075,2022-23,62.0,25.31,25.3% of students in temporary housing
32K086,2022-23,156.0,40.52,40.5% of students in temporary housing
32K106,2022-23,93.0,24.93,24.9% of students in temporary housing
32K116,2022-23,125.0,33.16,33.2% of students in temporary housing
32K123,2022-23,159.0,29.28,29.3% of students in temporary housing
32K145,2022-23,102.0,20.82,20.8% of students in temporary housing
32K151,2022-23,90.0,30.2,30.2% of students in temporary housing
32K162,2022-23,116.0,37.54,37.5% of students in temporary housing
32K168,2022-23,35.0,9.16,9.2% of students in temporary housing
32K274,2022-23,169.0,46.17,46.2% of students in temporary housing
32K291,2022-23,106.0,36.43,36.4% of students in temporary housing
32K299,2022-23,95.0,42.6,42.6% of students in temporary housing
32K347,2022-23,67.0,24.19,24.2% of students in temporary housing
32K349,2022-23,57.0,21.27,21.3% of students in temporary housing
32K376,2022-23,79.0,15.46,15.5% of students in temporary housing
32K377,2022-23,57.0,26.76,26.8% of students in temporary housing
32K383,2022-23,98.0,12.05,12.1% of students in temporary housing
32K384,2022-23,58.0,15.93,15.9% of students in temporary housing
32K403,2022-23,70.0,23.57,23.6% of students in temporary housing
32K444,2022-23,20.0,12.9,12.9% of students in temporary housing
32K545,2022-23,69.0,15.58,15.6% of students in temporary housing
32K549,2022-23,66.0,22.76,22.8% of students in temporary housing
32K552,2022-23,66.0,15.98,16.0% of students in temporary housing
32K554,2022-23,22.0,5.2,5.2% of students in temporary housing
32K556,2022-23,91.0,23.33,23.3% of students in temporary housing
32K562,2022-23,108.0,29.11,29.1% of students in temporary housing
32K564,2022-23,10.0,7.94,7.9% of students in temporary housing
32K700,2022-23,273.0,18.71,18.7% of students in temporary housing
75K004,2022-23,42.0,9.66,9.7% of students in temporary housing
75K036,2022-23,57.0,12.72,12.7% of students in temporary housing
75K053,2022-23,24.0,5.61,5.6% of students in temporary housing
75K077,2022-23,18.0,5.68,5.7% of students in temporary housing
75K140,2022-23,77.0,20.87,20.9% of students in temporary housing
75K141,2022-23,50.0,12.11,12.1% of students in temporary housing
75K231,2022-23,13.0,4.15,4.2% of students in temporary housing
75K368,2022-23,68.0,26.05,26.1% of students in temporary housing
75K369,2022-23,46.0,9.04,9.0% of students in temporary housing
75K370,2022-23,14.0,5.38,5.4% of students in temporary housing
75K371,2022-23,15.0,6.05,6.0% of students in temporary housing
75K372,2022-23,8.0,3.98,4.0% of students in temporary housing
75K373,2022-23,27.0,5.99,6.0% of students in temporary housing
75K396,2022-23,68.0,13.52,13.5% of students in temporary housing
75K403,2022-23,,,Data suppressed
75K444,2022-23,9.0,9.28,9.3% of students in temporary housing
75K503,2022-23,,,Data suppressed
75K721,2022-23,26.0,5.39,5.4% of students in temporary housing
75K753,2022-23,41.0,11.14,11.1% of students in temporary housing
75K771,2022-23,18.0,3.18,3.2% of students in temporary housing
75K811,2022-23,17.0,6.07,6.1% of students in temporary housing
75M035,2022-23,37.0,11.67,11.7% of students in temporary housing
75M079,2022-23,24.0,9.6,9.6% of students in temporary housing
75M094,2022-23,53.0,11.32,11.3% of students in temporary housing
75M138,2022-23,67.0,9.09,9.1% of students in temporary housing
75M169,2022-23,54.0,16.72,16.7% of students in temporary housing
75M226,2022-23,33.0,11.5,11.5% of students in temporary housing
75M401,2022-23,10.0,13.33,13.3% of students in temporary housing
75M444,2022-23,,,Data suppressed
75M501,2022-23,7.0,17.5,17.5% of students in temporary housing
75M721,2022-23,22.0,11.28,11.3% of students in temporary housing
75M751,2022-23,28.0,12.28,12.3% of students in temporary housing
75M811,2022-23,86.0,17.06,17.1% of students in temporary housing
75Q004,2022-23,33.0,5.95,6.0% of students in temporary housing
75Q009,2022-23,65.0,8.99,9.0% of students in temporary housing
75Q023,2022-23,33.0,7.17,7.2% of students in temporary housing
75Q075,2022-23,55.0,8.66,8.7% of students in temporary housing
75Q177,2022-23,18.0,3.39,3.4% of students in temporary housing
75Q224,2022-23,26.0,5.34,5.3% of students in temporary housing
75Q233,2022-23,8.0,1.52,1.5% of students in temporary housing
75Q255,2022-23,20.0,3.6,3.6% of students in temporary housing
75Q256,2022-23,44.0,6.19,6.2% of students in temporary housing
75Q277,2022-23,67.0,9.5,9.5% of students in temporary housing
75Q404,2022-23,,,Data suppressed
75Q444,2022-23,,,Data suppressed
75Q504,2022-23,,,Data suppressed
75Q721,2022-23,28.0,5.31,5.3% of students in temporary housing
75Q752,2022-23,48.0,11.54,11.5% of students in temporary housing
75Q811,2022-23,26.0,5.49,5.5% of students in temporary housing
75Q993,2022-23,29.0,4.92,4.9% of students in temporary housing
75R025,2022-23,35.0,5.78,5.8% of students in temporary housing
75R037,2022-23,9.0,1.76,1.8% of students in temporary housing
75R373,2022-23,18.0,2.64,2.6% of students in temporary housing
75R405,2022-23,,,Data suppressed
75R444,2022-23,,,Data suppressed
75R505,2022-23,,,Data suppressed
75R721,2022-23,15.0,3.11,3.1% of students in temporary housing
75X010,2022-23,68.0,9.94,9.9% of students in temporary housing
75X012,2022-23,43.0,14.05,14.1% of students in temporary housing
75X017,2022-23,71.0,12.16,12.2% of students in temporary housing
75X168,2022-23,65.0,10.2,10.2% of students in temporary housing
75X176,2022-23,18.0,2.94,2.9% of students in temporary housing
75X186,2022-23,132.0,17.51,17.5% of students in temporary housing
75X188,2022-23,74.0,14.15,14.2% of students in temporary housing
75X352,2022-23,61.0,11.66,11.7% of students in temporary housing
75X402,2022-23,,,Data suppressed
75X444,2022-23,6.0,5.22,5.2% of students in temporary housing
75X469,2022-23,81.0,13.52,13.5% of students in temporary housing
75X502,2022-23,,,Data suppressed
75X596,2022-23,18.0,4.22,4.2% of students in temporary housing
75X721,2022-23,46.0,9.11,9.1% of students in temporary housing
75X723,2022-23,72.0,16.9,16.9% of students in temporary housing
75X754,2022-23,82.0,21.98,22.0% of students in temporary housing
75X811,2022-23,74.0,12.01,12.0% of students in temporary housing
79K925,2022-23,116.0,9.27,9.3% of students in temporary housing
79M379,2022-23,66.0,10.03,10.0% of students in temporary housing
79M645,2022-23,125.0,7.61,7.6% of students in temporary housing
79M921,2022-23,8.0,14.81,14.8% of students in temporary housing
79M973,2022-23,303.0,50.5,50.5% of students in temporary housing
79Q344,2022-23,120.0,20.3,20.3% of students in temporary housing
79Q950,2022-23,767.0,15.13,15.1% of students in temporary housing
79X695,2022-23,70.0,16.91,16.9% of students in temporary housing
01M015,2023-24,58.0,30.21,30.2% of students in temporary housing
01M020,2023-24,164.0,39.61,39.6% of students in temporary housing
01M034,2023-24,91.0,39.06,39.1% of students in temporary housing
01M063,2023-24,55.0,25.94,25.9% of students in temporary housing
01M064,2023-24,55.0,29.89,29.9% of students in temporary housing
01M110,2023-24,28.0,10.94,10.9% of students in temporary housing
01M134,2023-24,110.0,48.03,48.0% of students in temporary housing
01M140,2023-24,180.0,46.63,46.6% of students in temporary housing
01M142,2023-24,120.0,29.7,29.7% of students in temporary housing
01M184,2023-24,96.0,12.96,13.0% of students in temporary housing
01M188,2023-24,259.0,54.07,54.1% of students in temporary housing
01M292,2023-24,44.0,15.66,15.7% of students in temporary housing
01M315,2023-24,29.0,6.12,6.1% of students in temporary housing
01M332,2023-24,65.0,35.71,35.7% of students in temporary housing
01M361,2023-24,69.0,21.5,21.5% of students in temporary housing
01M363,2023-24,23.0,10.09,10.1% of students in temporary housing
01M364,2023-24,23.0,11.44,11.4% of students in temporary housing
01M378,2023-24,69.0,38.98,39.0% of students in temporary housing
01M444,2023-24,25.0,17.12,17.1% of students in temporary housing
01M448,2023-24,30.0,6.36,6.4% of students in temporary housing
01M450,2023-24,86.0,12.22,12.2% of students in temporary housing
01M458,2023-24,39.0,18.4,18.4% of students in temporary housing
01M515,2023-24,123.0,21.32,21.3% of students in temporary housing
01M539,2023-24,23.0,1.42,1.4% of students in temporary housing
01M650,2023-24,23.0,12.85,12.8% of students in temporary housing
01M696,2023-24,14.0,2.56,2.6% of students in temporary housing
01M700,2023-24,135.0,25.42,25.4% of students in temporary housing
01M839,2023-24,30.0,9.17,9.2% of students in temporary housing
02M001,2023-24,55.0,22.36,22.4% of students in temporary housing
02M002,2023-24,111.0,28.46,28.5% of students in temporary housing
02M003,2023-24,31.0,5.47,5.5% of students in temporary housing
02M006,2023-24,16.0,2.54,2.5% of students in temporary housing
02M011,2023-24,79.0,10.62,10.6% of students in temporary housing
02M033,2023-24,182.0,28.0,28.0% of students in temporary housing
02M040,2023-24,10.0,1.83,1.8% of students in temporary housing
02M041,2023-24,12.0,2.47,2.5% of students in temporary housing
02M042,2023-24,61.0,12.2,12.2% of students in temporary housing
02M047,2023-24,11.0,6.51,6.5% of students in temporary housing
02M051,2023-24,284.0,49.56,49.6% of students in temporary housing
02M059,2023-24,11.0,1.85,1.9% of students in temporary housing
02M077,2023-24,,,Data suppressed
02M089,2023-24,14.0,4.09,4.1% of students in temporary housing
02M104,2023-24,131.0,12.94,12.9% of students in temporary housing
02M111,2023-24,171.0,39.95,40.0% of students in temporary housing
02M114,2023-24,,,Data suppressed
02M116,2023-24,166.0,38.79,38.8% of students in temporary housing
02M124,2023-24,9.0,1.81,1.8% of students in temporary housing
02M126,2023-24,118.0,19.41,19.4% of students in temporary housing
02M130,2023-24,74.0,12.35,12.3% of students in temporary housing
02M131,2023-24,72.0,23.84,23.8% of students in temporary housing
02M135,2023-24,62.0,21.23,21.2% of students in temporary housing
02M139,2023-24,29.0,8.24,8.2% of students in temporary housing
02M150,2023-24,10.0,4.03,4.0% of students in temporary housing
02M151,2023-24,12.0,3.17,3.2% of students in temporary housing
02M158,2023-24,12.0,1.9,1.9% of students in temporary housing
02M167,2023-24,64.0,6.26,6.3% of students in temporary housing
02M177,2023-24,11.0,4.68,4.7% of students in temporary housing
02M183,2023-24,19.0,3.38,3.4% of students in temporary housing
02M198,2023-24,63.0,11.58,11.6% of students in temporary housing
02M212,2023-24,114.0,31.4,31.4% of students in temporary housing
02M217,2023-24,14.0,1.95,1.9% of students in temporary housing
02M225,2023-24,23.0,6.78,6.8% of students in temporary housing
02M234,2023-24,,,Data suppressed
02M255,2023-24,6.0,1.6,1.6% of students in temporary housing
02M260,2023-24,19.0,2.21,2.2% of students in temporary housing
02M267,2023-24,14.0,3.84,3.8% of students in temporary housing
02M276,2023-24,135.0,15.1,15.1% of students in temporary housing
02M280,2023-24,91.0,21.67,21.7% of students in temporary housing
02M281,2023-24,39.0,7.12,7.1% of students in temporary housing
02M282,2023-24,59.0,11.13,11.1% of students in temporary housing
02M288,2023-24,53.0,11.99,12.0% of students in temporary housing
02M289,2023-24,19.0,7.25,7.2% of students in temporary housing
02M290,2023-24,,,Data suppressed
02M294,2023-24,22.0,6.11,6.1% of students in temporary housing
02M296,2023-24,98.0,36.98,37.0% of students in temporary housing
02M297,2023-24,121.0,33.43,33.4% of students in temporary housing
02M298,2023-24,46.0,8.5,8.5% of students in temporary housing
02M300,2023-24,55.0,23.21,23.2% of students in temporary housing
02M303,2023-24,61.0,21.4,21.4% of students in temporary housing
02M305,2023-24,44.0,16.99,17.0% of students in temporary housing
02M308,2023-24,51.0,17.23,17.2% of students in temporary housing
02M312,2023-24,15.0,2.72,2.7% of students in temporary housing
02M313,2023-24,28.0,16.28,16.3% of students in temporary housing
02M316,2023-24,71.0,55.04,55.0% of students in temporary housing
02M340,2023-24,36.0,10.68,10.7% of students in temporary housing
02M343,2023-24,87.0,23.64,23.6% of students in temporary housing
02M347,2023-24,41.0,21.81,21.8% of students in temporary housing
02M374,2023-24,16.0,3.29,3.3% of students in temporary housing
02M376,2023-24,18.0,4.04,4.0% of students in temporary housing
02M391,2023-24,63.0,12.5,12.5% of students in temporary housing
02M392,2023-24,56.0,13.56,13.6% of students in temporary housing
02M393,2023-24,59.0,14.01,14.0% of students in temporary housing
02M394,2023-24,126.0,34.81,34.8% of students in temporary housing
02M395,2023-24,14.0,9.4,9.4% of students in temporary housing
02M397,2023-24,56.0,11.43,11.4% of students in temporary housing
02M399,2023-24,18.0,14.63,14.6% of students in temporary housing
02M400,2023-24,108.0,10.2,10.2% of students in temporary housing
02M407,2023-24,17.0,3.52,3.5% of students in temporary housing
02M408,2023-24,28.0,5.27,5.3% of students in temporary housing
02M411,2023-24,10.0,2.08,2.1% of students in temporary housing
02M412,2023-24,12.0,2.83,2.8% of students in temporary housing
02M413,2023-24,27.0,3.68,3.7% of students in temporary housing
02M414,2023-24,17.0,3.53,3.5% of students in temporary housing
02M416,2023-24,22.0,4.09,4.1% of students in temporary housing
02M418,2023-24,31.0,4.61,4.6% of students in temporary housing
02M419,2023-24,64.0,19.22,19.2% of students in temporary housing
02M420,2023-24,95.0,5.82,5.8% of students in temporary housing
02M422,2023-24,129.0,27.45,27.4% of students in temporary housing
02M425,2023-24,66.0,21.71,21.7% of students in temporary housing
02M427,2023-24,259.0,73.79,73.8% of students in temporary housing
02M432,2023-24,22.0,9.4,9.4% of students in temporary housing
02M437,2023-24,63.0,29.03,29.0% of students in temporary housing
02M438,2023-24,208.0,52.79,52.8% of students in temporary housing
02M439,2023-24,37.0,8.39,8.4% of students in temporary housing
02M442,2023-24,,,Data suppressed
02M444,2023-24,41.0,7.27,7.3% of students in temporary housing
02M449,2023-24,49.0,11.75,11.8% of students in temporary housing
02M459,2023-24,134.0,34.81,34.8% of students in temporary housing
02M475,2023-24,87.0,2.68,2.7% of students in temporary housing
02M489,2023-24,63.0,9.32,9.3% of students in temporary housing
02M500,2023-24,82.0,28.67,28.7% of students in temporary housing
02M507,2023-24,37.0,8.83,8.8% of students in temporary housing
02M519,2023-24,26.0,5.94,5.9% of students in temporary housing
02M520,2023-24,41.0,26.45,26.4% of students in temporary housing
02M527,2023-24,16.0,3.96,4.0% of students in temporary housing
02M529,2023-24,66.0,22.07,22.1% of students in temporary housing
02M531,2023-24,11.0,5.19,5.2% of students in temporary housing
02M533,2023-24,47.0,9.85,9.8% of students in temporary housing
02M534,2023-24,47.0,11.66,11.7% of students in temporary housing
02M542,2023-24,126.0,28.25,28.2% of students in temporary housing
02M543,2023-24,64.0,14.04,14.0% of students in temporary housing
02M544,2023-24,93.0,27.19,27.2% of students in temporary housing
02M545,2023-24,36.0,9.7,9.7% of students in temporary housing
02M546,2023-24,59.0,13.98,14.0% of students in temporary housing
02M550,2023-24,296.0,53.72,53.7% of students in temporary housing
02M551,2023-24,19.0,3.89,3.9% of students in temporary housing
02M560,2023-24,55.0,9.47,9.5% of students in temporary housing
02M565,2023-24,15.0,10.95,10.9% of students in temporary housing
