DBN,school_year,suspension_total,suspension_rate,suspension_rate_label
03M485,2022-23,26.0,1.09,1.1% of students suspended
03M492,2022-23,27.0,6.12,6.1% of students suspended
03M494,2022-23,34.0,7.64,7.6% of students suspended
03M505,2022-23,17.0,,Data suppressed
03M541,2022-23,,,Data suppressed
03M859,2022-23,17.0,5.84,5.8% of students suspended
03M860,2022-23,66.0,20.12,20.1% of students suspended
03M862,2022-23,102.0,28.33,28.3% of students suspended
04M007,2022-23,9.0,2.85,2.9% of students suspended
04M012,2022-23,,,Data suppressed
04M037,2022-23,8.0,3.51,3.5% of students suspended
04M038,2022-23,11.0,6.67,6.7% of students suspended
04M057,2022-23,26.0,4.93,4.9% of students suspended
04M072,2022-23,28.0,5.62,5.6% of students suspended
04M083,2022-23,0.0,0.0,0.0% of students suspended
04M096,2022-23,33.0,10.09,10.1% of students suspended
04M102,2022-23,9.0,6.04,6.0% of students suspended
04M108,2022-23,42.0,12.14,12.1% of students suspended
04M112,2022-23,0.0,0.0,0.0% of students suspended
04M146,2022-23,10.0,3.24,3.2% of students suspended
04M155,2022-23,8.0,4.32,4.3% of students suspended
04M171,2022-23,23.0,3.01,3.0% of students suspended
04M182,2022-23,6.0,2.47,2.5% of students suspended
04M206,2022-23,77.0,18.33,18.3% of students suspended
04M224,2022-23,46.0,25.14,25.1% of students suspended
04M310,2022-23,,,Data suppressed
04M372,2022-23,84.0,16.8,16.8% of students suspended
04M375,2022-23,27.0,14.67,14.7% of students suspended
04M377,2022-23,18.0,12.0,12.0% of students suspended
04M435,2022-23,14.0,0.85,0.8% of students suspended
04M495,2022-23,8.0,2.08,2.1% of students suspended
04M497,2022-23,,,Data suppressed
04M555,2022-23,9.0,1.79,1.8% of students suspended
04M610,2022-23,17.0,,Data suppressed
04M680,2022-23,103.0,32.29,32.3% of students suspended
04M825,2022-23,94.0,29.75,29.8% of students suspended
04M964,2022-23,,,Data suppressed
05M030,2022-23,29.0,16.86,16.9% of students suspended
05M036,2022-23,0.0,0.0,0.0% of students suspended
05M046,2022-23,32.0,7.39,7.4% of students suspended
05M092,2022-23,9.0,4.89,4.9% of students suspended
05M123,2022-23,53.0,13.25,13.2% of students suspended
05M125,2022-23,0.0,0.0,0.0% of students suspended
05M129,2022-23,,,Data suppressed
05M133,2022-23,,,Data suppressed
05M148,2022-23,,,Data suppressed
05M154,2022-23,,,Data suppressed
05M157,2022-23,34.0,22.37,22.4% of students suspended
05M161,2022-23,16.0,3.2,3.2% of students suspended
05M175,2022-23,7.0,2.31,2.3% of students suspended
05M194,2022-23,0.0,0.0,0.0% of students suspended
05M197,2022-23,0.0,0.0,0.0% of students suspended
05M200,2022-23,0.0,0.0,0.0% of students suspended
05M285,2022-23,12.0,6.06,6.1% of students suspended
05M286,2022-23,7.0,9.21,9.2% of students suspended
05M304,2022-23,15.0,7.77,7.8% of students suspended
05M318,2022-23,8.0,4.6,4.6% of students suspended
05M362,2022-23,19.0,2.75,2.8% of students suspended
05M369,2022-23,35.0,13.11,13.1% of students suspended
05M371,2022-23,21.0,16.8,16.8% of students suspended
05M499,2022-23,84.0,10.29,10.3% of students suspended
05M514,2022-23,6.0,8.22,8.2% of students suspended
05M517,2022-23,47.0,14.42,14.4% of students suspended
05M670,2022-23,108.0,22.64,22.6% of students suspended
05M692,2022-23,0.0,0.0,0.0% of students suspended
06M004,2022-23,0.0,0.0,0.0% of students suspended
06M005,2022-23,0.0,0.0,0.0% of students suspended
06M008,2022-23,0.0,0.0,0.0% of students suspended
06M018,2022-23,,,Data suppressed
06M028,2022-23,16.0,4.2,4.2% of students suspended
06M048,2022-23,0.0,0.0,0.0% of students suspended
06M052,2022-23,31.0,21.38,21.4% of students suspended
06M098,2022-23,0.0,0.0,0.0% of students suspended
06M103,2022-23,0.0,0.0,0.0% of students suspended
06M115,2022-23,0.0,0.0,0.0% of students suspended
06M128,2022-23,12.0,2.5,2.5% of students suspended
06M132,2022-23,0.0,0.0,0.0% of students suspended
06M143,2022-23,13.0,6.63,6.6% of students suspended
06M152,2022-23,0.0,0.0,0.0% of students suspended
06M153,2022-23,,,Data suppressed
06M173,2022-23,0.0,0.0,0.0% of students suspended
06M178,2022-23,,,Data suppressed
06M187,2022-23,,,Data suppressed
06M189,2022-23,,,Data suppressed
06M192,2022-23,0.0,0.0,0.0% of students suspended
06M209,2022-23,8.0,2.56,2.6% of students suspended
06M210,2022-23,16.0,4.07,4.1% of students suspended
06M211,2022-23,24.0,6.03,6.0% of students suspended
06M223,2022-23,9.0,3.64,3.6% of students suspended
06M278,2022-23,11.0,3.26,3.3% of students suspended
06M293,2022-23,9.0,1.54,1.5% of students suspended
06M311,2022-23,0.0,0.0,0.0% of students suspended
06M314,2022-23,,,Data suppressed
06M319,2022-23,19.0,8.02,8.0% of students suspended
06M322,2022-23,23.0,9.24,9.2% of students suspended
06M324,2022-23,36.0,16.22,16.2% of students suspended
06M328,2022-23,8.0,5.84,5.8% of students suspended
06M346,2022-23,92.0,15.03,15.0% of students suspended
06M348,2022-23,40.0,4.15,4.2% of students suspended
06M349,2022-23,0.0,,Data suppressed
06M366,2022-23,7.0,1.39,1.4% of students suspended
06M368,2022-23,,,Data suppressed
06M423,2022-23,,,Data suppressed
06M462,2022-23,13.0,3.95,4.0% of students suspended
06M463,2022-23,16.0,4.91,4.9% of students suspended
06M467,2022-23,26.0,7.22,7.2% of students suspended
06M468,2022-23,12.0,3.24,3.2% of students suspended
06M513,2022-23,0.0,0.0,0.0% of students suspended
06M528,2022-23,25.0,10.2,10.2% of students suspended
06M540,2022-23,85.0,6.71,6.7% of students suspended
06M552,2022-23,27.0,4.69,4.7% of students suspended
07X001,2022-23,0.0,0.0,0.0% of students suspended
07X005,2022-23,0.0,0.0,0.0% of students suspended
07X018,2022-23,,,Data suppressed
07X025,2022-23,0.0,0.0,0.0% of students suspended
07X029,2022-23,96.0,13.2,13.2% of students suspended
07X030,2022-23,14.0,3.37,3.4% of students suspended
07X031,2022-23,7.0,1.19,1.2% of students suspended
07X043,2022-23,,,Data suppressed
07X049,2022-23,,,Data suppressed
07X065,2022-23,0.0,0.0,0.0% of students suspended
07X154,2022-23,0.0,0.0,0.0% of students suspended
07X157,2022-23,0.0,0.0,0.0% of students suspended
07X161,2022-23,14.0,4.33,4.3% of students suspended
07X179,2022-23,0.0,0.0,0.0% of students suspended
07X221,2022-23,23.0,3.62,3.6% of students suspended
07X223,2022-23,,,Data suppressed
07X224,2022-23,,,Data suppressed
07X259,2022-23,126.0,18.78,18.8% of students suspended
07X277,2022-23,12.0,3.9,3.9% of students suspended
07X296,2022-23,9.0,3.98,4.0% of students suspended
07X298,2022-23,10.0,7.75,7.8% of students suspended
07X334,2022-23,29.0,8.84,8.8% of students suspended
07X343,2022-23,48.0,15.95,15.9% of students suspended
07X359,2022-23,0.0,0.0,0.0% of students suspended
07X369,2022-23,12.0,5.53,5.5% of students suspended
07X379,2022-23,33.0,16.67,16.7% of students suspended
07X381,2022-23,21.0,15.22,15.2% of students suspended
07X427,2022-23,36.0,16.67,16.7% of students suspended
07X473,2022-23,17.0,9.71,9.7% of students suspended
07X495,2022-23,19.0,3.33,3.3% of students suspended
07X500,2022-23,8.0,1.56,1.6% of students suspended
07X522,2022-23,45.0,19.74,19.7% of students suspended
07X527,2022-23,50.0,12.32,12.3% of students suspended
07X548,2022-23,17.0,3.95,4.0% of students suspended
07X551,2022-23,53.0,9.72,9.7% of students suspended
07X557,2022-23,,,Data suppressed
07X584,2022-23,7.0,4.02,4.0% of students suspended
07X600,2022-23,37.0,9.05,9.1% of students suspended
07X625,2022-23,,,Data suppressed
07X670,2022-23,29.0,13.0,13.0% of students suspended
08X014,2022-23,,,Data suppressed
08X036,2022-23,,,Data suppressed
08X048,2022-23,9.0,1.87,1.9% of students suspended
08X062,2022-23,,,Data suppressed
08X069,2022-23,,,Data suppressed
08X071,2022-23,31.0,2.63,2.6% of students suspended
08X072,2022-23,23.0,3.79,3.8% of students suspended
08X075,2022-23,8.0,1.6,1.6% of students suspended
08X093,2022-23,0.0,0.0,0.0% of students suspended
08X100,2022-23,12.0,2.61,2.6% of students suspended
08X101,2022-23,10.0,1.87,1.9% of students suspended
08X107,2022-23,0.0,0.0,0.0% of students suspended
08X119,2022-23,0.0,0.0,0.0% of students suspended
08X123,2022-23,50.0,9.29,9.3% of students suspended
08X130,2022-23,,,Data suppressed
08X131,2022-23,32.0,9.17,9.2% of students suspended
08X138,2022-23,6.0,1.18,1.2% of students suspended
08X140,2022-23,,,Data suppressed
08X146,2022-23,,,Data suppressed
08X152,2022-23,,,Data suppressed
08X182,2022-23,0.0,0.0,0.0% of students suspended
08X269,2022-23,33.0,5.37,5.4% of students suspended
08X282,2022-23,16.0,9.58,9.6% of students suspended
08X293,2022-23,26.0,6.15,6.2% of students suspended
08X301,2022-23,7.0,3.76,3.8% of students suspended
08X302,2022-23,74.0,20.22,20.2% of students suspended
08X304,2022-23,0.0,0.0,0.0% of students suspended
08X312,2022-23,37.0,10.31,10.3% of students suspended
08X320,2022-23,45.0,14.47,14.5% of students suspended
08X333,2022-23,7.0,1.39,1.4% of students suspended
08X337,2022-23,12.0,2.95,3.0% of students suspended
08X348,2022-23,79.0,21.29,21.3% of students suspended
08X349,2022-23,52.0,12.04,12.0% of students suspended
08X367,2022-23,93.0,17.82,17.8% of students suspended
08X371,2022-23,55.0,14.78,14.8% of students suspended
08X375,2022-23,11.0,6.63,6.6% of students suspended
08X376,2022-23,107.0,25.6,25.6% of students suspended
08X377,2022-23,20.0,14.81,14.8% of students suspended
08X392,2022-23,,,Data suppressed
08X405,2022-23,55.0,5.21,5.2% of students suspended
08X424,2022-23,26.0,9.96,10.0% of students suspended
08X432,2022-23,,,Data suppressed
08X448,2022-23,98.0,32.45,32.5% of students suspended
08X452,2022-23,61.0,19.18,19.2% of students suspended
08X467,2022-23,47.0,15.77,15.8% of students suspended
08X530,2022-23,54.0,15.34,15.3% of students suspended
08X537,2022-23,6.0,3.61,3.6% of students suspended
08X558,2022-23,59.0,14.43,14.4% of students suspended
08X561,2022-23,88.0,22.28,22.3% of students suspended
08X562,2022-23,45.0,7.91,7.9% of students suspended
08X583,2022-23,0.0,0.0,0.0% of students suspended
09X004,2022-23,14.0,4.05,4.0% of students suspended
09X011,2022-23,0.0,0.0,0.0% of students suspended
09X022,2022-23,10.0,3.75,3.8% of students suspended
09X028,2022-23,0.0,0.0,0.0% of students suspended
09X035,2022-23,0.0,0.0,0.0% of students suspended
09X042,2022-23,0.0,0.0,0.0% of students suspended
09X053,2022-23,0.0,0.0,0.0% of students suspended
09X055,2022-23,0.0,0.0,0.0% of students suspended
09X058,2022-23,,,Data suppressed
09X063,2022-23,,,Data suppressed
09X070,2022-23,,,Data suppressed
09X073,2022-23,0.0,0.0,0.0% of students suspended
09X088,2022-23,0.0,0.0,0.0% of students suspended
09X109,2022-23,0.0,0.0,0.0% of students suspended
09X110,2022-23,,,Data suppressed
09X114,2022-23,0.0,0.0,0.0% of students suspended
09X117,2022-23,22.0,6.09,6.1% of students suspended
09X126,2022-23,,,Data suppressed
09X128,2022-23,,,Data suppressed
09X132,2022-23,,,Data suppressed
09X163,2022-23,,,Data suppressed
09X170,2022-23,0.0,0.0,0.0% of students suspended
09X199,2022-23,0.0,0.0,0.0% of students suspended
09X204,2022-23,,,Data suppressed
09X215,2022-23,35.0,14.64,14.6% of students suspended
09X218,2022-23,10.0,1.17,1.2% of students suspended
09X219,2022-23,27.0,10.89,10.9% of students suspended
09X227,2022-23,0.0,0.0,0.0% of students suspended
09X229,2022-23,,,Data suppressed
09X231,2022-23,22.0,5.01,5.0% of students suspended
09X232,2022-23,0.0,0.0,0.0% of students suspended
09X236,2022-23,0.0,0.0,0.0% of students suspended
09X241,2022-23,60.0,10.22,10.2% of students suspended
09X250,2022-23,6.0,1.63,1.6% of students suspended
09X252,2022-23,63.0,18.53,18.5% of students suspended
09X260,2022-23,,,Data suppressed
09X263,2022-23,39.0,15.48,15.5% of students suspended
09X274,2022-23,,,Data suppressed
09X294,2022-23,0.0,0.0,0.0% of students suspended
09X297,2022-23,41.0,9.38,9.4% of students suspended
09X303,2022-23,46.0,13.81,13.8% of students suspended
09X311,2022-23,0.0,0.0,0.0% of students suspended
09X313,2022-23,,,Data suppressed
09X323,2022-23,21.0,8.82,8.8% of students suspended
09X324,2022-23,,,Data suppressed
09X327,2022-23,43.0,6.44,6.4% of students suspended
09X328,2022-23,11.0,6.71,6.7% of students suspended
09X329,2022-23,14.0,4.23,4.2% of students suspended
09X339,2022-23,,,Data suppressed
09X350,2022-23,26.0,17.93,17.9% of students suspended
09X361,2022-23,10.0,2.65,2.6% of students suspended
09X365,2022-23,,,Data suppressed
09X403,2022-23,0.0,0.0,0.0% of students suspended
09X404,2022-23,14.0,,Data suppressed
09X412,2022-23,49.0,16.07,16.1% of students suspended
09X413,2022-23,15.0,3.36,3.4% of students suspended
09X443,2022-23,,,Data suppressed
09X449,2022-23,7.0,1.92,1.9% of students suspended
09X454,2022-23,,,Data suppressed
09X457,2022-23,7.0,1.65,1.6% of students suspended
09X505,2022-23,128.0,17.32,17.3% of students suspended
09X517,2022-23,8.0,3.62,3.6% of students suspended
09X525,2022-23,31.0,9.37,9.4% of students suspended
09X543,2022-23,,,Data suppressed
09X555,2022-23,7.0,1.69,1.7% of students suspended
09X564,2022-23,33.0,9.76,9.8% of students suspended
09X568,2022-23,29.0,5.48,5.5% of students suspended
09X593,2022-23,18.0,11.61,11.6% of students suspended
09X594,2022-23,0.0,0.0,0.0% of students suspended
10X003,2022-23,6.0,1.9,1.9% of students suspended
10X007,2022-23,,,Data suppressed
10X008,2022-23,8.0,1.19,1.2% of students suspended
10X009,2022-23,,,Data suppressed
10X015,2022-23,12.0,2.94,2.9% of students suspended
10X020,2022-23,31.0,3.94,3.9% of students suspended
10X023,2022-23,0.0,0.0,0.0% of students suspended
10X024,2022-23,,,Data suppressed
10X032,2022-23,6.0,1.07,1.1% of students suspended
10X033,2022-23,,,Data suppressed
10X037,2022-23,0.0,0.0,0.0% of students suspended
10X045,2022-23,41.0,8.72,8.7% of students suspended
10X046,2022-23,8.0,1.25,1.2% of students suspended
10X051,2022-23,,,Data suppressed
10X054,2022-23,,,Data suppressed
10X056,2022-23,9.0,1.5,1.5% of students suspended
10X059,2022-23,6.0,1.32,1.3% of students suspended
10X077,2022-23,17.0,3.58,3.6% of students suspended
10X080,2022-23,29.0,4.85,4.8% of students suspended
10X081,2022-23,0.0,0.0,0.0% of students suspended
10X085,2022-23,,,Data suppressed
10X086,2022-23,0.0,0.0,0.0% of students suspended
10X091,2022-23,0.0,0.0,0.0% of students suspended
10X094,2022-23,14.0,1.63,1.6% of students suspended
10X095,2022-23,11.0,1.21,1.2% of students suspended
10X118,2022-23,43.0,6.91,6.9% of students suspended
10X141,2022-23,151.0,10.72,10.7% of students suspended
10X159,2022-23,0.0,0.0,0.0% of students suspended
10X205,2022-23,0.0,0.0,0.0% of students suspended
10X206,2022-23,0.0,0.0,0.0% of students suspended
10X207,2022-23,0.0,0.0,0.0% of students suspended
10X209,2022-23,0.0,0.0,0.0% of students suspended
10X213,2022-23,7.0,1.99,2.0% of students suspended
10X225,2022-23,84.0,17.04,17.0% of students suspended
10X226,2022-23,,,Data suppressed
10X228,2022-23,64.0,23.62,23.6% of students suspended
10X237,2022-23,34.0,12.14,12.1% of students suspended
10X243,2022-23,51.0,8.06,8.1% of students suspended
10X244,2022-23,44.0,7.04,7.0% of students suspended
10X246,2022-23,,,Data suppressed
10X254,2022-23,18.0,3.88,3.9% of students suspended
10X264,2022-23,46.0,11.95,11.9% of students suspended
10X268,2022-23,13.0,5.65,5.7% of students suspended
10X279,2022-23,31.0,4.23,4.2% of students suspended
10X280,2022-23,,,Data suppressed
10X284,2022-23,8.0,2.33,2.3% of students suspended
10X291,2022-23,0.0,0.0,0.0% of students suspended
10X306,2022-23,9.0,2.07,2.1% of students suspended
10X307,2022-23,0.0,,Data suppressed
10X308,2022-23,28.0,10.89,10.9% of students suspended
10X310,2022-23,,,Data suppressed
10X315,2022-23,7.0,3.68,3.7% of students suspended
10X319,2022-23,,,Data suppressed
10X331,2022-23,67.0,18.61,18.6% of students suspended
10X340,2022-23,26.0,5.57,5.6% of students suspended
10X342,2022-23,70.0,14.61,14.6% of students suspended
10X344,2022-23,,,Data suppressed
10X351,2022-23,112.0,25.69,25.7% of students suspended
10X353,2022-23,96.0,15.38,15.4% of students suspended
10X360,2022-23,0.0,0.0,0.0% of students suspended
10X363,2022-23,21.0,2.97,3.0% of students suspended
10X368,2022-23,70.0,7.43,7.4% of students suspended
10X374,2022-23,15.0,3.74,3.7% of students suspended
10X382,2022-23,,,Data suppressed
10X386,2022-23,,,Data suppressed
10X390,2022-23,33.0,8.4,8.4% of students suspended
10X391,2022-23,8.0,2.33,2.3% of students suspended
10X396,2022-23,0.0,0.0,0.0% of students suspended
10X397,2022-23,8.0,3.31,3.3% of students suspended
10X433,2022-23,,,Data suppressed
10X434,2022-23,,,Data suppressed
10X437,2022-23,0.0,0.0,0.0% of students suspended
10X438,2022-23,28.0,6.75,6.8% of students suspended
10X439,2022-23,,,Data suppressed
10X440,2022-23,132.0,12.63,12.6% of students suspended
10X442,2022-23,12.0,2.89,2.9% of students suspended
10X445,2022-23,14.0,0.47,0.5% of students suspended
10X447,2022-23,13.0,2.98,3.0% of students suspended
10X477,2022-23,18.0,4.32,4.3% of students suspended
10X524,2022-23,,,Data suppressed
10X546,2022-23,84.0,30.66,30.7% of students suspended
10X549,2022-23,,,Data suppressed
10X565,2022-23,7.0,1.7,1.7% of students suspended
10X696,2022-23,0.0,0.0,0.0% of students suspended
10X903,2022-23,0.0,,Data suppressed
10X904,2022-23,0.0,,Data suppressed
11X016,2022-23,,,Data suppressed
11X019,2022-23,10.0,1.58,1.6% of students suspended
11X021,2022-23,11.0,2.28,2.3% of students suspended
11X041,2022-23,6.0,1.0,1.0% of students suspended
11X068,2022-23,9.0,1.88,1.9% of students suspended
11X076,2022-23,24.0,3.6,3.6% of students suspended
11X078,2022-23,12.0,1.98,2.0% of students suspended
11X083,2022-23,14.0,0.9,0.9% of students suspended
11X087,2022-23,8.0,2.55,2.5% of students suspended
11X089,2022-23,15.0,1.23,1.2% of students suspended
11X096,2022-23,0.0,0.0,0.0% of students suspended
11X097,2022-23,0.0,0.0,0.0% of students suspended
11X103,2022-23,12.0,1.66,1.7% of students suspended
11X105,2022-23,0.0,0.0,0.0% of students suspended
11X106,2022-23,,,Data suppressed
11X108,2022-23,10.0,2.07,2.1% of students suspended
11X111,2022-23,0.0,0.0,0.0% of students suspended
11X112,2022-23,,,Data suppressed
11X121,2022-23,,,Data suppressed
11X127,2022-23,39.0,4.79,4.8% of students suspended
11X144,2022-23,14.0,3.38,3.4% of students suspended
11X153,2022-23,6.0,1.28,1.3% of students suspended
11X160,2022-23,6.0,1.81,1.8% of students suspended
11X169,2022-23,7.0,2.24,2.2% of students suspended
11X175,2022-23,7.0,2.94,2.9% of students suspended
11X178,2022-23,8.0,2.51,2.5% of students suspended
11X180,2022-23,170.0,22.28,22.3% of students suspended
11X181,2022-23,40.0,6.33,6.3% of students suspended
11X189,2022-23,20.0,7.22,7.2% of students suspended
11X194,2022-23,25.0,2.24,2.2% of students suspended
11X249,2022-23,40.0,11.43,11.4% of students suspended
11X253,2022-23,39.0,,Data suppressed
11X265,2022-23,71.0,32.27,32.3% of students suspended
11X270,2022-23,28.0,7.11,7.1% of students suspended
11X275,2022-23,53.0,11.28,11.3% of students suspended
11X287,2022-23,63.0,16.94,16.9% of students suspended
11X288,2022-23,21.0,3.78,3.8% of students suspended
11X290,2022-23,39.0,11.08,11.1% of students suspended
11X299,2022-23,36.0,8.26,8.3% of students suspended
11X326,2022-23,15.0,4.35,4.3% of students suspended
11X355,2022-23,,,Data suppressed
11X357,2022-23,0.0,0.0,0.0% of students suspended
11X370,2022-23,102.0,26.56,26.6% of students suspended
11X418,2022-23,19.0,4.57,4.6% of students suspended
11X455,2022-23,230.0,12.16,12.2% of students suspended
11X462,2022-23,,,Data suppressed
11X468,2022-23,0.0,0.0,0.0% of students suspended
11X481,2022-23,0.0,0.0,0.0% of students suspended
11X483,2022-23,,,Data suppressed
11X498,2022-23,53.0,8.82,8.8% of students suspended
11X508,2022-23,20.0,5.35,5.3% of students suspended
11X509,2022-23,42.0,11.48,11.5% of students suspended
11X513,2022-23,,,Data suppressed
11X514,2022-23,40.0,10.53,10.5% of students suspended
11X529,2022-23,14.0,4.29,4.3% of students suspended
11X532,2022-23,24.0,8.86,8.9% of students suspended
11X542,2022-23,24.0,5.24,5.2% of students suspended
11X544,2022-23,45.0,15.9,15.9% of students suspended
11X545,2022-23,25.0,16.67,16.7% of students suspended
11X556,2022-23,34.0,9.37,9.4% of students suspended
11X566,2022-23,6.0,2.01,2.0% of students suspended
11X567,2022-23,8.0,2.44,2.4% of students suspended
11X901,2022-23,0.0,,Data suppressed
12X006,2022-23,,,Data suppressed
12X044,2022-23,,,Data suppressed
12X047,2022-23,0.0,0.0,0.0% of students suspended
12X057,2022-23,18.0,4.68,4.7% of students suspended
12X061,2022-23,,,Data suppressed
12X066,2022-23,10.0,2.08,2.1% of students suspended
12X067,2022-23,0.0,0.0,0.0% of students suspended
12X098,2022-23,22.0,,Data suppressed
12X129,2022-23,64.0,21.55,21.6% of students suspended
12X134,2022-23,9.0,2.12,2.1% of students suspended
12X150,2022-23,,,Data suppressed
12X190,2022-23,6.0,2.68,2.7% of students suspended
12X195,2022-23,,,Data suppressed
12X196,2022-23,18.0,2.64,2.6% of students suspended
12X211,2022-23,,,Data suppressed
12X214,2022-23,32.0,3.76,3.8% of students suspended
12X217,2022-23,15.0,7.61,7.6% of students suspended
12X242,2022-23,47.0,7.09,7.1% of students suspended
12X248,2022-23,32.0,20.51,20.5% of students suspended
12X251,2022-23,33.0,11.79,11.8% of students suspended
12X267,2022-23,78.0,15.73,15.7% of students suspended
12X271,2022-23,37.0,6.06,6.1% of students suspended
12X273,2022-23,27.0,11.25,11.2% of students suspended
12X286,2022-23,42.0,18.1,18.1% of students suspended
12X300,2022-23,15.0,3.28,3.3% of students suspended
12X314,2022-23,0.0,0.0,0.0% of students suspended
12X316,2022-23,99.0,35.11,35.1% of students suspended
12X318,2022-23,26.0,8.61,8.6% of students suspended
12X341,2022-23,47.0,20.52,20.5% of students suspended
12X383,2022-23,29.0,7.75,7.8% of students suspended
12X388,2022-23,14.0,4.71,4.7% of students suspended
12X446,2022-23,26.0,15.29,15.3% of students suspended
12X458,2022-23,0.0,0.0,0.0% of students suspended
12X463,2022-23,0.0,0.0,0.0% of students suspended
12X478,2022-23,30.0,8.4,8.4% of students suspended
12X479,2022-23,41.0,21.03,21.0% of students suspended
12X480,2022-23,55.0,40.74,40.7% of students suspended
12X511,2022-23,25.0,8.14,8.1% of students suspended
12X521,2022-23,28.0,7.25,7.2% of students suspended
12X531,2022-23,,,Data suppressed
12X536,2022-23,0.0,0.0,0.0% of students suspended
12X550,2022-23,0.0,0.0,0.0% of students suspended
12X595,2022-23,0.0,0.0,0.0% of students suspended
12X682,2022-23,75.0,16.48,16.5% of students suspended
12X684,2022-23,57.0,22.71,22.7% of students suspended
12X691,2022-23,0.0,0.0,0.0% of students suspended
13K003,2022-23,0.0,0.0,0.0% of students suspended
13K008,2022-23,0.0,0.0,0.0% of students suspended
13K009,2022-23,0.0,0.0,0.0% of students suspended
13K011,2022-23,10.0,1.2,1.2% of students suspended
13K020,2022-23,0.0,0.0,0.0% of students suspended
13K044,2022-23,,,Data suppressed
13K046,2022-23,,,Data suppressed
13K054,2022-23,0.0,0.0,0.0% of students suspended
13K056,2022-23,,,Data suppressed
13K067,2022-23,,,Data suppressed
13K093,2022-23,0.0,0.0,0.0% of students suspended
13K113,2022-23,15.0,6.55,6.5% of students suspended
13K133,2022-23,0.0,0.0,0.0% of students suspended
13K256,2022-23,,,Data suppressed
13K265,2022-23,20.0,8.16,8.2% of students suspended
13K266,2022-23,,,Data suppressed
13K270,2022-23,0.0,0.0,0.0% of students suspended
13K282,2022-23,,,Data suppressed
13K287,2022-23,0.0,0.0,0.0% of students suspended
13K301,2022-23,17.0,17.89,17.9% of students suspended
13K307,2022-23,,,Data suppressed
13K313,2022-23,17.0,6.16,6.2% of students suspended
13K350,2022-23,0.0,0.0,0.0% of students suspended
13K351,2022-23,54.0,31.4,31.4% of students suspended
13K412,2022-23,34.0,6.59,6.6% of students suspended
13K419,2022-23,21.0,4.22,4.2% of students suspended
13K430,2022-23,38.0,0.64,0.6% of students suspended
13K439,2022-23,6.0,2.05,2.0% of students suspended
13K483,2022-23,77.0,17.42,17.4% of students suspended
13K492,2022-23,,,Data suppressed
13K527,2022-23,65.0,14.91,14.9% of students suspended
13K553,2022-23,33.0,31.43,31.4% of students suspended
13K594,2022-23,31.0,14.22,14.2% of students suspended
13K595,2022-23,24.0,6.28,6.3% of students suspended
13K605,2022-23,77.0,13.7,13.7% of students suspended
13K616,2022-23,31.0,19.25,19.2% of students suspended
13K670,2022-23,75.0,9.95,9.9% of students suspended
13K674,2022-23,19.0,4.43,4.4% of students suspended
13K691,2022-23,29.0,16.57,16.6% of students suspended
13K901,2022-23,0.0,,Data suppressed
13K902,2022-23,0.0,,Data suppressed
13K915,2022-23,28.0,10.85,10.8% of students suspended
14K016,2022-23,0.0,0.0,0.0% of students suspended
14K017,2022-23,0.0,0.0,0.0% of students suspended
14K018,2022-23,0.0,0.0,0.0% of students suspended
14K023,2022-23,,,Data suppressed
14K031,2022-23,0.0,0.0,0.0% of students suspended
14K034,2022-23,0.0,0.0,0.0% of students suspended
14K050,2022-23,24.0,6.78,6.8% of students suspended
14K059,2022-23,,,Data suppressed
14K071,2022-23,12.0,2.61,2.6% of students suspended
14K084,2022-23,,,Data suppressed
14K110,2022-23,,,Data suppressed
14K120,2022-23,0.0,0.0,0.0% of students suspended
14K126,2022-23,49.0,27.68,27.7% of students suspended
14K132,2022-23,,,Data suppressed
14K147,2022-23,,,Data suppressed
14K157,2022-23,0.0,0.0,0.0% of students suspended
14K196,2022-23,,,Data suppressed
14K250,2022-23,,,Data suppressed
14K257,2022-23,0.0,0.0,0.0% of students suspended
14K297,2022-23,9.0,4.21,4.2% of students suspended
14K318,2022-23,119.0,11.18,11.2% of students suspended
14K319,2022-23,0.0,0.0,0.0% of students suspended
14K380,2022-23,0.0,0.0,0.0% of students suspended
14K414,2022-23,16.0,2.93,2.9% of students suspended
14K449,2022-23,25.0,3.13,3.1% of students suspended
14K454,2022-23,,,Data suppressed
14K474,2022-23,18.0,4.56,4.6% of students suspended
14K477,2022-23,24.0,4.98,5.0% of students suspended
14K478,2022-23,43.0,7.93,7.9% of students suspended
14K488,2022-23,56.0,10.04,10.0% of students suspended
14K558,2022-23,36.0,6.08,6.1% of students suspended
14K561,2022-23,58.0,8.47,8.5% of students suspended
14K577,2022-23,13.0,3.04,3.0% of students suspended
14K582,2022-23,22.0,6.88,6.9% of students suspended
14K586,2022-23,57.0,14.65,14.7% of students suspended
14K610,2022-23,22.0,5.91,5.9% of students suspended
14K614,2022-23,14.0,5.19,5.2% of students suspended
14K685,2022-23,16.0,8.47,8.5% of students suspended
15K001,2022-23,0.0,0.0,0.0% of students suspended
15K010,2022-23,0.0,0.0,0.0% of students suspended
15K015,2022-23,20.0,5.12,5.1% of students suspended
15K024,2022-23,0.0,0.0,0.0% of students suspended
15K029,2022-23,0.0,0.0,0.0% of students suspended
15K032,2022-23,,,Data suppressed
15K038,2022-23,,,Data suppressed
15K039,2022-23,0.0,0.0,0.0% of students suspended
15K051,2022-23,35.0,3.42,3.4% of students suspended
15K058,2022-23,0.0,0.0,0.0% of students suspended
