DBN,school_year,suspension_total,suspension_rate,suspension_rate_label
15K088,2022-23,8.0,0.78,0.8% of students suspended
15K094,2022-23,8.0,0.82,0.8% of students suspended
15K107,2022-23,,,Data suppressed
15K118,2022-23,0.0,0.0,0.0% of students suspended
15K124,2022-23,,,Data suppressed
15K130,2022-23,0.0,0.0,0.0% of students suspended
15K131,2022-23,,,Data suppressed
15K136,2022-23,21.0,3.9,3.9% of students suspended
15K146,2022-23,0.0,0.0,0.0% of students suspended
15K154,2022-23,,,Data suppressed
15K169,2022-23,,,Data suppressed
15K172,2022-23,0.0,0.0,0.0% of students suspended
15K230,2022-23,,,Data suppressed
15K261,2022-23,0.0,0.0,0.0% of students suspended
15K295,2022-23,0.0,0.0,0.0% of students suspended
15K321,2022-23,,,Data suppressed
15K418,2022-23,,,Data suppressed
15K423,2022-23,31.0,21.09,21.1% of students suspended
15K429,2022-23,19.0,5.81,5.8% of students suspended
15K442,2022-23,28.0,8.14,8.1% of students suspended
15K443,2022-23,,,Data suppressed
15K447,2022-23,21.0,4.03,4.0% of students suspended
15K448,2022-23,8.0,1.19,1.2% of students suspended
15K462,2022-23,54.0,11.71,11.7% of students suspended
15K463,2022-23,10.0,3.39,3.4% of students suspended
15K464,2022-23,,,Data suppressed
15K497,2022-23,33.0,4.23,4.2% of students suspended
15K516,2022-23,0.0,0.0,0.0% of students suspended
15K519,2022-23,34.0,10.4,10.4% of students suspended
15K529,2022-23,,,Data suppressed
15K592,2022-23,11.0,8.15,8.2% of students suspended
15K656,2022-23,40.0,4.35,4.3% of students suspended
15K667,2022-23,114.0,8.11,8.1% of students suspended
15K676,2022-23,6.0,6.9,6.9% of students suspended
15K684,2022-23,31.0,4.31,4.3% of students suspended
15K698,2022-23,10.0,8.26,8.3% of students suspended
15K821,2022-23,7.0,1.58,1.6% of students suspended
15K839,2022-23,12.0,3.73,3.7% of students suspended
15K896,2022-23,0.0,0.0,0.0% of students suspended
15K958,2022-23,0.0,0.0,0.0% of students suspended
16K005,2022-23,,,Data suppressed
16K021,2022-23,,,Data suppressed
16K025,2022-23,0.0,0.0,0.0% of students suspended
16K026,2022-23,0.0,0.0,0.0% of students suspended
16K035,2022-23,9.0,4.81,4.8% of students suspended
16K040,2022-23,0.0,0.0,0.0% of students suspended
16K057,2022-23,7.0,7.29,7.3% of students suspended
16K081,2022-23,0.0,0.0,0.0% of students suspended
16K243,2022-23,0.0,0.0,0.0% of students suspended
16K262,2022-23,0.0,0.0,0.0% of students suspended
16K267,2022-23,11.0,7.14,7.1% of students suspended
16K308,2022-23,14.0,6.7,6.7% of students suspended
16K309,2022-23,0.0,0.0,0.0% of students suspended
16K335,2022-23,0.0,0.0,0.0% of students suspended
16K455,2022-23,81.0,20.3,20.3% of students suspended
16K498,2022-23,54.0,9.91,9.9% of students suspended
16K627,2022-23,0.0,0.0,0.0% of students suspended
16K628,2022-23,,,Data suppressed
16K669,2022-23,,,Data suppressed
16K681,2022-23,15.0,7.39,7.4% of students suspended
16K688,2022-23,50.0,26.6,26.6% of students suspended
16K765,2022-23,35.0,26.32,26.3% of students suspended
16K898,2022-23,,,Data suppressed
17K002,2022-23,,,Data suppressed
17K006,2022-23,,,Data suppressed
17K012,2022-23,,,Data suppressed
17K061,2022-23,45.0,12.68,12.7% of students suspended
17K091,2022-23,0.0,0.0,0.0% of students suspended
17K092,2022-23,,,Data suppressed
17K122,2022-23,37.0,6.98,7.0% of students suspended
17K138,2022-23,20.0,4.8,4.8% of students suspended
17K161,2022-23,0.0,0.0,0.0% of students suspended
17K181,2022-23,16.0,2.84,2.8% of students suspended
17K189,2022-23,54.0,5.96,6.0% of students suspended
17K191,2022-23,7.0,4.43,4.4% of students suspended
17K221,2022-23,0.0,0.0,0.0% of students suspended
17K241,2022-23,,,Data suppressed
17K246,2022-23,16.0,5.03,5.0% of students suspended
17K249,2022-23,0.0,0.0,0.0% of students suspended
17K289,2022-23,,,Data suppressed
17K316,2022-23,0.0,0.0,0.0% of students suspended
17K340,2022-23,15.0,10.07,10.1% of students suspended
17K352,2022-23,7.0,5.79,5.8% of students suspended
17K353,2022-23,14.0,11.2,11.2% of students suspended
17K354,2022-23,6.0,3.0,3.0% of students suspended
17K375,2022-23,9.0,3.44,3.4% of students suspended
17K382,2022-23,55.0,13.78,13.8% of students suspended
17K394,2022-23,7.0,2.85,2.9% of students suspended
17K397,2022-23,0.0,0.0,0.0% of students suspended
17K398,2022-23,,,Data suppressed
17K399,2022-23,,,Data suppressed
17K408,2022-23,,,Data suppressed
17K484,2022-23,26.0,18.71,18.7% of students suspended
17K524,2022-23,19.0,6.69,6.7% of students suspended
17K528,2022-23,16.0,7.27,7.3% of students suspended
17K531,2022-23,27.0,,Data suppressed
17K532,2022-23,,,Data suppressed
17K537,2022-23,42.0,8.96,9.0% of students suspended
17K539,2022-23,34.0,14.98,15.0% of students suspended
17K543,2022-23,24.0,3.92,3.9% of students suspended
17K546,2022-23,71.0,15.74,15.7% of students suspended
17K547,2022-23,44.0,16.86,16.9% of students suspended
17K548,2022-23,26.0,11.93,11.9% of students suspended
17K568,2022-23,60.0,69.77,69.8% of students suspended
17K590,2022-23,37.0,2.73,2.7% of students suspended
17K600,2022-23,22.0,1.85,1.9% of students suspended
17K646,2022-23,6.0,3.66,3.7% of students suspended
17K705,2022-23,0.0,0.0,0.0% of students suspended
17K722,2022-23,17.0,6.94,6.9% of students suspended
17K745,2022-23,18.0,3.79,3.8% of students suspended
17K751,2022-23,22.0,9.61,9.6% of students suspended
17K770,2022-23,21.0,7.07,7.1% of students suspended
18K066,2022-23,7.0,1.23,1.2% of students suspended
18K068,2022-23,11.0,5.26,5.3% of students suspended
18K114,2022-23,10.0,2.69,2.7% of students suspended
18K115,2022-23,18.0,2.43,2.4% of students suspended
18K135,2022-23,,,Data suppressed
18K208,2022-23,0.0,0.0,0.0% of students suspended
18K211,2022-23,10.0,5.32,5.3% of students suspended
18K219,2022-23,16.0,5.28,5.3% of students suspended
18K233,2022-23,0.0,0.0,0.0% of students suspended
18K235,2022-23,14.0,1.47,1.5% of students suspended
18K244,2022-23,,,Data suppressed
18K268,2022-23,,,Data suppressed
18K272,2022-23,7.0,2.03,2.0% of students suspended
18K276,2022-23,9.0,1.74,1.7% of students suspended
18K279,2022-23,,,Data suppressed
18K285,2022-23,76.0,13.67,13.7% of students suspended
18K366,2022-23,31.0,10.99,11.0% of students suspended
18K563,2022-23,37.0,11.82,11.8% of students suspended
18K566,2022-23,14.0,7.65,7.7% of students suspended
18K567,2022-23,41.0,19.52,19.5% of students suspended
18K569,2022-23,36.0,22.78,22.8% of students suspended
18K576,2022-23,24.0,9.23,9.2% of students suspended
18K578,2022-23,,,Data suppressed
18K581,2022-23,11.0,5.79,5.8% of students suspended
18K588,2022-23,42.0,28.38,28.4% of students suspended
18K617,2022-23,29.0,10.32,10.3% of students suspended
18K629,2022-23,88.0,37.45,37.5% of students suspended
18K633,2022-23,52.0,13.23,13.2% of students suspended
18K635,2022-23,23.0,18.55,18.6% of students suspended
18K637,2022-23,14.0,3.61,3.6% of students suspended
18K642,2022-23,7.0,5.07,5.1% of students suspended
18K673,2022-23,41.0,27.33,27.3% of students suspended
18K763,2022-23,7.0,1.99,2.0% of students suspended
19K007,2022-23,19.0,3.03,3.0% of students suspended
19K013,2022-23,,,Data suppressed
19K065,2022-23,0.0,0.0,0.0% of students suspended
19K089,2022-23,44.0,9.26,9.3% of students suspended
19K108,2022-23,,,Data suppressed
19K149,2022-23,9.0,1.85,1.9% of students suspended
19K158,2022-23,,,Data suppressed
19K159,2022-23,,,Data suppressed
19K171,2022-23,50.0,18.8,18.8% of students suspended
19K190,2022-23,,,Data suppressed
19K202,2022-23,,,Data suppressed
19K213,2022-23,63.0,28.38,28.4% of students suspended
19K214,2022-23,20.0,2.7,2.7% of students suspended
19K218,2022-23,39.0,12.75,12.8% of students suspended
19K224,2022-23,,,Data suppressed
19K273,2022-23,,,Data suppressed
19K290,2022-23,25.0,6.94,6.9% of students suspended
19K292,2022-23,37.0,10.66,10.7% of students suspended
19K306,2022-23,,,Data suppressed
19K325,2022-23,0.0,0.0,0.0% of students suspended
19K328,2022-23,,,Data suppressed
19K345,2022-23,,,Data suppressed
19K346,2022-23,,,Data suppressed
19K364,2022-23,,,Data suppressed
19K404,2022-23,78.0,15.89,15.9% of students suspended
19K409,2022-23,76.0,11.62,11.6% of students suspended
19K422,2022-23,67.0,14.5,14.5% of students suspended
19K452,2022-23,42.0,21.54,21.5% of students suspended
19K502,2022-23,32.0,14.61,14.6% of students suspended
19K504,2022-23,20.0,,Data suppressed
19K507,2022-23,,,Data suppressed
19K510,2022-23,16.0,11.59,11.6% of students suspended
19K557,2022-23,,,Data suppressed
19K583,2022-23,19.0,5.44,5.4% of students suspended
19K615,2022-23,67.0,8.41,8.4% of students suspended
19K618,2022-23,56.0,13.76,13.8% of students suspended
19K639,2022-23,78.0,19.8,19.8% of students suspended
19K654,2022-23,82.0,36.12,36.1% of students suspended
19K659,2022-23,42.0,10.29,10.3% of students suspended
19K660,2022-23,47.0,11.33,11.3% of students suspended
19K661,2022-23,11.0,2.62,2.6% of students suspended
19K662,2022-23,,,Data suppressed
19K663,2022-23,9.0,8.33,8.3% of students suspended
19K677,2022-23,,,Data suppressed
19K678,2022-23,19.0,8.05,8.1% of students suspended
19K683,2022-23,43.0,15.81,15.8% of students suspended
19K760,2022-23,6.0,2.17,2.2% of students suspended
19K764,2022-23,14.0,4.17,4.2% of students suspended
19K907,2022-23,21.0,14.29,14.3% of students suspended
19K935,2022-23,,,Data suppressed
19K938,2022-23,0.0,0.0,0.0% of students suspended
19K953,2022-23,36.0,22.64,22.6% of students suspended
20K030,2022-23,54.0,5.88,5.9% of students suspended
20K048,2022-23,7.0,1.39,1.4% of students suspended
20K062,2022-23,115.0,12.6,12.6% of students suspended
20K069,2022-23,11.0,1.79,1.8% of students suspended
20K102,2022-23,,,Data suppressed
20K104,2022-23,55.0,4.97,5.0% of students suspended
20K105,2022-23,9.0,0.75,0.8% of students suspended
20K112,2022-23,6.0,0.82,0.8% of students suspended
20K127,2022-23,,,Data suppressed
20K160,2022-23,0.0,0.0,0.0% of students suspended
20K163,2022-23,,,Data suppressed
20K164,2022-23,7.0,1.38,1.4% of students suspended
20K170,2022-23,,,Data suppressed
20K176,2022-23,0.0,0.0,0.0% of students suspended
20K179,2022-23,9.0,1.34,1.3% of students suspended
20K180,2022-23,87.0,9.6,9.6% of students suspended
20K185,2022-23,0.0,0.0,0.0% of students suspended
20K186,2022-23,26.0,2.6,2.6% of students suspended
20K187,2022-23,29.0,3.13,3.1% of students suspended
20K192,2022-23,13.0,2.2,2.2% of students suspended
20K200,2022-23,11.0,0.86,0.9% of students suspended
20K201,2022-23,55.0,3.53,3.5% of students suspended
20K204,2022-23,,,Data suppressed
20K205,2022-23,,,Data suppressed
20K220,2022-23,148.0,12.02,12.0% of students suspended
20K223,2022-23,54.0,7.56,7.6% of students suspended
20K227,2022-23,256.0,18.58,18.6% of students suspended
20K229,2022-23,10.0,0.87,0.9% of students suspended
20K247,2022-23,0.0,0.0,0.0% of students suspended
20K259,2022-23,167.0,10.45,10.4% of students suspended
20K264,2022-23,0.0,0.0,0.0% of students suspended
20K310,2022-23,0.0,0.0,0.0% of students suspended
20K445,2022-23,54.0,1.73,1.7% of students suspended
20K485,2022-23,23.0,1.81,1.8% of students suspended
20K490,2022-23,78.0,1.97,2.0% of students suspended
20K503,2022-23,,,Data suppressed
20K505,2022-23,120.0,3.68,3.7% of students suspended
20K506,2022-23,8.0,1.79,1.8% of students suspended
20K609,2022-23,26.0,5.27,5.3% of students suspended
20K682,2022-23,0.0,0.0,0.0% of students suspended
20K686,2022-23,,,Data suppressed
20K748,2022-23,,,Data suppressed
20K920,2022-23,0.0,,Data suppressed
20K921,2022-23,0.0,,Data suppressed
20K936,2022-23,27.0,6.08,6.1% of students suspended
20K939,2022-23,0.0,0.0,0.0% of students suspended
20K971,2022-23,,,Data suppressed
21K090,2022-23,6.0,1.2,1.2% of students suspended
21K095,2022-23,28.0,3.0,3.0% of students suspended
21K096,2022-23,177.0,20.9,20.9% of students suspended
21K097,2022-23,,,Data suppressed
21K098,2022-23,103.0,6.92,6.9% of students suspended
21K099,2022-23,57.0,7.05,7.0% of students suspended
21K100,2022-23,9.0,1.45,1.4% of students suspended
21K101,2022-23,,,Data suppressed
21K121,2022-23,6.0,1.89,1.9% of students suspended
21K128,2022-23,,,Data suppressed
21K153,2022-23,62.0,12.47,12.5% of students suspended
21K177,2022-23,9.0,1.04,1.0% of students suspended
21K188,2022-23,20.0,7.72,7.7% of students suspended
21K199,2022-23,,,Data suppressed
21K209,2022-23,6.0,0.8,0.8% of students suspended
21K212,2022-23,13.0,2.2,2.2% of students suspended
21K215,2022-23,8.0,1.13,1.1% of students suspended
21K216,2022-23,9.0,1.31,1.3% of students suspended
21K225,2022-23,29.0,2.95,3.0% of students suspended
21K226,2022-23,115.0,12.58,12.6% of students suspended
21K228,2022-23,85.0,5.46,5.5% of students suspended
21K238,2022-23,41.0,6.96,7.0% of students suspended
21K239,2022-23,19.0,1.58,1.6% of students suspended
21K253,2022-23,9.0,1.01,1.0% of students suspended
21K281,2022-23,134.0,11.45,11.4% of students suspended
21K288,2022-23,20.0,3.8,3.8% of students suspended
21K303,2022-23,50.0,12.79,12.8% of students suspended
21K329,2022-23,,,Data suppressed
21K337,2022-23,37.0,10.39,10.4% of students suspended
21K344,2022-23,33.0,5.49,5.5% of students suspended
21K348,2022-23,49.0,14.71,14.7% of students suspended
21K410,2022-23,48.0,2.29,2.3% of students suspended
21K468,2022-23,60.0,8.17,8.2% of students suspended
21K525,2022-23,87.0,2.4,2.4% of students suspended
21K540,2022-23,84.0,3.85,3.9% of students suspended
21K559,2022-23,78.0,31.58,31.6% of students suspended
21K572,2022-23,19.0,5.03,5.0% of students suspended
21K620,2022-23,53.0,8.63,8.6% of students suspended
21K690,2022-23,97.0,10.91,10.9% of students suspended
21K728,2022-23,20.0,9.76,9.8% of students suspended
22K014,2022-23,32.0,6.99,7.0% of students suspended
22K052,2022-23,0.0,0.0,0.0% of students suspended
22K078,2022-23,63.0,11.62,11.6% of students suspended
22K109,2022-23,158.0,31.47,31.5% of students suspended
22K119,2022-23,0.0,0.0,0.0% of students suspended
22K134,2022-23,6.0,1.21,1.2% of students suspended
22K139,2022-23,34.0,4.61,4.6% of students suspended
22K152,2022-23,,,Data suppressed
22K193,2022-23,0.0,0.0,0.0% of students suspended
22K194,2022-23,,,Data suppressed
22K195,2022-23,8.0,2.18,2.2% of students suspended
22K197,2022-23,6.0,0.62,0.6% of students suspended
22K198,2022-23,,,Data suppressed
22K203,2022-23,8.0,1.59,1.6% of students suspended
22K206,2022-23,141.0,9.33,9.3% of students suspended
22K207,2022-23,13.0,1.45,1.4% of students suspended
22K217,2022-23,0.0,0.0,0.0% of students suspended
22K222,2022-23,15.0,2.21,2.2% of students suspended
22K234,2022-23,126.0,9.42,9.4% of students suspended
22K236,2022-23,,,Data suppressed
22K240,2022-23,56.0,13.08,13.1% of students suspended
22K245,2022-23,0.0,0.0,0.0% of students suspended
22K251,2022-23,6.0,1.94,1.9% of students suspended
22K254,2022-23,,,Data suppressed
22K255,2022-23,,,Data suppressed
22K277,2022-23,,,Data suppressed
22K278,2022-23,98.0,9.09,9.1% of students suspended
22K312,2022-23,12.0,1.93,1.9% of students suspended
22K315,2022-23,,,Data suppressed
22K326,2022-23,0.0,0.0,0.0% of students suspended
22K361,2022-23,0.0,0.0,0.0% of students suspended
22K381,2022-23,22.0,7.53,7.5% of students suspended
22K405,2022-23,61.0,1.5,1.5% of students suspended
22K425,2022-23,161.0,4.46,4.5% of students suspended
22K535,2022-23,34.0,3.47,3.5% of students suspended
22K555,2022-23,12.0,1.9,1.9% of students suspended
22K611,2022-23,50.0,11.24,11.2% of students suspended
22K630,2022-23,17.0,10.56,10.6% of students suspended
22K889,2022-23,,,Data suppressed
22K890,2022-23,7.0,2.33,2.3% of students suspended
23K041,2022-23,16.0,10.32,10.3% of students suspended
23K137,2022-23,,,Data suppressed
23K150,2022-23,,,Data suppressed
23K155,2022-23,13.0,4.42,4.4% of students suspended
23K156,2022-23,,,Data suppressed
23K165,2022-23,0.0,0.0,0.0% of students suspended
23K178,2022-23,50.0,17.92,17.9% of students suspended
23K184,2022-23,57.0,12.5,12.5% of students suspended
23K284,2022-23,0.0,0.0,0.0% of students suspended
23K298,2022-23,,,Data suppressed
23K323,2022-23,7.0,1.37,1.4% of students suspended
23K327,2022-23,11.0,4.25,4.2% of students suspended
23K363,2022-23,25.0,8.9,8.9% of students suspended
23K392,2022-23,17.0,5.45,5.5% of students suspended
23K401,2022-23,0.0,0.0,0.0% of students suspended
23K446,2022-23,0.0,0.0,0.0% of students suspended
23K493,2022-23,108.0,25.9,25.9% of students suspended
23K514,2022-23,24.0,10.76,10.8% of students suspended
23K518,2022-23,13.0,15.85,15.8% of students suspended
23K522,2022-23,,,Data suppressed
23K599,2022-23,,,Data suppressed
23K643,2022-23,,,Data suppressed
23K644,2022-23,0.0,0.0,0.0% of students suspended
23K647,2022-23,14.0,6.25,6.2% of students suspended
23K664,2022-23,8.0,4.79,4.8% of students suspended
23K668,2022-23,15.0,12.82,12.8% of students suspended
23K671,2022-23,43.0,25.0,25.0% of students suspended
23K697,2022-23,56.0,29.17,29.2% of students suspended
24Q005,2022-23,199.0,14.24,14.2% of students suspended
24Q007,2022-23,10.0,0.83,0.8% of students suspended
24Q012,2022-23,59.0,6.82,6.8% of students suspended
24Q013,2022-23,,,Data suppressed
24Q014,2022-23,15.0,1.41,1.4% of students suspended
24Q016,2022-23,,,Data suppressed
24Q019,2022-23,6.0,0.36,0.4% of students suspended
24Q028,2022-23,0.0,0.0,0.0% of students suspended
24Q049,2022-23,18.0,1.52,1.5% of students suspended
24Q058,2022-23,18.0,2.26,2.3% of students suspended
24Q061,2022-23,233.0,11.11,11.1% of students suspended
24Q068,2022-23,,,Data suppressed
24Q071,2022-23,0.0,0.0,0.0% of students suspended
24Q073,2022-23,331.0,18.43,18.4% of students suspended
24Q077,2022-23,234.0,36.97,37.0% of students suspended
24Q081,2022-23,0.0,0.0,0.0% of students suspended
24Q087,2022-23,18.0,3.49,3.5% of students suspended
24Q088,2022-23,,,Data suppressed
24Q089,2022-23,0.0,0.0,0.0% of students suspended
24Q091,2022-23,0.0,0.0,0.0% of students suspended
24Q093,2022-23,57.0,5.75,5.8% of students suspended
24Q102,2022-23,32.0,2.73,2.7% of students suspended
24Q110,2022-23,0.0,0.0,0.0% of students suspended
24Q113,2022-23,25.0,3.09,3.1% of students suspended
24Q119,2022-23,46.0,3.77,3.8% of students suspended
24Q125,2022-23,111.0,7.56,7.6% of students suspended
24Q128,2022-23,69.0,10.9,10.9% of students suspended
24Q143,2022-23,,,Data suppressed
24Q153,2022-23,,,Data suppressed
24Q199,2022-23,11.0,2.03,2.0% of students suspended
24Q211,2022-23,0.0,0.0,0.0% of students suspended
24Q229,2022-23,0.0,0.0,0.0% of students suspended
24Q236,2022-23,21.0,7.87,7.9% of students suspended
24Q239,2022-23,,,Data suppressed
24Q264,2022-23,33.0,3.67,3.7% of students suspended
24Q267,2022-23,32.0,8.72,8.7% of students suspended
