DBN,school_year,school_type,safety_climate_rating,safety_climate_rating_label,safety_pct_positive,safety_pct_positive_label
84K356,2023-24,HS,,Rating not available,,Data not available
84K358,2023-24,HS,,Rating not available,,Data not available
84K367,2023-24,HS,,Rating not available,,Data not available
84K406,2023-24,HS,Good,Safety & School Climate: Good,72.0,72.0% responded positively to safety questions
84K473,2023-24,HS,Fair,Safety & School Climate: Fair,71.0,71.0% responded positively to safety questions
84K517,2023-24,HS,,Rating not available,,Data not available
84K593,2023-24,HS,,Rating not available,,Data not available
84K608,2023-24,HS,,Rating not available,,Data not available
84K626,2023-24,HS,,Rating not available,,Data not available
84K652,2023-24,HS,,Rating not available,,Data not available
84K680,2023-24,HS,,Rating not available,,Data not available
84K693,2023-24,HS,,Rating not available,,Data not available
84K712,2023-24,HS,,Rating not available,,Data not available
84K730,2023-24,HS,,Rating not available,,Data not available
84K733,2023-24,HS,,Rating not available,,Data not available
84K738,2023-24,HS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
84K739,2023-24,HS,,Rating not available,,Data not available
84K744,2023-24,HS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
84K757,2023-24,HS,,Rating not available,,Data not available
84K775,2023-24,HS,,Rating not available,,Data not available
84K803,2023-24,HS,Fair,Safety & School Climate: Fair,59.0,59.0% responded positively to safety questions
84K892,2023-24,HS,,Rating not available,,Data not available
84K928,2023-24,HS,,Rating not available,,Data not available
84M065,2023-24,HS,,Rating not available,,Data not available
84M202,2023-24,HS,Good,Safety & School Climate: Good,58.0,58.0% responded positively to safety questions
84M204,2023-24,HS,Needs Improvement,Safety & School Climate: Needs Improvement,44.0,44.0% responded positively to safety questions
84M279,2023-24,HS,,Rating not available,,Data not available
84M284,2023-24,HS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
84M330,2023-24,HS,Needs Improvement,Safety & School Climate: Needs Improvement,48.0,48.0% responded positively to safety questions
84M335,2023-24,HS,,Rating not available,,Data not available
84M336,2023-24,HS,,Rating not available,,Data not available
84M341,2023-24,HS,Good,Safety & School Climate: Good,60.0,60.0% responded positively to safety questions
84M350,2023-24,HS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
84M351,2023-24,HS,,Rating not available,,Data not available
84M353,2023-24,HS,Good,Safety & School Climate: Good,66.0,66.0% responded positively to safety questions
84M382,2023-24,HS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
84M433,2023-24,HS,Fair,Safety & School Climate: Fair,66.0,66.0% responded positively to safety questions
84M478,2023-24,HS,Fair,Safety & School Climate: Fair,60.0,60.0% responded positively to safety questions
84M481,2023-24,HS,,Rating not available,,Data not available
84M518,2023-24,HS,,Rating not available,,Data not available
84M522,2023-24,HS,,Rating not available,,Data not available
84M708,2023-24,HS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
84M709,2023-24,HS,,Rating not available,,Data not available
84Q320,2023-24,HS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
84Q340,2023-24,HS,Good,Safety & School Climate: Good,54.0,54.0% responded positively to safety questions
84Q373,2023-24,HS,Fair,Safety & School Climate: Fair,65.0,65.0% responded positively to safety questions
84Q380,2023-24,HS,Excellent,Safety & School Climate: Excellent,74.0,74.0% responded positively to safety questions
84Q414,2023-24,HS,Good,Safety & School Climate: Good,70.0,70.0% responded positively to safety questions
84Q705,2023-24,HS,Excellent,Safety & School Climate: Excellent,73.0,73.0% responded positively to safety questions
84R067,2023-24,HS,Fair,Safety & School Climate: Fair,55.0,55.0% responded positively to safety questions
84R070,2023-24,HS,Fair,Safety & School Climate: Fair,60.0,60.0% responded positively to safety questions
84X185,2023-24,HS,Good,Safety & School Climate: Good,67.0,67.0% responded positively to safety questions
84X202,2023-24,HS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
84X208,2023-24,HS,Fair,Safety & School Climate: Fair,73.0,73.0% responded positively to safety questions
84X309,2023-24,HS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
84X345,2023-24,HS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
84X347,2023-24,HS,,Rating not available,,Data not available
84X380,2023-24,HS,,Rating not available,,Data not available
84X387,2023-24,HS,Good,Safety & School Climate: Good,50.0,50.0% responded positively to safety questions
84X393,2023-24,HS,Excellent,Safety & School Climate: Excellent,76.0,76.0% responded positively to safety questions
84X395,2023-24,HS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
84X429,2023-24,HS,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
84X460,2023-24,HS,Good,Safety & School Climate: Good,59.0,59.0% responded positively to safety questions
84X461,2023-24,HS,Fair,Safety & School Climate: Fair,69.0,69.0% responded positively to safety questions
84X465,2023-24,HS,Fair,Safety & School Climate: Fair,50.0,50.0% responded positively to safety questions
84X471,2023-24,HS,Excellent,Safety & School Climate: Excellent,75.0,75.0% responded positively to safety questions
84X482,2023-24,HS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
84X487,2023-24,HS,Fair,Safety & School Climate: Fair,58.0,58.0% responded positively to safety questions
84X488,2023-24,HS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
84X539,2023-24,HS,Good,Safety & School Climate: Good,72.0,72.0% responded positively to safety questions
84X553,2023-24,HS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
84X581,2023-24,HS,Needs Improvement,Safety & School Climate: Needs Improvement,65.0,65.0% responded positively to safety questions
84X585,2023-24,HS,Fair,Safety & School Climate: Fair,51.0,51.0% responded positively to safety questions
84X597,2023-24,HS,Excellent,Safety & School Climate: Excellent,77.0,77.0% responded positively to safety questions
84X611,2023-24,HS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
84X617,2023-24,HS,,Rating not available,,Data not available
84X627,2023-24,HS,Good,Safety & School Climate: Good,46.0,46.0% responded positively to safety questions
84X635,2023-24,HS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
84X640,2023-24,HS,Fair,Safety & School Climate: Fair,,Data not available
84X703,2023-24,HS,Good,Safety & School Climate: Good,59.0,59.0% responded positively to safety questions
84X704,2023-24,HS,,Rating not available,,Data not available
01M458,2023-24,HST,Good,Safety & School Climate: Good,95.0,95.0% responded positively to safety questions
01M515,2023-24,HST,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
01M650,2023-24,HST,,Rating not available,,Data not available
02M313,2023-24,HST,Excellent,Safety & School Climate: Excellent,84.0,84.0% responded positively to safety questions
02M394,2023-24,HST,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
02M544,2023-24,HST,,Rating not available,,Data not available
02M550,2023-24,HST,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
02M560,2023-24,HST,,Rating not available,,Data not available
02M565,2023-24,HST,Good,Safety & School Climate: Good,90.0,90.0% responded positively to safety questions
02M570,2023-24,HST,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
02M575,2023-24,HST,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
02M586,2023-24,HST,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
03M404,2023-24,HST,Good,Safety & School Climate: Good,89.0,89.0% responded positively to safety questions
04M310,2023-24,HST,,Rating not available,,Data not available
04M505,2023-24,HST,,Rating not available,,Data not available
05M285,2023-24,HST,,Rating not available,,Data not available
06M423,2023-24,HST,Good,Safety & School Climate: Good,97.0,97.0% responded positively to safety questions
07X379,2023-24,HST,,Rating not available,,Data not available
07X381,2023-24,HST,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
07X557,2023-24,HST,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
08X377,2023-24,HST,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
08X537,2023-24,HST,Good,Safety & School Climate: Good,95.0,95.0% responded positively to safety questions
09X350,2023-24,HST,Good,Safety & School Climate: Good,83.0,83.0% responded positively to safety questions
10X319,2023-24,HST,Excellent,Safety & School Climate: Excellent,99.0,99.0% responded positively to safety questions
10X397,2023-24,HST,Good,Safety & School Climate: Good,82.0,82.0% responded positively to safety questions
12X446,2023-24,HST,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
12X480,2023-24,HST,Fair,Safety & School Climate: Fair,75.0,75.0% responded positively to safety questions
13K553,2023-24,HST,Good,Safety & School Climate: Good,77.0,77.0% responded positively to safety questions
13K616,2023-24,HST,Good,Safety & School Climate: Good,78.0,78.0% responded positively to safety questions
15K423,2023-24,HST,Good,Safety & School Climate: Good,91.0,91.0% responded positively to safety questions
15K529,2023-24,HST,Excellent,Safety & School Climate: Excellent,92.0,92.0% responded positively to safety questions
15K698,2023-24,HST,Good,Safety & School Climate: Good,80.0,80.0% responded positively to safety questions
16K669,2023-24,HST,,Rating not available,,Data not available
17K568,2023-24,HST,Fair,Safety & School Climate: Fair,67.0,67.0% responded positively to safety questions
17K646,2023-24,HST,,Rating not available,,Data not available
18K578,2023-24,HST,Excellent,Safety & School Climate: Excellent,98.0,98.0% responded positively to safety questions
18K635,2023-24,HST,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
18K673,2023-24,HST,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
21K728,2023-24,HST,,Rating not available,,Data not available
22K630,2023-24,HST,Excellent,Safety & School Climate: Excellent,90.0,90.0% responded positively to safety questions
23K643,2023-24,HST,Good,Safety & School Climate: Good,83.0,83.0% responded positively to safety questions
23K647,2023-24,HST,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
24Q744,2023-24,HST,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
25Q540,2023-24,HST,Good,Safety & School Climate: Good,83.0,83.0% responded positively to safety questions
25Q792,2023-24,HST,Fair,Safety & School Climate: Fair,75.0,75.0% responded positively to safety questions
27Q261,2023-24,HST,,Rating not available,,Data not available
28Q338,2023-24,HST,,Rating not available,,Data not available
31R470,2023-24,HST,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
32K564,2023-24,HST,Excellent,Safety & School Climate: Excellent,84.0,84.0% responded positively to safety questions
84K395,2023-24,HST,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
84K417,2023-24,HST,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
84K486,2023-24,HST,Excellent,Safety & School Climate: Excellent,94.0,94.0% responded positively to safety questions
84M707,2023-24,HST,,Rating not available,,Data not available
84Q388,2023-24,HST,,Rating not available,,Data not available
84R012,2023-24,HST,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
84X200,2023-24,HST,,Rating not available,,Data not available
84X610,2023-24,HST,Fair,Safety & School Climate: Fair,73.0,73.0% responded positively to safety questions
75K004,2024-25,D75,,Rating not available,,Data not available
75K036,2024-25,D75,,Rating not available,,Data not available
75K053,2024-25,D75,,Rating not available,85.0,85.0% responded positively to safety questions
75K077,2024-25,D75,,Rating not available,85.0,85.0% responded positively to safety questions
75K140,2024-25,D75,,Rating not available,65.0,65.0% responded positively to safety questions
75K141,2024-25,D75,,Rating not available,,Data not available
75K231,2024-25,D75,,Rating not available,95.0,95.0% responded positively to safety questions
75K368,2024-25,D75,,Rating not available,77.0,77.0% responded positively to safety questions
75K369,2024-25,D75,,Rating not available,74.0,74.0% responded positively to safety questions
75K370,2024-25,D75,,Rating not available,,Data not available
75K371,2024-25,D75,,Rating not available,,Data not available
75K372,2024-25,D75,,Rating not available,,Data not available
75K373,2024-25,D75,,Rating not available,85.0,85.0% responded positively to safety questions
75K396,2024-25,D75,,Rating not available,97.0,97.0% responded positively to safety questions
75K721,2024-25,D75,,Rating not available,90.0,90.0% responded positively to safety questions
75K753,2024-25,D75,,Rating not available,86.0,86.0% responded positively to safety questions
75K771,2024-25,D75,,Rating not available,85.0,85.0% responded positively to safety questions
75K811,2024-25,D75,,Rating not available,82.0,82.0% responded positively to safety questions
75M035,2024-25,D75,,Rating not available,,Data not available
75M079,2024-25,D75,,Rating not available,84.0,84.0% responded positively to safety questions
75M094,2024-25,D75,,Rating not available,86.0,86.0% responded positively to safety questions
75M138,2024-25,D75,,Rating not available,,Data not available
75M169,2024-25,D75,,Rating not available,67.0,67.0% responded positively to safety questions
75M226,2024-25,D75,,Rating not available,89.0,89.0% responded positively to safety questions
75M721,2024-25,D75,,Rating not available,,Data not available
75M751,2024-25,D75,,Rating not available,86.0,86.0% responded positively to safety questions
75M811,2024-25,D75,,Rating not available,87.0,87.0% responded positively to safety questions
75Q004,2024-25,D75,,Rating not available,,Data not available
75Q009,2024-25,D75,,Rating not available,83.0,83.0% responded positively to safety questions
75Q023,2024-25,D75,,Rating not available,,Data not available
75Q075,2024-25,D75,,Rating not available,,Data not available
75Q177,2024-25,D75,,Rating not available,92.0,92.0% responded positively to safety questions
75Q224,2024-25,D75,,Rating not available,,Data not available
75Q233,2024-25,D75,,Rating not available,93.0,93.0% responded positively to safety questions
75Q255,2024-25,D75,,Rating not available,,Data not available
75Q256,2024-25,D75,,Rating not available,82.0,82.0% responded positively to safety questions
75Q277,2024-25,D75,,Rating not available,90.0,90.0% responded positively to safety questions
75Q721,2024-25,D75,,Rating not available,90.0,90.0% responded positively to safety questions
75Q752,2024-25,D75,,Rating not available,,Data not available
75Q811,2024-25,D75,,Rating not available,86.0,86.0% responded positively to safety questions
75Q993,2024-25,D75,,Rating not available,81.0,81.0% responded positively to safety questions
75R025,2024-25,D75,,Rating not available,72.0,72.0% responded positively to safety questions
75R037,2024-25,D75,,Rating not available,,Data not available
75R373,2024-25,D75,,Rating not available,96.0,96.0% responded positively to safety questions
75R721,2024-25,D75,,Rating not available,95.0,95.0% responded positively to safety questions
75X010,2024-25,D75,,Rating not available,92.0,92.0% responded positively to safety questions
75X012,2024-25,D75,,Rating not available,82.0,82.0% responded positively to safety questions
75X017,2024-25,D75,,Rating not available,,Data not available
75X168,2024-25,D75,,Rating not available,90.0,90.0% responded positively to safety questions
75X176,2024-25,D75,,Rating not available,,Data not available
75X186,2024-25,D75,,Rating not available,,Data not available
75X188,2024-25,D75,,Rating not available,89.0,89.0% responded positively to safety questions
75X352,2024-25,D75,,Rating not available,93.0,93.0% responded positively to safety questions
75X469,2024-25,D75,,Rating not available,,Data not available
75X596,2024-25,D75,,Rating not available,,Data not available
75X643,2024-25,D75,,Rating not available,,Data not available
75X721,2024-25,D75,,Rating not available,85.0,85.0% responded positively to safety questions
75X723,2024-25,D75,,Rating not available,,Data not available
75X754,2024-25,D75,,Rating not available,,Data not available
75X811,2024-25,D75,,Rating not available,90.0,90.0% responded positively to safety questions
84M337,2024-25,D75,,Rating not available,,Data not available
84X587,2024-25,D75,,Rating not available,,Data not available
04M112,2024-25,EC,,Rating not available,86.0,86.0% responded positively to safety questions
09X170,2024-25,EC,,Rating not available,91.0,91.0% responded positively to safety questions
10X209,2024-25,EC,,Rating not available,83.0,83.0% responded positively to safety questions
13K482,2024-25,EC,,Rating not available,,Data not available
14K319,2024-25,EC,,Rating not available,91.0,91.0% responded positively to safety questions
15K456,2024-25,EC,,Rating not available,100.0,100.0% responded positively to safety questions
15K958,2024-25,EC,,Rating not available,92.0,92.0% responded positively to safety questions
20K331,2024-25,EC,,Rating not available,,Data not available
20K413,2024-25,EC,,Rating not available,,Data not available
22K326,2024-25,EC,,Rating not available,100.0,100.0% responded positively to safety questions
24Q028,2024-25,EC,,Rating not available,96.0,96.0% responded positively to safety questions
25Q242,2024-25,EC,,Rating not available,100.0,100.0% responded positively to safety questions
25Q244,2024-25,EC,,Rating not available,96.0,96.0% responded positively to safety questions
26Q390,2024-25,EC,,Rating not available,97.0,97.0% responded positively to safety questions
27Q051,2024-25,EC,,Rating not available,88.0,88.0% responded positively to safety questions
30Q222,2024-25,EC,,Rating not available,95.0,95.0% responded positively to safety questions
30Q228,2024-25,EC,,Rating not available,97.0,97.0% responded positively to safety questions
31R084,2024-25,EC,,Rating not available,100.0,100.0% responded positively to safety questions
84K333,2024-25,EC,,Rating not available,,Data not available
84K752,2024-25,EC,,Rating not available,,Data not available
84K964,2024-25,EC,,Rating not available,,Data not available
84K966,2024-25,EC,,Rating not available,,Data not available
84M357,2024-25,EC,,Rating not available,,Data not available
84Q416,2024-25,EC,,Rating not available,,Data not available
84Q418,2024-25,EC,,Rating not available,76.0,76.0% responded positively to safety questions
84Q423,2024-25,EC,,Rating not available,99.0,99.0% responded positively to safety questions
84R088,2024-25,EC,,Rating not available,87.0,87.0% responded positively to safety questions
84X637,2024-25,EC,,Rating not available,,Data not available
84X645,2024-25,EC,,Rating not available,,Data not available
84X646,2024-25,EC,,Rating not available,,Data not available
84X886,2024-25,EC,,Rating not available,,Data not available
01M015,2024-25,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
01M020,2024-25,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
01M034,2024-25,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
01M063,2024-25,EMS,Fair,Safety & School Climate: Fair,61.0,61.0% responded positively to safety questions
01M064,2024-25,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
01M110,2024-25,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
01M134,2024-25,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,39.0,39.0% responded positively to safety questions
01M140,2024-25,EMS,,Rating not available,,Data not available
01M142,2024-25,EMS,Fair,Safety & School Climate: Fair,76.0,76.0% responded positively to safety questions
01M184,2024-25,EMS,Good,Safety & School Climate: Good,81.0,81.0% responded positively to safety questions
01M188,2024-25,EMS,Excellent,Safety & School Climate: Excellent,98.0,98.0% responded positively to safety questions
01M315,2024-25,EMS,Excellent,Safety & School Climate: Excellent,85.0,85.0% responded positively to safety questions
01M332,2024-25,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
01M361,2024-25,EMS,Excellent,Safety & School Climate: Excellent,98.0,98.0% responded positively to safety questions
01M363,2024-25,EMS,Good,Safety & School Climate: Good,93.0,93.0% responded positively to safety questions
01M364,2024-25,EMS,,Rating not available,,Data not available
01M378,2024-25,EMS,Good,Safety & School Climate: Good,76.0,76.0% responded positively to safety questions
01M450,2024-25,EMS,Excellent,Safety & School Climate: Excellent,79.0,79.0% responded positively to safety questions
01M539,2024-25,EMS,Excellent,Safety & School Climate: Excellent,83.0,83.0% responded positively to safety questions
01M839,2024-25,EMS,Fair,Safety & School Climate: Fair,63.0,63.0% responded positively to safety questions
02M001,2024-25,EMS,Good,Safety & School Climate: Good,92.0,92.0% responded positively to safety questions
02M002,2024-25,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
02M003,2024-25,EMS,Fair,Safety & School Climate: Fair,89.0,89.0% responded positively to safety questions
02M006,2024-25,EMS,Good,Safety & School Climate: Good,94.0,94.0% responded positively to safety questions
02M011,2024-25,EMS,Good,Safety & School Climate: Good,80.0,80.0% responded positively to safety questions
02M033,2024-25,EMS,Fair,Safety & School Climate: Fair,52.0,52.0% responded positively to safety questions
02M040,2024-25,EMS,Excellent,Safety & School Climate: Excellent,87.0,87.0% responded positively to safety questions
02M041,2024-25,EMS,Good,Safety & School Climate: Good,94.0,94.0% responded positively to safety questions
02M042,2024-25,EMS,Excellent,Safety & School Climate: Excellent,94.0,94.0% responded positively to safety questions
02M051,2024-25,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
02M059,2024-25,EMS,Excellent,Safety & School Climate: Excellent,94.0,94.0% responded positively to safety questions
02M077,2024-25,EMS,Good,Safety & School Climate: Good,96.0,96.0% responded positively to safety questions
02M089,2024-25,EMS,Excellent,Safety & School Climate: Excellent,100.0,100.0% responded positively to safety questions
02M104,2024-25,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
02M111,2024-25,EMS,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
02M114,2024-25,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
02M116,2024-25,EMS,Fair,Safety & School Climate: Fair,81.0,81.0% responded positively to safety questions
02M124,2024-25,EMS,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
02M126,2024-25,EMS,Good,Safety & School Climate: Good,65.0,65.0% responded positively to safety questions
02M130,2024-25,EMS,Excellent,Safety & School Climate: Excellent,83.0,83.0% responded positively to safety questions
02M131,2024-25,EMS,Excellent,Safety & School Climate: Excellent,66.0,66.0% responded positively to safety questions
02M150,2024-25,EMS,Excellent,Safety & School Climate: Excellent,96.0,96.0% responded positively to safety questions
02M151,2024-25,EMS,Excellent,Safety & School Climate: Excellent,97.0,97.0% responded positively to safety questions
02M158,2024-25,EMS,Excellent,Safety & School Climate: Excellent,92.0,92.0% responded positively to safety questions
02M167,2024-25,EMS,Good,Safety & School Climate: Good,64.0,64.0% responded positively to safety questions
02M177,2024-25,EMS,Excellent,Safety & School Climate: Excellent,85.0,85.0% responded positively to safety questions
02M183,2024-25,EMS,Excellent,Safety & School Climate: Excellent,95.0,95.0% responded positively to safety questions
02M198,2024-25,EMS,Excellent,Safety & School Climate: Excellent,98.0,98.0% responded positively to safety questions
02M212,2024-25,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
02M217,2024-25,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
02M225,2024-25,EMS,Fair,Safety & School Climate: Fair,70.0,70.0% responded positively to safety questions
02M234,2024-25,EMS,Excellent,Safety & School Climate: Excellent,95.0,95.0% responded positively to safety questions
02M255,2024-25,EMS,Excellent,Safety & School Climate: Excellent,77.0,77.0% responded positively to safety questions
02M260,2024-25,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
02M267,2024-25,EMS,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
02M276,2024-25,EMS,Good,Safety & School Climate: Good,68.0,68.0% responded positively to safety questions
02M281,2024-25,EMS,Good,Safety & School Climate: Good,92.0,92.0% responded positively to safety questions
02M289,2024-25,EMS,Good,Safety & School Climate: Good,72.0,72.0% responded positively to safety questions
02M290,2024-25,EMS,Excellent,Safety & School Climate: Excellent,88.0,88.0% responded positively to safety questions
02M297,2024-25,EMS,Fair,Safety & School Climate: Fair,67.0,67.0% responded positively to safety questions
02M303,2024-25,EMS,Good,Safety & School Climate: Good,73.0,73.0% responded positively to safety questions
02M312,2024-25,EMS,Excellent,Safety & School Climate: Excellent,73.0,73.0% responded positively to safety questions
02M340,2024-25,EMS,Good,Safety & School Climate: Good,85.0,85.0% responded positively to safety questions
02M343,2024-25,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
02M347,2024-25,EMS,Good,Safety & School Climate: Good,69.0,69.0% responded positively to safety questions
02M397,2024-25,EMS,Excellent,Safety & School Climate: Excellent,82.0,82.0% responded positively to safety questions
02M407,2024-25,EMS,,Rating not available,,Data not available
02M408,2024-25,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
02M413,2024-25,EMS,Excellent,Safety & School Climate: Excellent,75.0,75.0% responded positively to safety questions
02M422,2024-25,EMS,Fair,Safety & School Climate: Fair,71.0,71.0% responded positively to safety questions
02M442,2024-25,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
02M527,2024-25,EMS,Excellent,Safety & School Climate: Excellent,84.0,84.0% responded positively to safety questions
02M896,2024-25,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
03M009,2024-25,EMS,Excellent,Safety & School Climate: Excellent,93.0,93.0% responded positively to safety questions
03M054,2024-25,EMS,Excellent,Safety & School Climate: Excellent,78.0,78.0% responded positively to safety questions
03M075,2024-25,EMS,Fair,Safety & School Climate: Fair,75.0,75.0% responded positively to safety questions
03M076,2024-25,EMS,Fair,Safety & School Climate: Fair,73.0,73.0% responded positively to safety questions
03M084,2024-25,EMS,Excellent,Safety & School Climate: Excellent,97.0,97.0% responded positively to safety questions
03M087,2024-25,EMS,Excellent,Safety & School Climate: Excellent,95.0,95.0% responded positively to safety questions
03M145,2024-25,EMS,Fair,Safety & School Climate: Fair,72.0,72.0% responded positively to safety questions
03M149,2024-25,EMS,Good,Safety & School Climate: Good,75.0,75.0% responded positively to safety questions
03M163,2024-25,EMS,Fair,Safety & School Climate: Fair,74.0,74.0% responded positively to safety questions
03M165,2024-25,EMS,Good,Safety & School Climate: Good,86.0,86.0% responded positively to safety questions
03M166,2024-25,EMS,Good,Safety & School Climate: Good,88.0,88.0% responded positively to safety questions
03M180,2024-25,EMS,Good,Safety & School Climate: Good,71.0,71.0% responded positively to safety questions
03M185,2024-25,EMS,Fair,Safety & School Climate: Fair,86.0,86.0% responded positively to safety questions
03M191,2024-25,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,47.0,47.0% responded positively to safety questions
03M199,2024-25,EMS,Excellent,Safety & School Climate: Excellent,84.0,84.0% responded positively to safety questions
03M241,2024-25,EMS,Fair,Safety & School Climate: Fair,71.0,71.0% responded positively to safety questions
03M242,2024-25,EMS,Fair,Safety & School Climate: Fair,89.0,89.0% responded positively to safety questions
03M243,2024-25,EMS,Excellent,Safety & School Climate: Excellent,84.0,84.0% responded positively to safety questions
03M245,2024-25,EMS,Excellent,Safety & School Climate: Excellent,76.0,76.0% responded positively to safety questions
03M247,2024-25,EMS,Fair,Safety & School Climate: Fair,76.0,76.0% responded positively to safety questions
03M256,2024-25,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
03M258,2024-25,EMS,Good,Safety & School Climate: Good,79.0,79.0% responded positively to safety questions
03M291,2024-25,EMS,,Rating not available,,Data not available
03M333,2024-25,EMS,Fair,Safety & School Climate: Fair,65.0,65.0% responded positively to safety questions
03M334,2024-25,EMS,Excellent,Safety & School Climate: Excellent,86.0,86.0% responded positively to safety questions
03M415,2024-25,EMS,Fair,Safety & School Climate: Fair,73.0,73.0% responded positively to safety questions
03M421,2024-25,EMS,Fair,Safety & School Climate: Fair,56.0,56.0% responded positively to safety questions
03M452,2024-25,EMS,Fair,Safety & School Climate: Fair,73.0,73.0% responded positively to safety questions
03M610,2024-25,EMS,Good,Safety & School Climate: Good,78.0,78.0% responded positively to safety questions
03M859,2024-25,EMS,Excellent,Safety & School Climate: Excellent,91.0,91.0% responded positively to safety questions
03M860,2024-25,EMS,Good,Safety & School Climate: Good,66.0,66.0% responded positively to safety questions
03M862,2024-25,EMS,Fair,Safety & School Climate: Fair,68.0,68.0% responded positively to safety questions
04M007,2024-25,EMS,Fair,Safety & School Climate: Fair,64.0,64.0% responded positively to safety questions
04M012,2024-25,EMS,,Rating not available,,Data not available
04M037,2024-25,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
04M038,2024-25,EMS,Good,Safety & School Climate: Good,83.0,83.0% responded positively to safety questions
04M057,2024-25,EMS,Fair,Safety & School Climate: Fair,63.0,63.0% responded positively to safety questions
04M072,2024-25,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,62.0,62.0% responded positively to safety questions
04M083,2024-25,EMS,Good,Safety & School Climate: Good,84.0,84.0% responded positively to safety questions
04M096,2024-25,EMS,Good,Safety & School Climate: Good,62.0,62.0% responded positively to safety questions
04M102,2024-25,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,46.0,46.0% responded positively to safety questions
04M108,2024-25,EMS,Good,Safety & School Climate: Good,74.0,74.0% responded positively to safety questions
04M146,2024-25,EMS,Good,Safety & School Climate: Good,87.0,87.0% responded positively to safety questions
04M155,2024-25,EMS,Needs Improvement,Safety & School Climate: Needs Improvement,67.0,67.0% responded positively to safety questions
